Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0002\data\track_00136.trk,,,,,,,
Object,0,,,,,,,
Samples,57,,,,,,,
treatment,1,,,,,,,
cage,51,,,,,,,
mark,2,,,,,,,
id,94,,,,,,,
trial,4,,,,,,,
date,38:10.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,103.66,10.02,832,172,s ext,93.79,-
2,0.2,107.19,16.89,452,628,s ext,89.56,7.73
3,0.4,108.33,18.77,428,272,s ext,88.55,2.2
4,0.6,103.99,16.08,356,272,s ext,88.63,5.11
5,0.8,100.7,15.19,540,232,s ext,87.84,3.41
6,1,97.31,14.22,536,316,s ext,87.2,3.52
7,1.2,99.11,14.21,536,376,s ext,87.99,1.8
8,1.4,104.99,12.01,392,488,s ext,92.67,6.28
9,1.6,107.75,14.87,472,440,s ext,91.57,3.97
10,1.8,115.72,16.07,476,460,s ext,94.85,8.06
11,2,121.59,17.12,576,452,s ext,97.47,5.97
12,2.2,126.65,18.97,616,376,south,99.23,5.39
13,2.4,135.8,19.33,680,496,south,105.18,9.16
14,2.6,140.65,21.2,652,516,south,107.36,5.2
15,2.8,145.61,21.77,636,392,south,110.67,4.99
16,3,148.67,24.38,728,468,south,111.36,4.02
17,3.2,150.01,27.52,712,488,south,110.4,3.41
18,3.4,148.51,33.45,684,516,south,105.59,6.12
19,3.6,144.34,41.44,760,668,south,97.54,9.02
20,3.8,139.18,50.56,728,672,south,88.25,10.48
21,4,133.12,59.81,792,672,south,78.38,11.05
22,4.2,127.3,68.47,864,728,south,69.31,10.44
23,4.4,120.8,77.25,900,780,south,59.96,10.93
24,4.6,114.95,84.19,996,872,south,52.1,9.08
25,4.8,109.9,90.19,980,816,south,45.66,7.84
26,5,104.1,95.98,1008,964,south,39,8.19
27,5.2,98.63,101.27,1060,980,west,33.23,7.61
28,5.4,93.14,105.92,1040,972,west,27.98,7.19
29,5.6,87.24,110.95,1052,1004,west,23.15,7.75
30,5.8,81.69,117.38,1124,944,west,20.57,8.5
31,6,74.94,123.42,1016,852,west,19.18,9.06
32,6.2,67.44,131.27,1036,860,north,21.83,10.85
33,6.4,59.03,139.62,928,788,north,28.4,11.85
34,6.6,50.05,149.01,908,708,north,38.36,13
35,6.8,42.91,156.04,816,500,north,46.82,10.02
36,7,37.82,161.51,840,440,north,53.61,7.47
37,7.2,31.32,167.4,852,508,north,61.45,8.78
38,7.4,27.44,171.16,828,520,north,66.44,5.4
39,7.6,22.45,174.69,764,600,north,71.76,6.11
40,7.8,21.59,173.57,688,484,west,71.16,1.41
41,8,25.58,166.84,732,380,west,63.34,7.83
42,8.2,30.06,159.46,748,448,west,54.74,8.63
43,8.4,37.04,147.88,768,548,west,41.27,13.52
44,8.6,42.18,138,836,620,west,30.15,11.14
45,8.8,48.06,123.83,844,792,west,14.83,15.34
46,9,51.8,113.68,812,656,platform larger,4.23,10.82
47,9.2,52.78,109.33,672,340,platform larger,0.93,4.46
48,9.4,55.78,104.35,780,484,platform,0,5.81
49,9.6,55.93,103.33,780,168,platform,0,1.03
50,9.8,55.78,104.35,736,140,platform,0,1.03
51,10,55.93,103.33,756,260,platform,0,1.03
52,10.2,55.48,101.14,768,212,platform,0,2.23
53,10.4,55.59,100.12,768,120,platform,0,1.03
54,10.6,55.48,101.14,696,120,platform,0,1.03
55,10.8,55.48,101.14,704,120,platform,0,0
56,11,55.48,101.14,720,104,platform,0,0
57,11.2,55.48,101.14,668,124,platform,0,0
