Track file,C:\Users\tiago\rat_navigation\data\ethovision\exp nestle 3_0003\data\track_00069.trk,,,,,,,
Object,0,,,,,,,
Samples,228,,,,,,,
treatment,1,,,,,,,
cage,43,,,,,,,
mark,2,,,,,,,
id,83,,,,,,,
trial,1,,,,,,,
date,57:39.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,214.31,221.58,272,252,n ext,189.1,-
2,0.2,213.68,221.22,308,348,n ext,188.37,0.73
3,0.4,213.06,220.71,516,232,n ext,187.57,0.8
4,0.6,208.01,216,504,396,n ext,180.71,6.91
5,0.8,203.99,212.52,536,352,n ext,175.41,5.32
6,1,202.32,211.05,572,388,n ext,173.2,2.22
7,1.2,195.57,204.8,604,312,n ext,164.06,9.2
8,1.4,189.11,198.86,640,396,n ext,155.34,8.78
9,1.6,183.7,194.15,632,392,north,148.2,7.17
10,1.8,178.45,189.69,664,304,north,141.33,6.89
11,2,171.27,183.51,572,588,north,131.89,9.47
12,2.2,168.6,180.75,620,376,north,128.11,3.84
13,2.4,165.6,176.46,708,392,north,123.19,5.23
14,2.6,162.86,171.42,716,448,north,118.08,5.74
15,2.8,160.67,167.98,728,332,north,114.36,4.08
16,3,160.23,166.28,704,448,north,113.08,1.75
17,3.2,160.89,165.43,696,400,north,113.2,1.08
18,3.4,163.69,166.34,784,440,north,116.06,2.95
19,3.6,167.46,168.2,800,536,east,120.26,4.21
20,3.8,171.59,170.04,772,612,east,124.73,4.51
21,4,174.49,170.73,776,532,east,127.58,2.98
22,4.2,177.3,171.19,760,456,east,130.25,2.85
23,4.4,181.11,172.44,784,504,east,134.18,4.01
24,4.6,184.29,171.92,740,548,east,136.7,3.22
25,4.8,187.69,172.81,708,448,e ext,140.1,3.51
26,5,190.08,172.35,640,388,e ext,142,2.44
27,5.2,190.44,169.48,564,436,e ext,141,2.9
28,5.4,188.42,160.15,584,404,e ext,135.21,9.55
29,5.6,186.36,151.34,576,400,e ext,130,9.04
30,5.8,181.69,138.48,652,404,e ext,121.52,13.68
31,6,177.77,124.5,680,492,e ext,114.46,14.52
32,6.2,173.22,112.11,700,508,east,108.26,13.2
33,6.4,169.05,97.41,772,608,east,103.75,15.27
34,6.6,165.89,85.84,760,660,east,101.58,12
35,6.8,163.63,75.58,756,652,east,101.31,10.51
