Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00017.trk,,,,,,,
Object,0,,,,,,,
Samples,446,,,,,,,
id,50,,,,,,,
trial,1,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:29.200,dd:HH:mm:ss,,,,,,
23,4.4,158.79,96.55,532,584,east,106.21,11.48
24,4.6,155.17,87.13,544,564,east,104.4,10.09
25,4.8,152.59,79.66,520,608,east,103.85,7.9
26,5,150.85,72.25,560,688,east,104.67,7.61
27,5.2,151.32,64.42,552,616,east,108.2,7.84
28,5.4,151.16,57.52,528,576,east,111.17,6.91
29,5.6,151.76,52.06,456,440,east,114.39,5.49
30,5.8,151.71,48.53,404,420,east,116.19,3.53
31,6,152.35,42.92,356,576,east,119.79,5.65
32,6.2,150.95,38.06,344,516,e ext,121.36,5.06
33,6.4,146.17,35.48,332,404,e ext,119.05,5.42
34,6.6,141.42,36.38,416,364,south,114.77,4.83
35,6.8,134.66,37.71,512,520,south,108.71,6.89
36,7,127.2,40.44,548,628,south,101.3,7.94
37,7.2,119.03,43.52,568,612,south,93.22,8.74
38,7.4,109.4,47.56,624,704,south,83.55,10.45
39,7.6,101.05,51.55,628,772,south,74.96,9.25
40,7.8,92.63,58.01,608,812,south,64.59,10.61
41,8,86.28,64.95,684,756,south,55.19,9.41
42,8.2,81.32,73.3,724,808,south,45.61,9.7
43,8.4,76.32,82.98,732,896,south,35.1,10.9
44,8.6,71.98,92.73,720,860,west,25.34,10.67
45,8.8,68.28,101.91,740,836,west,17.16,9.89
46,9,65.23,111.99,704,828,west,11.46,10.53
47,9.2,62.79,122.99,696,808,west,11.82,11.27
48,9.4,60.24,134.31,712,816,west,17.8,11.6
49,9.6,59.12,144.26,696,768,west,25.87,10.01
50,9.8,59.4,154.99,632,760,west,36.08,10.73
51,10,59.7,164.4,572,652,north,45.18,9.42
52,10.2,60.03,173.27,468,520,north,53.83,8.87
53,10.4,63.54,179.13,352,588,north,60.39,6.83
54,10.6,70.33,182.09,304,392,north,65.23,7.4
55,10.8,75.76,182.24,380,324,north,67.32,5.43
56,11,82.8,182.61,416,444,north,70.73,7.06
57,11.2,91.52,181.81,500,516,north,74.61,8.75
58,11.4,100.28,179.99,512,556,north,78.41,8.95
59,11.6,109.04,177.95,560,576,north,82.68,9
60,11.8,118.55,174.95,548,668,north,87.59,9.97
61,12,127.24,172.22,536,612,north,92.76,9.1
62,12.2,134.91,167.77,548,628,north,96.7,8.87
63,12.4,141.42,160.49,572,712,north,98.75,9.76
64,12.6,146.27,153.5,508,592,north,100.27,8.51
65,12.8,150.14,145.24,532,560,east,101.16,9.12
66,13,153.88,135.89,564,648,east,102.51,10.06
67,13.2,156.78,126.1,576,644,east,103.75,10.21
68,13.4,158.81,115.03,524,684,east,105.07,11.26
69,13.6,160.12,103.64,524,616,east,106.7,11.47
70,13.8,159.92,91.17,504,612,east,108.24,12.46
71,14,158.51,80.61,524,572,east,109.26,10.66
72,14.2,155.76,68.66,500,640,east,110.56,12.26
73,14.4,151.9,59.06,520,596,east,111.1,10.35
74,14.6,146.9,52.69,428,604,east,109.91,8.09
75,14.8,140.71,48.57,540,576,east,106.96,7.45
76,15,133.24,47.24,560,636,south,101.64,7.58
77,15.2,123.77,45.99,604,708,south,95.05,9.56
78,15.4,115.59,45.52,576,676,south,89.36,8.19
79,15.6,106.63,44.52,628,636,south,83.93,9.02
80,15.8,97.48,42.79,604,656,south,79.64,9.31
81,16,88.08,40.29,604,672,south,76.6,9.72
82,16.2,79.16,37.97,616,596,south,74.62,9.22
83,16.4,70.67,34.28,620,604,south,75.17,9.25
84,16.6,61.18,31.48,540,600,south,75.76,9.9
85,16.8,53.06,29.6,524,544,south,76.6,8.33
86,17,45.73,29.61,476,440,south,76.39,7.34
87,17.2,39.27,31.8,544,492,s ext,74.47,6.81
88,17.4,33.79,36.35,520,520,w ext,70.63,7.13
89,17.6,29.22,42.37,572,492,w ext,65.67,7.55
90,17.8,25.74,51.84,536,580,west,57.44,10.09
91,18,24.02,62.93,624,568,west,47.69,11.22
92,18.2,23.98,75.32,592,688,west,36.77,12.39
93,18.4,23.84,89.4,620,732,west,25.56,14.08
94,18.6,24.28,102.39,636,696,west,17.34,13
95,18.8,25.32,116.03,628,760,west,13.59,13.68
96,19,26.91,128.39,612,728,west,16.6,12.46
97,19.2,27.49,140.71,636,736,west,25.14,12.33
98,19.4,28.7,151.86,552,652,west,34.22,11.22
99,19.6,30.57,161.78,504,600,w ext,42.78,10.09
100,19.8,33.93,170.11,436,572,w ext,50.04,8.98
101,20,38.75,177.73,356,504,w ext,56.93,9.02
102,20.2,45.25,182.09,332,464,n ext,60.91,7.82
103,20.4,52.69,183.78,356,464,n ext,63.03,7.63
104,20.6,60.27,184.16,384,468,n ext,64.51,7.59
105,20.8,68.66,185.8,420,476,n ext,68.25,8.55
106,21,77.22,187.28,456,524,n ext,72.53,8.69
107,21.2,87.57,189.54,432,560,n ext,79.1,10.59
108,21.4,97.38,192.85,444,548,n ext,87.05,10.36
109,21.6,109.12,195.71,364,576,n ext,96.27,12.08
110,21.8,117.76,198.85,348,416,n ext,104.08,9.19
111,22,127.34,201.05,332,416,n ext,112.04,9.83
112,22.2,137.8,202.34,256,428,n ext,120.27,10.55
113,22.4,146.32,201.36,284,364,n ext,125.87,8.58
114,22.6,154.59,198.58,284,432,n ext,130.46,8.72
115,22.8,158.93,192.99,340,416,n ext,130.63,7.08
116,23,163.82,185.74,348,456,n ext,130.73,8.74
117,23.2,167.55,176.91,388,480,e ext,129.51,9.59
118,23.4,170.91,165.86,412,568,east,127.77,11.55
119,23.6,173.67,156.29,472,524,east,126.94,9.96
120,23.8,175.53,146.21,488,568,east,125.9,10.25
121,24,175.4,133.49,456,600,east,123.22,12.72
122,24.2,172.32,122.26,440,528,east,118.86,11.64
123,24.4,168.07,113.22,460,540,east,114.3,9.99
124,24.6,162.6,105.51,516,584,east,109.04,9.45
125,24.8,154.39,98.35,568,660,platform reversal,101.6,10.89
126,25,146.66,92.69,564,676,east,94.92,9.58
127,25.2,137.14,88.39,604,752,east,86.59,10.45
128,25.4,127.93,84.37,672,804,east,78.95,10.05
129,25.6,119.61,82.59,672,752,east,71.83,8.51
130,25.8,110.66,80.72,704,776,south,64.52,9.14
131,26,101.01,79.33,736,744,south,56.89,9.75
132,26.2,91.97,77.63,736,768,south,50.39,9.2
133,26.4,83.48,76.38,748,772,south,44.83,8.58
134,26.6,73.36,74.66,720,772,south,39.72,10.26
135,26.8,63.72,73.41,720,776,west,35.96,9.73
136,27,53.74,71.02,612,716,west,35.53,10.26
137,27.2,43.43,69.09,680,740,west,36.98,10.49
138,27.4,34.44,68.12,592,688,west,39.4,9.04
139,27.6,27,69.31,568,584,west,40.66,7.53
140,27.8,22.08,72.12,536,528,west,40.49,5.67
141,28,17.34,79.08,508,476,west,37.61,8.42
142,28.2,14.3,86.61,516,464,w ext,34.44,8.12
143,28.4,13.99,98.49,536,532,w ext,28.24,11.89
144,28.6,14.36,109.32,540,556,w ext,24.82,10.83
145,28.8,16.27,120.79,568,580,west,23.29,11.63
146,29,19.6,132.55,584,680,west,25,12.22
147,29.2,21.85,144.05,524,636,w ext,31.15,11.72
148,29.4,25.47,154.73,504,660,w ext,38.23,11.28
149,29.6,27.48,162.07,440,512,w ext,44.08,7.61
150,29.8,31.7,169.26,376,504,w ext,49.69,8.34
151,30,36.77,173.32,388,444,w ext,52.76,6.49
152,30.2,44.91,175.34,452,512,w ext,54.16,8.39
153,30.4,53.07,176.83,488,532,north,56.16,8.3
154,30.6,62.09,177.77,484,596,north,58.7,9.06
155,30.8,71.21,178.57,528,604,north,62.22,9.16
156,31,81.27,179.27,476,596,north,67.07,10.08
157,31.2,92.3,180.14,508,640,north,73.7,11.06
158,31.4,102.7,180.31,512,644,north,80.19,10.4
159,31.6,114.1,181.61,496,640,north,88.84,11.48
160,31.8,126.47,182.41,496,712,north,98.45,12.4
161,32,136.4,182.28,468,548,north,106.1,9.92
162,32.2,144.69,181.9,396,504,north,112.6,8.3
163,32.4,152.78,179.79,372,488,north,118.23,8.37
164,32.6,157.17,175.2,372,416,north,119.6,6.35
165,32.8,160.36,168.21,364,472,east,119.14,7.69
166,33,160.02,159.83,388,464,east,115.39,8.39
167,33.2,158.05,151.05,492,544,east,110.47,9
168,33.4,153.65,141.01,536,588,east,103.41,10.96
169,33.6,149.52,131.57,548,580,east,97.39,10.3
170,33.8,144.12,122.44,568,620,east,90.77,10.61
171,34,139.83,114.78,664,576,east,86.08,8.77
172,34.2,133.5,105.9,680,712,east,79.99,10.9
173,34.4,127.54,99.06,676,748,east,74.96,9.07
174,34.6,119.7,93.29,708,800,east,68.48,9.73
175,34.8,111.35,89.11,744,852,east,61.75,9.34
176,35,103.06,86.3,776,800,south,55.22,8.75
177,35.2,92.64,84.66,780,884,south,46.97,10.55
178,35.4,83.48,83.49,800,836,south,40.09,9.23
179,35.6,72.7,81.95,720,840,west,33.43,10.9
180,35.8,63.11,81.74,744,760,west,28.22,9.59
181,36,54.01,80.68,656,728,west,26.1,9.16
182,36.2,45.46,80.39,564,620,west,25.63,8.56
183,36.4,37.43,79.27,616,604,west,27.86,8.1
184,36.6,31.68,78.41,552,472,west,30.44,5.82
185,36.8,24.99,78.31,556,548,west,33.7,6.68
186,37,20.87,80.56,552,364,west,34.28,4.7
187,37.2,16.64,81.93,468,420,west,35.93,4.45
188,37.4,13.47,87.53,432,484,w ext,34.51,6.43
189,37.6,12.95,94.49,492,452,w ext,31.12,6.98
190,37.8,14.18,103.43,528,420,w ext,26.23,9.03
191,38,17.81,112,572,508,west,21.09,9.31
192,38.2,22.89,119.94,576,556,west,16.63,9.42
193,38.4,29.32,127.09,592,632,west,13.89,9.61
194,38.6,36.27,132.71,576,608,west,13.75,8.94
195,38.8,43.76,137.81,564,660,west,16.71,9.06
196,39,52.59,141.6,604,744,west,21.3,9.61
197,39.2,62.09,143.79,640,724,west,26.73,9.75
198,39.4,71.56,145.56,644,756,north,33.6,9.64
199,39.6,81.07,147.07,664,700,north,41.07,9.63
200,39.8,90.67,149.16,636,772,north,49.67,9.83
201,40,101.18,151.23,588,744,north,59.38,10.71
202,40.2,111.15,153.98,576,676,north,69.25,10.34
203,40.4,121.33,156.69,628,660,north,79.32,10.54
204,40.6,130.86,158.22,572,656,north,88.34,9.65
205,40.8,139.76,159.97,544,580,north,97.04,9.08
206,41,150.46,161.79,488,608,north,107.43,10.85
207,41.2,162.17,163.37,412,572,east,118.75,11.82
208,41.4,171.82,166.23,392,492,e ext,128.74,10.06
209,41.6,178.97,168.2,352,400,e ext,136.1,7.41
210,41.8,187.37,166.59,244,484,e ext,143.32,8.56
211,42,190.36,163.6,264,292,e ext,145.11,4.23
212,42.2,193.49,156.21,288,368,e ext,145.85,8.02
213,42.4,193.62,146.49,344,320,e ext,143.58,9.72
214,42.6,191.8,135.16,372,420,e ext,139.68,11.48
215,42.8,189.26,123.88,364,456,e ext,135.87,11.57
216,43,185.07,111.67,464,492,e ext,131.3,12.9
217,43.2,180.38,100.04,496,536,e ext,127.2,12.54
218,43.4,173.59,88.26,508,604,east,122.21,13.6
219,43.6,166.7,79.42,496,620,east,117.47,11.2
220,43.8,158.83,72.49,536,664,east,112.05,10.49
221,44,150.01,68.15,552,712,east,105.46,9.84
222,44.2,140.81,64.23,616,680,east,98.88,10
223,44.4,131.18,62.04,604,756,east,91.62,9.88
224,44.6,120.97,58.89,668,864,south,84.86,10.68
225,44.8,111.43,56.69,696,828,south,78.72,9.8
226,45,101.06,54.61,672,832,south,72.7,10.58
227,45.2,90.46,54.03,684,836,south,66.41,10.61
228,45.4,80.32,53.56,712,820,south,61.23,10.15
229,45.6,69.24,55.54,648,856,south,54.58,11.26
230,45.8,60.22,58.49,640,728,south,49.09,9.49
231,46,51.12,63.93,640,784,west,42.22,10.6
232,46.2,44.35,71.82,616,752,west,34.21,10.4
233,46.4,39.15,82.09,668,748,west,24.74,11.51
234,46.6,34.66,92.87,668,752,west,16.22,11.68
235,46.8,31.67,104.13,656,764,west,10.13,11.64
236,47,28.56,115.73,648,728,west,10.34,12.01
237,47.2,26.12,127.63,624,704,west,16.86,12.15
238,47.4,25.16,138.61,560,560,west,24.84,11.02
239,47.6,24.93,147.69,500,532,west,32.44,9.08
240,47.8,26.98,156,432,508,w ext,38.69,8.55
241,48,31.31,162.38,420,524,w ext,43.14,7.71
242,48.2,37.18,166.25,436,496,west,45.7,7.03
243,48.4,43.12,167.51,472,428,west,46.39,6.07
244,48.6,50.59,167.59,448,512,west,46.71,7.47
245,48.8,58.79,167.84,528,560,north,48.26,8.21
246,49,65.59,166.4,512,520,north,48.86,6.95
247,49.2,73.17,164.48,540,588,north,50.2,7.82
248,49.4,80.78,161.48,580,576,north,51.85,8.18
249,49.6,88.38,158.2,604,600,north,54.13,8.27
250,49.8,95.18,154.58,620,616,north,56.59,7.7
251,50,101.9,149.04,604,632,north,58.79,8.71
252,50.2,107.01,142.86,648,684,north,60.09,8.02
253,50.4,111.27,135.28,652,708,north,61.1,8.69
254,50.6,113.99,127.63,732,696,north,61.78,8.12
255,50.8,117.41,120.09,752,716,east,63.96,8.28
256,51,120.79,112.5,720,736,east,67.02,8.31
257,51.2,124.86,104.81,696,720,east,71.49,8.7
258,51.4,128.19,96.87,676,668,east,76,8.61
259,51.6,131.49,87.91,708,712,east,81.27,9.55
260,51.8,133.4,78.7,668,728,east,86.07,9.41
261,52,133.97,70.16,652,664,east,90.08,8.56
262,52.2,134.59,61.43,632,612,east,94.85,8.75
263,52.4,134.58,53.43,624,552,east,99.16,8
264,52.6,132.57,46.59,556,652,south,101.5,7.14
265,52.8,129.23,40.81,568,540,south,102.57,6.67
266,53,123.85,36.18,576,568,south,101.8,7.1
267,53.2,117.73,33.05,568,544,south,99.88,6.87
268,53.4,110.12,29.62,604,596,south,97.73,8.35
269,53.6,102.33,27.22,604,600,south,95.25,8.15
270,53.8,93.61,24.93,580,616,south,92.7,9.02
271,54,83.08,21.47,520,668,south,91.36,11.08
272,54.2,75.31,18.67,616,536,s ext,91.46,8.27
273,54.4,65.65,14.69,568,608,s ext,93.1,10.44
274,54.6,54.74,9.47,492,604,s ext,96.79,12.09
275,54.8,47.15,8.06,468,504,s ext,97.93,7.72
276,55,40.59,9.95,420,464,s ext,96.19,6.83
277,55.2,34.17,13.9,440,500,s ext,92.81,7.54
278,55.4,29.39,17.68,520,464,s ext,89.78,6.1
279,55.6,24,24.35,500,548,w ext,84.39,8.57
280,55.8,20.3,30.92,500,488,w ext,79.03,7.54
281,56,16.07,41.58,540,560,w ext,70.45,11.46
282,56.2,13.31,49.91,540,480,w ext,64.11,8.78
283,56.4,11.69,61.84,516,544,w ext,54.81,12.04
284,56.6,9.88,72.8,536,516,w ext,47.23,11.11
285,56.8,9.88,86.17,508,596,w ext,38.2,13.37
286,57,10.51,98.43,552,588,w ext,31.42,12.27
287,57.2,12.7,111.39,524,596,w ext,26.23,13.15
288,57.4,14.62,123.93,548,584,w ext,25.6,12.68
289,57.6,17.95,134.79,580,624,w ext,27.62,11.36
290,57.8,20.21,145.45,572,608,w ext,33.27,10.9
291,58,23.85,156.21,524,624,w ext,40.31,11.36
292,58.2,28.87,165.09,464,596,w ext,46.46,10.2
293,58.4,33.11,171.32,436,516,w ext,51.4,7.53
294,58.6,38.75,177.73,368,468,w ext,56.93,8.54
295,58.8,43.05,181.21,396,380,w ext,60.08,5.53
296,59,46.57,185.07,428,376,n ext,63.9,5.22
297,59.2,53.21,187.95,364,472,n ext,67.24,7.24
298,59.4,60.8,189.24,392,460,n ext,69.59,7.69
299,59.6,68.57,188.43,368,424,n ext,70.74,7.82
300,59.8,75.65,187.43,440,392,n ext,72.08,7.14
301,60,84.36,187.77,472,512,n ext,76.02,8.72
302,60.2,93.19,187.12,456,480,n ext,79.95,8.85
303,60.4,102.95,187.32,500,564,n ext,85.85,9.76
304,60.6,112.87,188.38,532,544,n ext,92.94,9.98
305,60.8,123.77,189.61,432,564,n ext,101.34,10.97
306,61,134.02,191.38,456,528,n ext,110.04,10.4
307,61.2,144.36,192.85,456,512,n ext,118.88,10.45
308,61.4,153.98,194.43,444,508,n ext,127.46,9.75
309,61.6,164.73,196.91,404,480,n ext,137.63,11.03
310,61.8,178.25,199.18,168,548,n ext,150.14,13.72
311,62,179.81,197.98,212,236,n ext,150.8,1.96
312,62.2,183.11,196.7,244,280,e ext,152.9,3.55
313,62.4,188.29,191.13,128,364,e ext,154.53,7.61
314,62.6,187.21,185.32,328,288,e ext,150.82,5.92
315,62.8,187.68,178.22,352,352,e ext,148.11,7.11
316,63,185.13,168.77,356,388,e ext,142.02,9.79
317,63.2,182.54,158.52,424,436,e ext,136.06,10.57
318,63.4,176.71,148.53,508,500,east,127.62,11.57
319,63.6,170.95,137.25,544,524,east,119.5,12.66
320,63.8,165.69,127.7,580,596,east,112.78,10.9
321,64,159.07,117.7,596,648,east,105.39,12
322,64.2,152.88,108.51,624,692,east,99.18,11.08
323,64.4,145.59,100.01,624,720,platform reversal,92.65,11.2
324,64.6,137.32,93.77,652,772,east,85.55,10.35
325,64.8,128.69,88.03,704,820,east,78.55,10.37
326,65,120.3,83.28,720,800,east,72.21,9.64
327,65.2,111.35,78.59,784,896,south,66.14,10.11
328,65.4,102.42,73.7,760,888,south,61.16,10.18
329,65.6,92.67,69.82,776,872,south,55.99,10.49
330,65.8,83.42,66.15,744,864,south,52.48,9.95
331,66,73.92,63.42,708,756,south,49.49,9.89
332,66.2,64.87,60.26,632,708,south,48.64,9.59
333,66.4,56.28,56.76,576,624,south,50.02,9.28
334,66.6,47.42,53.63,544,576,west,52.35,9.39
335,66.8,39.14,51.26,556,516,west,55.12,8.61
336,67,31.53,49.83,580,520,west,57.88,7.74
337,67.2,23.72,48.27,532,520,w ext,61.47,7.97
338,67.4,16.69,47.94,512,428,w ext,64.38,7.04
339,67.6,11.46,49.32,420,396,w ext,65.52,5.4
340,67.8,8.26,53.57,376,508,w ext,63.57,5.33
341,68,7.92,59.83,392,520,w ext,58.65,6.26
342,68.2,5.97,68.89,376,536,w ext,52.75,9.27
343,68.4,6.85,80.64,448,552,w ext,43.98,11.78
344,68.6,8.39,91.19,476,532,w ext,36.74,10.66
345,68.8,11.55,102.46,492,536,w ext,29.03,11.71
346,69,15.31,113.16,528,556,west,23.56,11.33
347,69.2,20.44,123.05,564,644,west,19.78,11.15
348,69.4,25.28,131.38,568,612,west,19.69,9.63
349,69.6,32.24,138.67,560,704,west,20.93,10.08
350,69.8,38.22,143.97,540,628,west,23.58,8
351,70,46.41,146.86,540,656,west,25.71,8.68
352,70.2,54.49,148.99,552,636,west,28.94,8.36
353,70.4,62.64,148.24,580,636,west,30.94,8.18
354,70.6,70.03,147.21,544,612,north,33.99,7.46
355,70.8,76.73,144.37,572,612,north,36.08,7.27
356,71,84.16,138.97,600,684,north,38.43,9.19
357,71.2,90.05,133.96,696,696,north,40.94,7.73
358,71.4,96.6,127.82,708,708,north,44.88,8.98
359,71.6,101.62,121.8,744,788,north,48.52,7.84
360,71.8,107.28,114.5,728,800,north,53.54,9.24
361,72,110.75,107.07,784,760,east,57.23,8.2
362,72.2,114.87,98.18,760,808,east,62.68,9.8
363,72.4,117.58,89.76,728,792,east,67.43,8.84
364,72.6,118.91,80.47,728,792,east,72.05,9.39
365,72.8,118.9,71.77,688,744,south,76.07,8.7
366,73,116.87,63.07,664,792,south,79.1,8.94
367,73.2,113.49,55.04,604,684,south,81.36,8.71
368,73.4,109.39,49.13,612,624,south,82.42,7.19
369,73.6,103.13,42.96,596,600,south,82.89,8.79
370,73.8,96.72,37.88,596,568,south,83.27,8.18
371,74,89.37,32.14,564,656,south,84.34,9.33
372,74.2,81.73,25.62,628,600,south,86.99,10.04
373,74.4,73.78,19.15,604,616,s ext,90.57,10.25
374,74.6,67.15,13.33,520,540,s ext,94.71,8.82
375,74.8,62.09,9.56,472,384,s ext,97.54,6.32
376,75,57.05,7.52,420,412,s ext,98.94,5.44
377,75.2,53.72,7.07,312,324,s ext,99.12,3.36
378,75.4,50.45,7.58,308,396,s ext,98.45,3.31
379,75.6,48.12,9.49,332,368,s ext,96.49,3.01
380,75.8,44.33,13.68,316,520,s ext,92.34,5.65
381,76,42.37,19.64,468,496,s ext,86.42,6.28
382,76.2,40.57,27.56,504,508,s ext,78.61,8.11
383,76.4,39.69,36.68,524,516,south,69.58,9.16
384,76.6,39.65,46.85,568,572,west,59.45,10.18
385,76.8,41.23,58.12,592,640,west,48.08,11.38
386,77,42.62,68.93,564,628,west,37.2,10.89
387,77.2,46.22,79.66,608,636,west,26.34,11.32
388,77.4,49.58,89.77,612,692,west,16.36,10.65
389,77.6,54.99,98.65,672,724,west,9.57,10.4
390,77.8,60.92,105.48,684,740,west,9.02,9.05
391,78,67.41,111.93,708,768,west,13.65,9.15
392,78.2,75.23,118.09,788,816,west,21.88,9.95
393,78.4,82.99,124.19,792,836,north,30.8,9.87
394,78.6,91.55,129.07,776,888,north,40.43,9.85
395,78.8,100.24,133.62,772,852,north,50.15,9.81
396,79,110.57,136.66,724,864,north,60.89,10.77
397,79.2,120.33,138.72,656,756,north,70.79,9.98
398,79.4,130.28,140.51,652,772,north,80.79,10.1
399,79.6,139.46,140.09,624,668,east,89.46,9.19
400,79.8,149.58,139.99,592,680,east,99.22,10.13
401,80,159.09,139.77,568,656,east,108.42,9.51
402,80.2,167.94,139.32,536,600,east,116.98,8.86
403,80.4,176.82,137.74,404,540,east,125.36,9.02
404,80.6,181.16,132.77,336,492,e ext,128.8,6.6
405,80.8,184.47,126.25,356,436,e ext,131.3,7.32
406,81,186.76,118.19,396,432,e ext,133.08,8.38
407,81.2,186.36,108.58,352,436,e ext,132.64,9.62
408,81.4,183.79,101.08,392,368,e ext,130.51,7.93
409,81.6,180.33,91.78,424,392,e ext,128.22,9.92
410,81.8,175.6,84.05,456,456,e ext,125.01,9.06
411,82,169.47,75.11,520,560,east,121.33,10.84
412,82.2,163.08,68.84,500,572,east,117.31,8.95
413,82.4,154.89,64.44,544,668,east,111.43,9.3
414,82.6,146.33,61.35,536,680,east,105.1,9.1
415,82.8,138.01,59.14,600,656,east,98.96,8.61
416,83,129.13,57.7,612,724,south,92.27,8.99
417,83.2,119.62,57.52,656,804,south,84.58,9.52
418,83.4,110.05,57.51,644,820,south,77.14,9.57
419,83.6,99.66,57.61,664,884,south,69.56,10.39
420,83.8,89.06,56.96,692,820,south,63.22,10.62
421,84,79.65,56.57,752,796,south,58.3,9.41
422,84.2,69.29,57.15,688,856,south,53.11,10.38
423,84.4,59.44,58.32,628,716,south,49.09,9.92
424,84.6,50.97,60.53,644,664,west,45.59,8.76
425,84.8,42.3,62.79,612,680,west,43.34,8.95
426,85,35.12,65.56,600,564,west,41.75,7.7
427,85.2,27.8,68.54,628,588,west,41.05,7.9
428,85.4,22.08,72.12,548,544,west,40.49,6.75
429,85.6,17.22,77.09,428,616,west,39.24,6.96
430,85.8,15.82,82.81,396,400,west,35.86,5.89
431,86,17.01,88.83,428,328,west,30.93,6.13
432,86.2,18.99,94.76,420,400,west,25.83,6.25
433,86.4,21.67,98.65,444,312,west,21.52,4.72
434,86.6,26.77,103.29,532,472,west,14.74,6.9
435,86.8,31.71,106.75,568,508,west,8.73,6.03
436,87,37.3,109.12,616,520,west,2.8,6.07
437,87.2,41.21,109.78,608,368,platform,0,3.97
438,87.4,43.53,110.5,576,320,platform,0,2.43
439,87.6,45.06,112.03,616,288,platform,0,2.17
440,87.8,46.59,112.74,644,388,platform,0,1.68
441,88,47.35,112.7,620,360,platform,0,0.76
442,88.2,48.1,113.45,644,272,platform,0,1.06
443,88.4,48.87,112.62,632,340,platform,0,1.13
444,88.6,48.87,112.62,656,328,platform,0,0
445,88.8,48.11,112.66,656,184,platform,0,0.76
446,89,48.13,111.09,656,336,platform,0,1.57
