Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00066.trk,,,,,,,
Object,0,,,,,,,
Samples,363,,,,,,,
id,71,,,,,,,
trial,2,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:12.600,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00066.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,20:19.1,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,21:31.7,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,86.56,13.06,304,252,s ext,100.45,-
2,0.2,87.96,9.59,384,368,s ext,104.19,3.74
3,0.4,89.38,7.01,420,252,s ext,107.12,2.95
4,0.6,90.15,7.14,348,344,s ext,107.29,0.77
5,0.8,87.96,9.59,92,272,s ext,104.19,3.29
6,1,99.88,7.32,128,220,s ext,111.2,12.14
7,1.2,101.43,12.07,240,328,s ext,107.74,4.99
8,1.4,102.2,14.84,404,372,s ext,105.7,2.88
9,1.6,104.4,18.49,480,364,s ext,103.71,4.26
10,1.8,105.14,21.15,504,368,s ext,101.87,2.76
11,2,106.59,24.63,516,436,south,99.78,3.77
12,2.2,106.6,28.07,544,364,south,96.93,3.44
13,2.4,105.91,31.47,572,380,south,93.74,3.47
14,2.6,105.21,34.82,584,332,south,90.63,3.42
15,2.8,104.52,38.12,528,440,south,87.57,3.37
16,3,104.53,40.55,484,300,south,85.65,2.43
17,3.2,104.53,42.16,548,216,south,84.39,1.61
18,3.4,104.54,45.34,548,296,south,81.94,3.18
19,3.6,103.84,46.13,544,220,south,80.89,1.06
20,3.8,103.84,50.04,528,344,south,77.95,3.9
21,4,103.15,51.58,532,284,south,76.34,1.69
22,4.2,102.45,54.63,492,328,south,73.64,3.13
