Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00020.trk,,,,,,,
Object,0,,,,,,,
Samples,309,,,,,,,
id,50,,,,,,,
trial,4,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:01.800,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00020.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,08:24.0,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,09:25.8,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,154.37,29.16,224,260,e ext,129.4,-
2,0.2,153,30.74,332,292,e ext,127.35,2.09
3,0.4,148.9,32.57,400,412,e ext,122.99,4.49
4,0.6,145.51,32.18,464,432,e ext,120.58,3.41
5,0.8,140.8,30.47,488,448,s ext,118.09,5.01
6,1,136.78,28.4,512,448,s ext,116.5,4.52
7,1.2,132.79,24.46,556,476,s ext,116.42,5.61
8,1.4,128.08,22.33,540,456,s ext,114.76,5.17
9,1.6,123.34,19.97,584,420,s ext,113.47,5.3
10,1.8,118.52,18.23,548,508,s ext,111.88,5.12
11,2,112.94,17.18,560,436,s ext,109.5,5.68
12,2.2,107.26,16.65,564,452,s ext,106.8,5.7
13,2.4,102.94,16.67,512,356,s ext,104.5,4.31
14,2.6,96.35,15.4,512,456,s ext,102.4,6.72
15,2.8,88.99,18.08,252,572,s ext,96.78,7.84
16,3,87.51,18.73,392,188,s ext,95.59,1.62
17,3.2,85.3,20.12,536,304,s ext,93.44,2.61
18,3.4,82.39,23.11,612,372,south,89.58,4.17
19,3.6,78.81,28.49,628,464,south,83.27,6.46
20,3.8,75.96,33.02,616,420,south,78.02,5.36
21,4,73.1,37.47,656,480,south,72.88,5.28
