Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00056.trk,,,,,,,
Object,0,,,,,,,
Samples,165,,,,,,,
id,76,,,,,,,
trial,4,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:33.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00056.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,56:11.3,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,56:44.3,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,167.64,30.18,156,236,e ext,139.57,-
2,0.2,169.12,32.46,264,228,e ext,139.55,2.71
3,0.4,168.55,38.83,292,436,e ext,135.61,6.4
4,0.6,167.94,43.12,336,300,e ext,132.87,4.33
5,0.8,167.35,47.34,292,276,e ext,130.26,4.26
6,1,166.76,51.5,304,212,e ext,127.77,4.2
7,1.2,166.15,54.64,292,196,e ext,125.8,3.2
8,1.4,164.81,57.97,296,276,e ext,123.15,3.59
9,1.6,162.75,61.44,248,304,east,119.83,4.03
10,1.8,161.34,62.76,300,148,east,118,1.94
11,2,160.01,65.87,348,232,east,115.55,3.39
12,2.2,158.03,70.85,328,316,east,111.87,5.36
13,2.4,157.38,72.77,356,220,east,110.59,2.02
14,2.6,156.09,76.54,388,264,east,108.14,3.98
15,2.8,154.81,80.23,400,268,east,105.81,3.91
16,3,155.72,83.6,420,316,east,105.77,3.49
17,3.2,155.91,87.06,464,276,east,105.14,3.47
18,3.4,156.07,89.66,460,236,east,104.74,2.6
19,3.6,156.98,92.22,488,252,east,105.16,2.72
20,3.8,157.1,93.96,428,204,east,104.96,1.75
21,4,157.34,97.45,412,232,east,104.64,3.5
22,4.2,158.23,99.2,428,224,east,105.29,1.96
