Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00025.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,49,,,,,,,
trial,1,,,,,,,
date,24:05.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00025.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,25:53.9,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,27:23.9,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,84.88,8.97,404,472,s ext,-,103.67
2,0.2,84.84,8.01,480,228,s ext,0.96,104.56
3,0.4,83.25,6.7,416,248,s ext,2.07,105.27
4,0.6,83.25,6.7,568,288,s ext,0,105.27
5,0.8,84.02,6.88,544,264,s ext,0.8,105.36
6,1,83.25,6.7,576,216,s ext,0.8,105.27
7,1.2,84.07,7.84,504,440,s ext,1.41,104.46
8,1.4,84.11,8.8,476,348,s ext,0.96,103.57
9,1.6,84.88,8.97,476,488,s ext,0.79,103.67
10,1.8,85.65,9.14,476,504,s ext,0.79,103.79
11,2,86.49,11.19,468,304,s ext,2.22,102.17
12,2.2,85.03,12.75,484,432,s ext,2.14,100.18
13,2.4,85.06,13.69,456,596,s ext,0.94,99.32
14,2.6,84.33,14.46,508,580,s ext,1.06,98.34
15,2.8,80.47,13.57,640,396,s ext,3.97,97.87
16,3,74.22,12.79,656,544,s ext,6.3,96.82
17,3.2,65.32,9.82,620,652,s ext,9.38,97.82
18,3.4,54.49,6.42,572,704,s ext,11.36,99.82
19,3.6,46.96,5.97,544,620,s ext,7.54,100.01
20,3.8,40.49,8.89,496,544,s ext,7.1,97.25
21,4,34.96,13.27,532,652,s ext,7.05,93.34
22,4.2,28.47,17.25,508,656,s ext,7.61,90.38
23,4.4,22.03,22.43,548,624,w ext,8.27,86.73
24,4.6,17.39,28.65,568,644,w ext,7.76,82.08
25,4.8,12.01,36.9,484,636,w ext,9.86,76.36
26,5,8.55,47.3,568,708,w ext,10.96,68.72
27,5.2,5.96,58.24,516,716,w ext,11.24,61.09
28,5.4,4.21,69.6,568,644,w ext,11.49,53.43
29,5.6,1.43,80.99,524,628,w ext,11.72,48.09
30,5.8,1.37,93.95,528,588,w ext,12.97,41.6
31,6,1.07,105.8,476,540,w ext,11.85,38.52
32,6.2,3.23,115.25,456,652,w ext,9.69,35.64
33,6.4,5.22,124.41,488,664,w ext,9.38,34.84
34,6.6,7.05,132.31,524,636,w ext,8.11,35.68
35,6.8,7.91,142.27,500,592,w ext,10,40.13
36,7,9.48,151.84,464,588,w ext,9.7,45.2
37,7.2,11.77,158.93,432,496,w ext,7.44,49.09
38,7.4,16.32,166.72,412,596,w ext,9.02,53.17
39,7.6,20.03,171.67,456,524,w ext,6.19,55.83
40,7.8,24.44,176.1,400,520,w ext,6.25,58.3
41,8,29.49,180.98,388,460,w ext,7.02,61.6
42,8.2,34.4,186.75,340,512,w ext,7.58,66.39
43,8.4,39.42,190.71,388,456,n ext,6.39,69.79
44,8.6,43.78,193.28,316,448,n ext,5.07,72.13
45,8.8,49.06,193.85,264,404,n ext,5.31,72.77
46,9,55.84,196,300,396,n ext,7.11,75.51
47,9.2,61.26,196.25,328,460,n ext,5.42,76.57
48,9.4,66.69,197.72,352,400,n ext,5.63,79.17
49,9.6,73.83,198.39,264,336,n ext,7.17,81.8
50,9.8,79.46,198.78,156,220,n ext,5.65,84.04
51,10,-,-,-,-,-,-,-
52,10.2,-,-,-,-,-,-,-
53,10.4,107.62,199.11,316,-,n ext,-,98.06
54,10.6,113.26,194.84,396,416,n ext,7.08,98.13
55,10.8,119.57,189.24,512,564,n ext,8.43,98.12
56,11,124.78,181.88,540,660,north,9.02,96.83
57,11.2,128.14,173.35,600,732,north,9.17,94.15
58,11.4,131.29,163.3,684,748,north,10.53,91.26
59,11.6,134.39,153.44,704,836,north,10.34,89.34
60,11.8,136.45,141.03,688,968,east,12.58,86.84
61,12,139.37,129.68,724,908,east,11.72,87.06
62,12.2,141.6,118.91,724,944,east,10.99,87.99
63,12.4,145.24,106.45,728,964,platform reversal,12.98,91.66
64,12.6,148.25,95.1,760,888,platform reversal,11.74,96.05
65,12.8,152.02,83.15,700,924,east,12.53,102.32
66,13,156.66,72.91,668,864,east,11.24,109.87
67,13.2,162.95,66.07,604,880,east,9.3,118.2
68,13.4,170.22,62.18,580,616,e ext,8.24,126.4
69,13.6,177.8,60.94,528,532,e ext,7.68,133.89
70,13.8,184.19,62.24,432,480,e ext,6.53,139.39
71,14,186.9,65.91,384,416,e ext,4.57,140.73
72,14.2,188.88,69.92,316,340,e ext,4.47,141.41
73,14.4,191.14,76.27,344,364,e ext,6.74,141.91
74,14.6,193.62,83.92,368,416,e ext,8.05,142.7
75,14.8,194.4,90.76,376,528,e ext,6.88,142.28
