Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00052.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,67,,,,,,,
trial,4,,,,,,,
date,07:01.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00052.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,07:33.8,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,09:03.8,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,198.85,175.89,112,68,e ext,-,157.41
2,0.2,197.33,177.39,132,156,e ext,2.14,156.59
3,0.4,197.03,180.53,96,116,e ext,3.16,157.58
4,0.6,197.03,180.53,104,48,e ext,0,157.58
5,0.8,196.8,179.33,96,72,e ext,1.23,156.88
6,1,197.11,176.19,108,108,e ext,3.16,155.92
7,1.2,196.66,173.8,120,124,e ext,2.44,154.59
8,1.4,193.42,165.9,152,256,e ext,8.53,148.76
9,1.6,189.77,160.2,236,268,e ext,6.77,143.46
10,1.8,186.97,153.93,288,316,e ext,6.86,138.95
11,2,183.93,145.72,360,336,e ext,8.76,133.96
12,2.2,181.19,138.85,428,332,e ext,7.4,129.86
13,2.4,177.42,129.98,436,424,east,9.63,124.71
14,2.6,173.03,121.4,452,408,east,9.64,119.52
15,2.8,168.88,113.29,444,424,east,9.11,115.11
16,3,164.07,104.65,440,508,east,9.88,110.57
17,3.2,159.48,95.64,468,524,east,10.11,107.03
18,3.4,153.75,88.1,436,536,east,9.47,102.8
19,3.6,148.31,81.05,476,568,east,8.91,99.35
20,3.8,142.44,76.08,488,556,east,7.69,95.44
21,4,136.07,72.2,472,512,east,7.45,91.09
22,4.2,128.47,68.6,480,560,east,8.42,85.95
23,4.4,122.32,65.54,532,588,south,6.87,82.26
24,4.6,115.51,62.43,536,644,south,7.49,78.36
25,4.8,109.36,59.04,544,568,south,7.02,75.61
26,5,101.75,53.86,528,656,south,9.2,73.72
27,5.2,94.7,49.73,568,624,south,8.18,72.39
28,5.4,86.72,44.97,532,652,south,9.29,71.89
29,5.6,78.46,39.5,516,600,south,9.91,72.94
30,5.8,71.41,33.61,480,540,south,9.18,76.02
31,6,64.11,27.96,508,532,south,9.23,79.78
32,6.2,56.45,20.68,416,524,s ext,10.57,85.78
33,6.4,50.98,13.7,364,396,s ext,8.86,92.36
34,6.6,48.99,9.89,340,288,s ext,4.3,96.11
35,6.8,49.49,6.15,204,264,s ext,3.77,99.85
36,7,52.26,9.38,188,248,s ext,4.26,96.73
37,7.2,55.6,9.84,164,280,s ext,3.36,96.5
38,7.4,59.12,13.2,264,284,s ext,4.88,93.52
39,7.6,63.39,16.71,380,340,s ext,5.53,90.7
40,7.8,69.23,21.44,408,380,s ext,7.51,87.21
41,8,75.65,25.96,492,452,south,7.86,84.59
42,8.2,82.67,31.03,476,536,south,8.65,82.38
43,8.4,89.48,37.18,500,536,south,9.18,79.99
44,8.6,94.64,44.2,564,592,south,8.72,76.86
45,8.8,100.35,51.54,564,608,south,9.3,74.51
46,9,105.91,58.39,536,652,south,8.83,73.47
47,9.2,110.02,65.68,576,624,south,8.37,72
48,9.4,112.74,73.55,568,640,south,8.33,69.88
49,9.6,114.79,82.04,596,676,east,8.73,67.64
50,9.8,116.21,91.19,628,696,east,9.25,65.69
51,10,116.98,98.91,616,652,east,7.76,64.61
52,10.2,117.83,108.07,640,720,east,9.2,64.21
53,10.4,117.33,117.24,616,704,east,9.18,63.67
54,10.6,118.3,125.2,632,624,north,8.02,65.53
55,10.8,118.66,134.75,592,680,north,9.55,68
56,11,119.76,142.4,552,560,north,7.73,71.53
57,11.2,119.31,148.44,556,452,north,6.05,73.58
58,11.4,119.62,153.95,444,424,north,5.52,76.45
59,11.6,120.74,159.76,424,356,north,5.92,80.45
60,11.8,121.82,164.07,444,356,north,4.44,83.68
61,12,121.47,170.62,492,432,north,6.56,87.17
62,12.2,120.26,176.24,464,396,north,5.75,89.72
63,12.4,117.37,181.54,408,408,north,6.04,91.12
64,12.6,114.38,186.07,412,356,north,5.43,92.24
65,12.8,110.56,191.45,344,348,n ext,6.6,93.79
66,13,109.07,194.78,288,280,n ext,3.64,95.49
67,13.2,107.53,197.22,172,212,n ext,2.89,96.5
68,13.4,106.77,198.94,92,136,n ext,1.87,97.42
69,13.6,-,-,-,-,-,-,-
70,13.8,-,-,-,-,-,-,-
71,14,-,-,-,-,-,-,-
72,14.2,-,-,-,-,-,-,-
73,14.4,117.25,203.45,140,-,n ext,-,107.35
74,14.6,121.49,202.85,224,284,n ext,4.28,109.54
75,14.8,128.42,203.37,216,336,n ext,6.95,114.48
76,15,134.52,203.85,252,268,n ext,6.12,119.01
77,15.2,141.59,204.99,244,296,n ext,7.16,124.83
78,15.4,150.78,208.44,200,340,n ext,9.82,133.91
