Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00057.trk,,,,,,,
Object,0,,,,,,,
Samples,148,,,,,,,
id,65,,,,,,,
trial,1,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:29.600,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00057.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,59:44.7,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,00:14.3,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,169.08,115.19,464,416,east,115.34,-
2,0.2,162.15,109.09,504,456,east,108.42,9.24
3,0.4,155.66,105.24,556,476,east,102.14,7.55
4,0.6,148.64,101.67,560,500,platform reversal,95.47,7.87
5,0.8,141.77,96.82,584,544,east,89.37,8.41
6,1,135.9,93.81,596,556,east,84.15,6.6
7,1.2,130.84,90.18,636,480,east,80.04,6.23
8,1.4,125.17,85.98,588,504,east,75.83,7.05
9,1.6,122.37,83.19,628,456,east,74.16,3.95
10,1.8,120.28,79.68,616,396,east,73.62,4.09
11,2,118.22,76.18,672,408,south,73.32,4.07
12,2.2,116.16,72.67,692,388,south,73.26,4.06
13,2.4,114.8,69.11,660,384,south,74.03,3.81
14,2.6,113.44,66.26,644,360,south,74.46,3.16
15,2.8,112.08,64.86,668,592,south,74.15,1.95
16,3,110.03,62.74,664,524,south,73.79,2.95
17,3.2,105.9,62.85,688,448,south,70.52,4.13
18,3.4,102.45,62.86,660,508,south,67.9,3.46
19,3.6,98.27,64.25,656,508,south,63.89,4.4
20,3.8,93.37,67.68,704,512,south,57.98,5.98
21,4,89.15,71.04,688,512,south,52.61,5.4
22,4.2,85.61,75.11,724,556,south,47.24,5.39
