Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00059.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,65,,,,,,,
trial,3,,,,,,,
date,32:49.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00059.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,33:24.1,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,34:54.1,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,161.31,32.44,96,100,e ext,-,133.07
2,0.2,160.64,35.66,160,168,e ext,3.29,130.7
3,0.4,159.27,38.2,216,136,e ext,2.89,128.16
4,0.6,159.31,41.02,264,184,e ext,2.82,126.64
5,0.8,158.67,45.04,256,184,e ext,4.07,123.94
6,1,158.02,48.08,320,160,east,3.11,121.81
7,1.2,158.1,51.75,380,204,east,3.67,120.04
8,1.4,158.88,54.25,452,248,east,2.62,119.52
9,1.6,160.39,56.54,456,300,east,2.74,119.8
10,1.8,161.17,58.16,440,304,east,1.8,119.78
11,2,163.4,59.36,376,240,east,2.53,121.28
12,2.2,164.16,60.08,400,192,east,1.05,121.68
13,2.4,165.74,62.48,396,412,east,2.88,122.15
14,2.6,165.79,63.43,444,352,east,0.95,121.83
15,2.8,166.67,66.07,388,272,east,2.79,121.65
16,3,167.56,68.74,404,200,east,2.81,121.54
17,3.2,167.73,71.59,392,308,east,2.86,120.75
18,3.4,167.15,74.59,416,280,east,3.05,119.27
19,3.6,167.15,74.59,428,228,east,0,119.27
20,3.8,165.71,75.8,428,296,east,1.88,117.53
21,4,164.97,75.94,428,360,east,0.76,116.78
22,4.2,164.12,74.22,412,248,east,1.92,116.49
23,4.4,164.86,74.08,364,288,east,0.76,117.24
24,4.6,165.49,72.07,432,228,east,2.11,118.48
25,4.8,167.73,71.59,388,356,east,2.28,120.75
26,5,168.59,73.34,408,300,east,1.95,121.02
27,5.2,170.23,74.97,424,208,east,2.3,122.09
28,5.4,170.36,76.9,380,204,east,1.93,121.67
29,5.6,170.57,79.79,384,196,east,2.9,121.1
30,5.8,170.16,84.7,376,256,east,4.93,119.56
31,6,168.85,87.72,404,236,east,3.29,117.65
32,6.2,166.99,93.53,460,352,east,6.1,114.78
33,6.4,165.92,99.16,548,400,east,5.73,112.93
34,6.6,164.16,105.57,576,452,east,6.65,110.6
35,6.8,162.67,114.53,600,528,east,9.09,108.92
36,7,161.21,123.31,620,564,east,8.9,107.87
37,7.2,159.88,132.86,624,644,east,9.63,107.81
38,7.4,158.48,141.39,640,624,east,8.65,108.19
39,7.6,156.37,150.52,596,644,east,9.37,108.7
40,7.8,153.4,159.28,612,632,east,9.25,109.08
41,8,151.15,167.35,552,580,north,8.38,110.54
42,8.2,148,175.09,616,608,north,8.35,111.67
43,8.4,146.45,182.62,552,640,north,7.69,114.47
44,8.6,145.79,190.66,472,520,n ext,8.06,118.65
45,8.8,145.01,197.87,416,464,n ext,7.25,122.59
46,9,145.95,205.07,324,364,n ext,7.27,128.07
47,9.2,146.23,207.17,200,212,n ext,2.12,129.7
48,9.4,149.34,210.69,96,192,n ext,4.7,134.39
49,9.6,150.14,210.1,84,108,n ext,0.99,134.57
50,9.8,152.37,207.26,88,156,n ext,3.61,134.31
51,10,152.69,203.49,104,152,n ext,3.79,132.08
52,10.2,152.09,199.29,224,232,n ext,4.24,128.95
53,10.4,153.36,196.05,348,268,n ext,3.48,127.93
54,10.6,154.46,191.79,428,376,n ext,4.4,126.29
55,10.8,156.03,184.95,480,468,n ext,7.02,123.75
56,11,157.59,178.17,492,500,north,6.96,121.46
57,11.2,160.92,172.14,552,516,north,6.88,121.42
58,11.4,164.07,165.04,536,560,east,7.77,121.17
59,11.6,166.31,157.47,520,520,east,7.89,120.4
60,11.8,167.54,148.54,548,516,east,9.02,118.78
61,12,168.79,139.53,532,544,east,9.09,117.85
62,12.2,167.57,129.92,532,496,east,9.7,114.94
63,12.4,165.55,119.42,524,528,east,10.69,111.94
64,12.6,163.02,110.05,532,552,east,9.71,109.27
65,12.8,159.06,100.08,572,584,east,10.73,106.01
66,13,154.69,91.48,592,596,east,9.65,103.04
67,13.2,149.93,85.05,572,588,east,8,99.81
68,13.4,143.97,79.92,552,572,east,7.86,95.57
69,13.6,137.53,75.92,556,588,east,7.58,90.93
70,13.8,131.94,73.51,612,576,east,6.09,86.79
71,14,125.74,70.43,636,584,east,6.93,82.67
72,14.2,118.9,68.1,684,632,south,7.22,78.01
73,14.4,112.07,67.06,708,672,south,6.91,72.88
74,14.6,103.82,66.52,688,756,south,8.27,66.57
75,14.8,96.87,67.12,752,608,south,6.97,60.91
76,15,89.14,68.87,724,716,south,7.93,54.16
77,15.2,81.3,70.37,748,704,south,7.98,47.86
78,15.4,73.34,72.42,752,732,south,8.22,41.56
