Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00032.trk,,,,,,,
Object,0,,,,,,,
Samples,43,,,,,,,
id,57,,,,,,,
trial,4,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:08.600,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00032.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,34:12.5,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,34:21.1,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,160.91,49.82,360,232,e ext,123.43,-
2,0.2,159.49,50.33,340,180,east,121.95,1.51
3,0.4,158.83,52.42,404,272,east,120.35,2.19
4,0.6,157.49,55.62,388,288,east,117.65,3.47
5,0.8,156.12,57.85,416,260,east,115.41,2.62
6,1,154.03,59.35,436,300,east,112.86,2.58
7,1.2,152.64,60.61,376,188,east,111.05,1.87
8,1.4,151.3,63.56,360,408,east,108.55,3.25
9,1.6,150.64,65.44,460,196,east,107.15,1.99
10,1.8,147.89,68.58,464,364,east,103.35,4.17
11,2,145.85,71.47,496,312,east,100.33,3.53
12,2.2,142.38,73.67,528,376,east,96.28,4.11
13,2.4,138.24,76.62,604,404,east,91.33,5.09
14,2.6,133.4,78.7,600,428,east,86.07,5.27
15,2.8,129.26,80.57,656,376,east,81.53,4.54
16,3,123.75,82.4,668,508,east,75.73,5.81
17,3.2,118.24,83.36,696,548,east,70.27,5.59
18,3.4,112.04,84.92,736,552,south,63.96,6.39
19,3.6,106.52,86.33,724,548,south,58.34,5.7
20,3.8,102.37,86.98,732,520,south,54.3,4.2
21,4,98.89,88.98,712,540,south,50.3,4.01
22,4.2,95.39,91.63,724,436,south,46.02,4.39
23,4.4,92.58,93.59,816,452,south,42.66,3.43
24,4.6,88.34,97.56,824,592,west,37.24,5.81
25,4.8,84.07,100.86,800,512,west,32.13,5.4
26,5,79.77,104.21,804,484,west,27.09,5.45
27,5.2,76.16,106.24,720,492,west,23.14,4.14
28,5.4,72.55,107.62,684,412,west,19.35,3.87
29,5.6,68.2,108.35,704,436,west,14.93,4.41
30,5.8,62.37,107.68,664,520,west,9.38,5.87
31,6,57.94,106.99,700,444,west,5.72,4.48
32,6.2,54.21,106.28,616,492,west,3,3.8
33,6.4,51.2,105.54,596,476,west,1.74,3.1
34,6.6,48.14,108.73,636,512,platform,0,4.41
35,6.8,45.84,111.19,700,328,platform,0,3.37
36,7,44.3,112.07,672,196,platform,0,1.77
37,7.2,44.28,113.68,672,240,platform,0,1.61
38,7.4,42.75,113.77,708,212,platform,0,1.54
39,7.6,41.96,115.45,660,184,platform,0,1.85
40,7.8,43.51,114.53,660,224,platform,0,1.8
41,8,42.75,113.77,668,168,platform,0,1.08
42,8.2,43.51,114.53,632,188,platform,0,1.08
43,8.4,43.5,115.34,632,240,platform,0,0.81
