Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00038.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,83,,,,,,,
trial,2,,,,,,,
date,21:02.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00038.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,21:30.3,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,23:00.3,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,160.64,35.66,296,256,e ext,-,130.7
2,0.2,160.69,39.47,340,276,e ext,3.81,128.65
3,0.4,160.74,42.31,408,228,e ext,2.84,127.15
4,0.6,160.82,46.08,452,268,e ext,3.77,125.24
5,0.8,160.89,48.88,528,220,e ext,2.81,123.87
6,1,160.99,52.61,492,204,east,3.73,122.15
7,1.2,161.1,56.32,516,272,east,3.71,120.54
8,1.4,161.2,59.08,464,332,east,2.77,119.41
9,1.6,159.11,61.53,536,424,east,3.22,116.48
10,1.8,157.68,61.92,584,320,east,1.48,115.02
11,2,154.1,61.98,612,364,east,3.58,111.76
12,2.2,150.53,61.16,676,408,east,3.66,108.93
13,2.4,146.28,57.99,720,548,east,5.31,106.67
14,2.6,141.41,54.23,720,584,east,6.15,104.44
15,2.8,136.62,49.68,700,612,east,6.6,102.96
16,3,131.91,44.29,752,668,south,7.16,102.39
17,3.2,126.54,38.94,724,684,south,7.58,101.82
18,3.4,121.15,33.34,716,680,south,7.76,101.96
19,3.6,115,27.48,708,728,south,8.5,102.4
20,3.8,110.82,22.68,664,532,s ext,6.36,103.77
21,4,106.56,19.36,604,596,s ext,5.41,104.15
22,4.2,102.96,18.47,592,516,s ext,3.7,102.97
23,4.4,99.36,20.12,588,396,s ext,3.96,99.71
24,4.6,96.51,23.45,636,368,south,4.39,95.39
25,4.8,92.93,27.45,680,420,south,5.37,90.16
26,5,88.63,32.04,700,484,south,6.28,84.08
27,5.2,85.08,37.37,732,568,south,6.41,77.7
28,5.4,82.29,43.5,740,568,south,6.73,70.99
29,5.6,79.49,49.47,716,608,south,6.6,64.4
30,5.8,75.95,55.2,804,624,south,6.74,57.67
31,6,72.36,60.07,748,688,south,6.05,51.71
32,6.2,68.7,62.56,732,592,south,4.43,47.89
33,6.4,65.75,64.39,700,696,south,3.47,45.07
34,6.6,62.68,63.03,648,508,south,3.36,45.34
35,6.8,61.06,60.29,684,484,south,3.18,47.53
36,7,60.15,56.84,692,344,south,3.58,50.69
37,7.2,61.5,52.2,680,516,south,4.83,55.51
38,7.4,63.64,48.57,676,404,south,4.22,59.53
39,7.6,67.3,44.47,696,476,south,5.49,64.45
40,7.8,70.9,39.47,744,568,south,6.16,70.28
41,8,73.73,34.2,684,620,south,5.98,76.17
42,8.2,76.54,28.83,680,588,south,6.07,82.17
43,8.4,77.04,22.75,668,548,south,6.1,88.08
44,8.6,78.39,18.57,600,412,s ext,4.39,92.47
45,8.8,79.77,15.25,580,444,s ext,3.6,96.06
46,9,83.56,14.29,572,416,s ext,3.91,98.22
47,9.2,88.12,14.28,564,384,s ext,4.55,99.92
48,9.4,93.43,16.9,564,424,s ext,5.92,99.74
49,9.6,98.62,19.18,604,432,s ext,5.67,100.15
50,9.8,103.72,22.03,660,536,s ext,5.84,100.36
51,10,108.01,25.45,668,544,south,5.48,99.89
52,10.2,112.91,30.25,676,568,south,6.86,98.93
53,10.4,117.03,34.81,708,536,south,6.15,98.1
54,10.6,121.79,39.04,704,564,south,6.36,98.32
55,10.8,127.17,43.72,720,632,south,7.14,99.11
56,11,132.57,46.59,716,628,south,6.11,101.5
57,11.2,137.3,49.5,700,552,east,5.56,103.62
58,11.4,142.76,51.35,708,568,east,5.76,107.15
59,11.6,147.61,54.2,692,504,east,5.63,109.73
60,11.8,152.58,57.99,692,536,east,6.24,112.2
61,12,156.97,62.12,656,532,east,6.02,114.29
62,12.2,160.04,66.78,628,508,east,5.59,115.24
63,12.4,161.8,72.82,624,508,east,6.29,114.74
64,12.6,162.96,79.98,600,480,east,7.26,113.71
65,12.8,163.57,89.11,656,536,east,9.15,112.21
66,13,164.29,98.25,672,544,east,9.17,111.42
67,13.2,165.91,107.49,676,548,east,9.37,112.24
68,13.4,167.47,115.02,624,508,east,7.7,113.72
69,13.6,169.84,121.89,600,560,east,7.26,116.36
70,13.8,171.37,127.84,620,604,east,6.14,118.44
71,14,174.41,132.3,620,536,east,5.4,122.06
72,14.2,175.82,136.51,524,464,east,4.45,124.14
73,14.4,177.98,140.02,500,384,east,4.12,126.95
74,14.6,180.05,142.57,476,360,e ext,3.28,129.49
75,14.8,182.14,145.19,480,332,e ext,3.35,132.1
76,15,183.54,148.67,548,380,e ext,3.75,134.27
77,15.2,185.32,154.4,572,368,e ext,6,137.49
78,15.4,185.67,161.76,556,376,e ext,7.37,140.07
