Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00069.trk,,,,,,,
Object,0,,,,,,,
Samples,86,,,,,,,
id,78,,,,,,,
trial,1,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:17.200,dd:HH:mm:ss,,,,,,
23,4.4,126.37,150.67,572,360,north,80.91,4.62
24,4.6,121.59,148.1,572,512,north,75.48,5.43
25,4.8,118.5,147.52,596,392,north,72.45,3.14
26,5,115.43,147,664,460,north,69.47,3.11
27,5.2,113.17,147.4,680,488,north,67.65,2.29
28,5.4,110.94,148.59,696,496,north,66.26,2.53
29,5.6,108.76,151.33,636,332,north,65.81,3.5
30,5.8,107.3,153.43,660,320,north,65.71,2.56
31,6,105.05,154.68,660,560,north,64.52,2.58
32,6.2,102.01,155.11,644,496,north,62.29,3.07
33,6.4,97.44,153.96,636,424,north,57.95,4.71
34,6.6,92.91,152.21,628,376,north,53.33,4.86
35,6.8,87.69,149.88,680,484,north,47.84,5.72
36,7,83.26,148.46,684,452,north,43.62,4.65
37,7.2,78.86,147.18,696,396,north,39.58,4.58
38,7.4,75.95,145.9,652,404,north,36.66,3.18
39,7.6,73.81,143.87,660,456,north,33.72,2.95
40,7.8,70.99,140.46,628,488,north,29.3,4.42
41,8,68.97,135.54,612,488,west,24.35,5.32
42,8.2,68.4,130.52,608,468,west,20.64,5.05
43,8.4,67.09,125.57,680,440,west,16.84,5.12
44,8.6,66.51,119.85,672,488,west,13.77,5.75
45,8.8,65.19,114.15,700,508,west,11.44,5.85
46,9,63.83,107.66,724,528,west,10.79,6.63
47,9.2,61.69,101.06,716,560,west,12.11,6.94
48,9.4,59.48,95.78,668,536,west,14.44,5.73
49,9.6,57.96,91.16,644,528,west,17.49,4.87
50,9.8,54.16,88.56,612,608,west,18.44,4.61
51,10,49.52,86.56,676,496,west,19.54,5.05
52,10.2,44.04,86.02,628,464,west,20.04,5.5
53,10.4,38.49,86.3,628,440,west,20.78,5.56
54,10.6,32.05,87.4,664,484,west,22.25,6.53
55,10.8,26.28,87.76,652,476,west,25.27,5.78
56,11,19.59,89.05,568,476,west,28.84,6.82
57,11.2,13.58,89.54,564,436,w ext,33.23,6.03
58,11.4,7.5,91.13,476,424,w ext,37.53,6.28
59,11.6,5.77,92.06,500,368,w ext,38.54,1.97
60,11.8,5.82,93.11,468,408,w ext,37.98,1.05
61,12,5.15,97.28,492,424,w ext,36.81,4.22
62,12.2,8.1,103.52,424,460,w ext,32.08,6.9
63,12.4,11.7,106.47,472,320,w ext,27.96,4.65
64,12.6,14.33,108.34,456,296,w ext,25.01,3.23
65,12.8,18.59,109.09,520,320,west,20.69,4.33
66,13,21.95,109.86,592,384,west,17.25,3.44
67,13.2,27.69,108.66,576,416,west,11.83,5.86
68,13.4,31.73,108.49,572,348,west,7.98,4.04
69,13.6,34.92,107.51,568,284,west,5.63,3.33
70,13.8,37.28,105.75,532,484,west,4.53,2.95
71,14,38.85,104.89,556,280,west,4.02,1.79
72,14.2,41.19,102.39,568,420,west,4.7,3.42
73,14.4,45.08,102.4,528,624,west,3.63,3.89
74,14.6,45.85,102.4,524,236,west,3.6,0.77
75,14.8,48.16,103.21,528,300,west,2.88,2.44
76,15,48.15,106.37,456,344,platform,0,3.16
77,15.2,47.38,107.96,608,256,platform,0,1.77
78,15.4,47.38,109.54,652,212,platform,0,1.58
79,15.6,47.37,111.12,672,212,platform,0,1.58
80,15.8,47.37,111.12,712,184,platform,0,0
81,16,46.6,111.16,656,152,platform,0,0.76
82,16.2,47.36,111.91,700,188,platform,0,1.07
83,16.4,47.37,111.12,664,188,platform,0,0.79
84,16.6,47.37,111.12,664,240,platform,0,0
85,16.8,48.12,111.88,680,192,platform,0,1.07
86,17,48.87,112.62,696,152,platform,0,1.06
