Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00071.trk,,,,,,,
Object,0,,,,,,,
Samples,111,,,,,,,
id,78,,,,,,,
trial,3,,,,,,,
date,09:08.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:22.200,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00071.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,09:37.2,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,09:59.4,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,164.07,28.07,116,100,e ext,-,137.84
2,0.2,165.49,29.3,124,168,e ext,1.89,138.29
3,0.4,168.35,29.8,216,252,e ext,2.9,140.37
4,0.6,170.52,30.69,260,260,e ext,2.35,141.69
5,0.8,170.57,32.73,268,248,e ext,2.04,140.61
6,1,169.88,34.11,240,204,e ext,1.55,139.27
7,1.2,170.76,39.82,244,420,e ext,5.78,136.98
8,1.4,168,45.09,296,436,e ext,5.94,131.94
9,1.6,166,50.8,420,452,e ext,6.06,127.43
10,1.8,164.66,54.19,460,352,e ext,3.64,124.68
11,2,162.6,57.72,392,268,east,4.09,121.27
12,2.2,159.08,60.63,424,360,east,4.57,116.84
13,2.4,156.2,60.53,408,296,east,2.88,114.28
14,2.6,151.92,59.93,524,380,east,4.32,110.72
15,2.8,146.28,57.99,536,468,east,5.97,106.67
16,3,140.73,56.06,592,528,east,5.87,102.89
17,3.2,133.9,53.58,576,600,east,7.27,98.51
18,3.4,125.76,52,600,664,south,8.29,92.81
19,3.6,118.31,49.16,636,692,south,7.98,88.85
20,3.8,110.09,47.53,588,696,south,8.38,84.05
21,4,101.03,45.31,640,708,south,9.32,79.75
22,4.2,92.49,44.02,640,648,south,8.64,75.82
23,4.4,83.73,42.1,640,704,south,8.97,72.89
24,4.6,75.43,38.85,628,676,south,8.91,72.38
25,4.8,66.85,34.97,580,656,south,9.42,73.51
26,5,57.87,29.48,540,576,south,10.52,77.22
27,5.2,51.11,25.16,468,496,s ext,8.03,80.91
28,5.4,45.75,20.14,384,380,s ext,7.34,85.86
29,5.6,43.06,18,380,292,s ext,3.44,88.05
30,5.8,40.32,15.79,324,272,s ext,3.52,90.37
31,6,39.74,18.48,268,336,s ext,2.75,87.72
32,6.2,37.28,19.34,216,372,s ext,2.6,87.06
33,6.4,35.02,22.27,212,332,s ext,3.7,84.39
34,6.6,33.64,25.61,356,272,s ext,3.61,81.27
35,6.8,33.24,30.33,512,340,s ext,4.74,76.66
36,7,32.21,37.68,552,448,w ext,7.42,69.61
37,7.2,31.38,47.89,548,564,west,10.25,59.8
38,7.4,30.46,57.97,560,612,west,10.12,50.21
39,7.6,30.35,69.07,592,624,west,11.1,39.64
40,7.8,30.14,80.9,568,640,west,11.83,28.85
41,8,29.71,90.77,568,592,west,9.88,20.82
42,8.2,30.8,100.61,584,576,west,9.9,12.8
43,8.4,31.74,109.36,560,584,west,8.8,7.73
44,8.6,33.35,117.03,460,436,west,7.83,5.89
45,8.8,35.65,124.41,520,524,west,7.73,7.28
46,9,37.84,131.59,500,508,west,7.51,11.99
47,9.2,41.47,138.28,496,572,west,7.61,17.41
48,9.4,46.54,143.63,504,528,west,7.37,22.49
49,9.6,53.03,148.52,520,584,west,8.13,28.14
50,9.8,58.79,152,524,548,west,6.73,33.04
51,10,65.3,155.46,588,632,north,7.37,38.6
52,10.2,71.87,158.38,572,600,north,7.19,44.26
53,10.4,80.04,160.74,556,632,north,8.51,50.82
54,10.6,88.35,163.65,528,644,north,8.8,58.21
55,10.8,96.83,166.4,568,688,north,8.92,65.89
56,11,104.76,170.53,544,624,north,8.94,74.4
57,11.2,112.12,175.17,560,560,north,8.7,82.94
58,11.4,120.51,179.76,460,532,north,9.57,92.23
59,11.6,129.2,185.09,432,516,north,10.19,102.27
60,11.8,138,189.25,420,444,n ext,9.74,111.68
61,12,146.04,192.65,392,428,n ext,8.73,120.07
62,12.2,155.52,199.05,328,432,n ext,11.44,131.48
63,12.4,161.52,204.13,288,360,n ext,7.86,139.34
64,12.6,164.59,206.79,184,176,n ext,4.06,143.39
65,12.8,165.93,209.56,140,108,n ext,3.08,146.17
66,13,163.37,210.16,136,164,n ext,2.62,144.56
67,13.2,158.89,209.7,100,220,n ext,4.51,140.83
68,13.4,155.22,208.74,124,168,n ext,3.79,137.42
69,13.6,150.48,206.31,296,292,n ext,5.33,132.26
70,13.8,146.74,204.47,356,300,n ext,4.17,128.25
71,14,137.69,201.33,384,420,n ext,9.58,119.49
72,14.2,128.73,197.78,368,448,n ext,9.63,110.62
73,14.4,119.06,193.65,392,432,n ext,10.51,101
74,14.6,110.51,190.54,392,440,n ext,9.11,93.05
75,14.8,100.51,187.86,452,540,n ext,10.35,84.79
76,15,92.38,187.07,424,556,n ext,8.17,79.46
77,15.2,84.35,189.54,328,472,n ext,8.4,77.59
78,15.4,79.51,194.21,308,372,n ext,6.73,79.81
79,15.6,74.67,196.46,220,320,n ext,5.34,80.23
80,15.8,73.09,195.75,248,212,n ext,1.73,79.06
81,16,70.01,192.6,304,240,n ext,4.4,75.16
82,16.2,66.94,190.49,356,228,n ext,3.72,72.25
83,16.4,63.25,186.03,372,328,n ext,5.79,66.99
84,16.6,58.85,181.96,420,392,n ext,5.99,62.07
85,16.8,53.07,176.83,428,488,north,7.72,56.16
86,17,46.49,173.92,464,468,west,7.2,52.76
87,17.2,40.67,170.93,388,476,w ext,6.55,49.97
88,17.4,34.71,169.79,428,400,w ext,6.07,49.59
89,17.6,27.11,169.41,412,472,w ext,7.61,51.11
90,17.8,21.06,166.53,384,444,w ext,6.7,50.75
91,18,17.25,163.45,320,336,w ext,4.9,49.9
92,18.2,15.84,158.29,344,320,w ext,5.35,46.24
93,18.4,15.24,150.83,324,348,w ext,7.49,40.58
