Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00050.trk,,,,,,,
Object,0,,,,,,,
Samples,342,,,,,,,
id,67,,,,,,,
trial,2,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:08.400,dd:HH:mm:ss,,,,,,
23,4.4,100.21,106.02,716,492,east,46.87,5.06
24,4.6,103.72,108.18,732,408,east,50.12,4.12
25,4.8,107.96,110.4,656,396,east,54.22,4.79
26,5,109.39,111.84,612,436,east,55.62,2.03
27,5.2,110.83,114,672,404,east,57.08,2.59
28,5.4,111.6,117.53,668,404,north,57.96,3.61
29,5.6,110.93,120.28,620,592,north,57.53,2.83
30,5.8,108.81,122.93,656,524,north,55.8,3.39
31,6,104.51,124.74,688,496,north,51.91,4.66
32,6.2,98.04,125.09,660,508,north,45.65,6.48
33,6.4,91.58,124.9,704,540,north,39.3,6.46
34,6.6,85.14,124.17,696,592,north,32.87,6.48
35,6.8,78.74,121.49,640,688,west,26.02,6.94
36,7,73.8,117.43,616,632,west,20.36,6.39
37,7.2,69.59,111.89,628,596,west,15.82,6.96
38,7.4,66.05,106.2,608,452,west,13.34,6.7
39,7.6,62.43,101.08,668,516,west,12.7,6.27
40,7.8,58.74,97.26,608,444,west,12.8,5.32
41,8,54.97,94.04,592,440,west,13.55,4.95
42,8.2,50.37,91.42,608,456,west,14.87,5.29
43,8.4,45.69,89.46,568,408,west,16.55,5.07
44,8.6,41.73,88.3,608,408,west,18.11,4.12
45,8.8,36.18,89.52,556,444,west,18.46,5.69
46,9,31.33,90,564,368,west,20.49,4.88
47,9.2,25.59,91.39,568,444,west,22.91,5.9
48,9.4,18.91,92.84,528,488,west,26.98,6.84
49,9.6,11.98,92.43,484,468,w ext,33.02,6.94
50,9.8,5.77,92.06,400,436,w ext,38.54,6.22
51,10,4.02,93.02,416,192,w ext,39.61,1.99
52,10.2,6.78,94.2,332,204,w ext,36.62,3
53,10.4,9.49,95.35,308,192,w ext,33.69,2.95
54,10.6,8.61,95.31,324,256,w ext,34.49,0.88
55,10.8,5.82,93.11,312,340,w ext,37.98,3.55
56,11,6.6,91.07,412,284,w ext,38.32,2.19
57,11.2,6.29,85.81,428,200,w ext,41.36,5.26
58,11.4,6.78,79.58,436,272,w ext,44.71,6.25
59,11.6,7.98,71.4,472,356,w ext,49.54,8.27
60,11.8,7.46,64.99,452,292,w ext,54.78,6.43
61,12,7.92,59.83,432,292,w ext,58.65,5.18
62,12.2,10.12,54.13,460,548,w ext,62.09,6.1
63,12.4,14.03,48.08,420,496,w ext,65.4,7.2
64,12.6,17.1,42.98,472,372,w ext,68.76,5.95
65,12.8,21.16,39.4,448,336,w ext,70.69,5.41
66,13,23.47,36.27,472,336,w ext,72.99,3.89
67,13.2,24.87,32.82,412,276,w ext,75.96,3.72
68,13.4,27.28,30.82,424,364,w ext,77.36,3.13
69,13.6,30.67,30.25,396,324,s ext,77.2,3.44
70,13.8,35.97,32.4,428,320,s ext,74.22,5.72
71,14,40.3,34.09,452,304,south,72.11,4.65
72,14.2,47.16,37.52,468,384,south,68.46,7.67
73,14.4,54.63,40.9,500,416,south,65.49,8.2
74,14.6,60.29,43.45,512,396,south,63.85,6.21
75,14.8,67.34,45.31,556,492,south,63.64,7.29
76,15,74.18,46.04,548,472,south,65.24,6.89
77,15.2,80.89,46.5,588,448,south,67.68,6.72
78,15.4,86.75,46.57,580,456,south,70.54,5.86
79,15.6,92.53,47.21,564,480,south,73.19,5.81
80,15.8,96.81,47.51,544,508,south,75.43,4.29
81,16,100.34,49.22,548,468,south,76.28,3.93
82,16.2,102.45,53.11,528,476,south,74.75,4.43
83,16.4,103.15,56.91,528,360,south,72.51,3.86
84,16.6,102.45,62.86,588,436,south,67.9,5.99
85,16.8,101.05,68.67,640,492,south,63.06,5.98
86,17,99.64,75.79,608,536,south,57.69,7.25
87,17.2,98.23,81.36,628,532,south,53.45,5.75
88,17.4,98.2,88.28,684,648,south,49.99,6.91
89,17.6,99.56,94.46,692,584,south,48.84,6.33
90,17.8,100.93,99.94,684,512,south,48.67,5.64
91,18,100.91,106.05,676,592,east,47.56,6.11
92,18.2,100.2,110.1,680,700,north,46.48,4.12
93,18.4,96.65,113.39,648,656,north,42.89,4.83
94,18.6,92.4,114.64,664,512,north,38.65,4.44
95,18.8,86.71,115.24,688,568,west,32.99,5.72
96,19,81,115.92,676,540,west,27.33,5.75
97,19.2,75.24,117.39,656,556,west,21.77,5.94
98,19.4,70.14,119.68,640,592,west,17.23,5.59
99,19.6,65.69,123.51,588,556,west,14.54,5.87
100,19.8,63.37,128.06,600,388,west,15.17,5.11
101,20,60.27,133.56,572,420,west,17.23,6.32
102,20.2,56.4,138.63,564,440,west,19.62,6.37
103,20.4,51.74,144.1,556,480,west,23.56,7.19
104,20.6,46.98,150.73,560,508,west,29.6,8.17
105,20.8,41.33,158.89,484,524,west,37.93,9.92
106,21,37.13,167.12,468,520,west,46.57,9.24
107,21.2,32.84,175.86,360,484,w ext,55.89,9.73
108,21.4,30.99,181.17,356,348,w ext,61.46,5.62
109,21.6,31.59,183.59,256,340,w ext,63.72,2.49
110,21.8,33.99,181.57,212,348,w ext,61.32,3.14
111,22,36.02,185.1,160,292,w ext,64.55,4.07
112,22.2,38.89,187.37,208,272,w ext,66.51,3.66
113,22.4,43.18,190.85,236,316,n ext,69.71,5.53
114,22.6,49.12,192.94,304,364,n ext,71.86,6.29
115,22.8,55.15,194.42,320,408,n ext,73.86,6.21
116,23,62.87,194.94,312,392,n ext,75.6,7.74
117,23.2,69.9,196.22,336,360,n ext,78.58,7.14
118,23.4,77.87,197.06,324,372,n ext,81.86,8.01
119,23.6,85.98,197.66,284,376,n ext,85.6,8.13
120,23.8,93.38,197.97,344,324,n ext,89.3,7.41
121,24,100.05,198.71,392,376,n ext,93.4,6.71
122,24.2,109.38,200.44,372,468,n ext,100.18,9.49
123,24.4,117.18,202.47,336,348,n ext,106.53,8.05
124,24.6,125.93,204.38,336,368,n ext,113.58,8.96
125,24.8,134.97,207.93,312,376,n ext,122.28,9.72
126,25,142.91,208.54,292,340,n ext,128.26,7.96
127,25.2,150.78,208.44,272,332,n ext,133.91,7.87
128,25.4,155.68,206,268,300,n ext,135.99,5.47
129,25.6,161.18,201.96,296,324,n ext,137.74,6.82
130,25.8,164.9,197.99,376,328,n ext,138.39,5.44
131,26,170.32,193.89,384,440,n ext,140.6,6.79
132,26.2,176.46,189.07,376,472,e ext,143.25,7.81
133,26.4,182.77,185.16,388,452,e ext,146.82,7.43
134,26.6,188.86,179.83,372,440,e ext,149.86,8.09
135,26.8,192.98,173.23,324,408,e ext,150.97,7.77
136,27,196.64,163.93,304,380,e ext,151.15,10
137,27.2,198.57,154.69,288,336,e ext,150.34,9.44
138,27.4,198.43,143.46,280,320,e ext,147.67,11.23
139,27.6,197.64,133.14,304,312,e ext,145.17,10.35
140,27.8,196.77,121.68,336,344,e ext,143.23,11.49
141,28,194.98,109.04,364,388,e ext,141.25,12.77
142,28.2,192.8,98.82,384,380,e ext,139.69,10.45
143,28.4,191.49,87.6,376,392,e ext,139.93,11.3
144,28.6,188.58,75.62,344,384,e ext,139.59,12.32
145,28.8,186.11,66.13,368,352,e ext,139.91,9.81
146,29,182.96,56.03,364,388,e ext,140.52,10.58
147,29.2,179.34,47.6,388,448,e ext,140.75,9.17
148,29.4,175.93,39.47,336,428,e ext,141.61,8.81
149,29.6,171.28,32.35,408,464,e ext,141.41,8.5
150,29.8,166.17,26.92,404,556,e ext,140.22,7.46
151,30,161.25,22.68,388,512,e ext,138.81,6.5
152,30.2,155.09,19.28,384,468,e ext,136.21,7.03
153,30.4,149.73,15.46,440,456,s ext,134.79,6.58
154,30.6,144.42,11.53,400,448,s ext,133.8,6.6
155,30.8,137.74,9.88,400,448,s ext,130.49,6.88
156,31,131,8.7,448,576,s ext,127.05,6.85
157,31.2,124.84,8.68,448,528,s ext,123.31,6.16
158,31.4,117.89,7.35,452,524,s ext,120.42,7.07
159,31.6,110.07,6.37,456,588,s ext,117,7.88
160,31.8,103.54,6.52,352,440,s ext,113.62,6.53
161,32,99.14,7.27,200,288,s ext,110.91,4.47
162,32.2,86.23,4.49,368,568,s ext,108.35,13.2
163,32.4,80.8,4.16,420,300,s ext,106.93,5.44
164,32.6,72.85,2.77,444,432,s ext,106.22,8.07
165,32.8,67.32,3.76,396,440,s ext,104.14,5.62
166,33,62.55,4.87,364,504,s ext,102.24,4.9
167,33.2,58.58,6.2,308,424,s ext,100.41,4.19
168,33.4,56.2,7.16,356,392,s ext,99.22,2.57
169,33.6,52.18,8.36,408,484,s ext,97.74,4.19
170,33.8,47.25,9.09,424,432,s ext,96.89,4.98
171,34,42.37,10.79,436,444,s ext,95.27,5.17
172,34.2,36.44,10.95,400,412,s ext,95.49,5.94
173,34.4,31.56,13.64,436,476,s ext,93.41,5.57
174,34.6,26.63,16.37,408,460,s ext,91.61,5.62
175,34.8,22.72,20.68,416,448,w ext,88.26,5.83
176,35,18.9,26.19,380,516,w ext,83.96,6.7
177,35.2,15.06,31.83,428,480,w ext,79.87,6.83
178,35.4,12.12,38,412,432,w ext,75.31,6.84
179,35.6,9.16,44.32,436,480,w ext,71.01,6.98
180,35.8,5.65,54.94,416,540,w ext,63.95,11.18
181,36,4.77,65.43,444,508,w ext,56.14,10.53
182,36.2,2.79,74.71,404,448,w ext,50.92,9.48
183,36.4,0.82,85.25,404,448,w ext,46.29,10.73
184,36.6,0.52,95,384,436,w ext,41.96,9.75
185,36.8,1.92,104.7,436,564,w ext,37.89,9.8
186,37,4.14,116.21,392,500,w ext,34.75,11.72
187,37.2,6.12,126.33,412,444,w ext,34.43,10.32
188,37.4,7.92,135.17,436,392,w ext,36.25,9.02
189,37.6,10.42,143.55,432,420,w ext,38.89,8.75
190,37.8,11.93,152.96,380,380,w ext,44.35,9.53
191,38,13.42,158.27,344,276,w ext,47.59,5.52
192,38.2,15.7,162.19,320,320,w ext,49.61,4.53
193,38.4,16.32,166.72,256,272,w ext,53.17,4.57
194,38.6,17.81,168.91,220,348,w ext,54.35,2.65
195,38.8,20.03,171.67,192,348,w ext,55.83,3.54
196,39,22.91,175.91,180,332,w ext,58.64,5.12
197,39.2,25.79,179.12,268,336,w ext,60.76,4.32
198,39.4,29.37,182.86,336,340,w ext,63.46,5.17
199,39.6,34.4,186.75,300,420,w ext,66.39,6.37
200,39.8,40.2,190.36,284,328,n ext,69.38,6.82
201,40,46.12,192.32,252,304,n ext,71.15,6.24
202,40.2,52.86,194.28,264,332,n ext,73.49,7.02
203,40.4,61.3,195.34,292,380,n ext,75.68,8.5
204,40.6,69.9,196.22,308,376,n ext,78.58,8.65
205,40.8,76.24,198.12,180,296,n ext,82.31,6.62
206,41,-,-,-,-,-,-,-
207,41.2,-,-,-,-,-,-,-
208,41.4,-,-,-,-,-,-,-
209,41.6,-,-,-,-,-,-,-
210,41.8,-,-,-,-,-,-,-
211,42,135.33,211.04,124,-,n ext,124.8,-
212,42.2,137.86,210.18,188,192,n ext,125.88,2.68
213,42.4,148.4,210.22,264,388,n ext,133.37,10.54
214,42.6,156.01,208.16,264,328,n ext,137.64,7.88
215,42.8,163.62,206.26,332,372,n ext,142.31,7.85
216,43,169.48,204.47,324,376,n ext,145.89,6.13
217,43.2,176.13,202.09,280,332,n ext,149.95,7.06
218,43.4,180.01,199.13,260,308,n ext,151.59,4.89
219,43.6,185.87,197.18,168,316,e ext,155.5,6.17
220,43.8,190.28,192.19,256,336,e ext,156.78,6.66
221,44,193.67,186.47,276,364,e ext,157.1,6.65
222,44.2,196.57,178.13,236,384,e ext,156.19,8.83
223,44.4,197.72,169.87,192,340,e ext,154.16,8.34
224,44.6,199.21,158.26,260,348,e ext,151.91,11.7
225,44.8,200.18,148.48,280,340,e ext,150.42,9.83
226,45,200.26,138.27,324,412,e ext,148.52,10.2
227,45.2,198.2,125.31,300,448,e ext,144.9,13.13
228,45.4,195.61,113.62,368,396,e ext,141.84,11.97
229,45.6,193.36,103.33,380,348,e ext,139.89,10.53
230,45.8,189.47,92.25,364,400,e ext,137.19,11.75
231,46,185.97,82.69,388,376,e ext,135.43,10.17
232,46.2,181.11,73.83,412,408,e ext,132.85,10.11
233,46.4,176.68,67.51,408,412,e ext,130.54,7.72
234,46.6,171.65,60.75,480,464,e ext,128.27,8.42
235,46.8,166.18,55.6,448,432,e ext,125.41,7.51
236,47,160.28,52.86,432,456,east,121.41,6.51
237,47.2,153.85,51.38,472,472,east,116.54,6.59
238,47.4,147.57,49.9,500,492,east,111.96,6.46
239,47.6,140.71,50.25,492,520,east,106.04,6.87
240,47.8,133.22,51.31,524,520,south,99.24,7.56
241,48,125.76,52.79,568,548,south,92.33,7.61
242,48.2,118.28,53.83,592,576,south,85.8,7.55
243,48.4,110.06,54.48,600,648,south,79.17,8.24
244,48.6,102.45,54.63,596,612,south,73.64,7.61
245,48.8,93.32,55.79,620,640,south,66.75,9.2
246,49,85.47,56.58,624,636,south,61.48,7.9
247,49.2,76.72,56.9,584,624,south,56.55,8.75
248,49.4,68.59,58.6,608,632,south,51.5,8.32
249,49.6,60.32,60.95,552,648,south,46.72,8.6
250,49.8,53.46,63.59,576,600,west,42.82,7.35
251,50,48.2,69.18,524,628,west,36.81,7.67
252,50.2,44.49,75.23,552,516,west,30.8,7.1
253,50.4,41.5,80.69,580,404,west,25.63,6.23
254,50.6,37.66,85.35,556,432,west,21.91,6.04
255,50.8,34.56,89.39,556,448,west,19.28,5.09
256,51,31.41,92.67,512,524,west,18.27,4.55
257,51.2,28.18,94.28,532,620,west,19.03,3.61
258,51.4,25.66,93.23,528,404,west,21.55,2.73
259,51.6,23.88,90.34,520,336,west,24.85,3.4
260,51.8,21.97,85.46,544,384,west,29.74,5.23
261,52,20.76,78.62,528,376,west,35.91,6.95
262,52.2,20.34,71.78,500,404,west,41.72,6.85
263,52.4,21.54,64.26,508,368,west,47.58,7.61
264,52.6,21.97,58.52,456,324,west,52.56,5.76
265,52.8,22.37,52.76,500,308,w ext,57.72,5.78
266,53,22.82,47.97,492,312,w ext,62.04,4.8
267,53.2,22.26,41.82,480,292,w ext,68.05,6.18
268,53.4,21.55,34.5,420,308,w ext,75.24,7.36
269,53.6,21.69,27.42,420,344,w ext,82,7.08
270,53.8,23.77,22.2,428,384,w ext,86.54,5.62
271,54,27.67,17.89,388,344,s ext,89.9,5.82
272,54.2,33.49,15.59,420,352,s ext,91.22,6.25
273,54.4,39.34,14.34,472,372,s ext,91.88,5.98
274,54.6,45.01,12.02,468,428,s ext,93.99,6.13
275,54.8,51.58,11.04,468,416,s ext,95.04,6.64
276,55,58.13,10.88,436,408,s ext,95.7,6.55
277,55.2,64.57,10.5,404,400,s ext,97.01,6.45
278,55.4,71.08,12.76,448,412,s ext,96.09,6.89
279,55.6,77.48,15.58,488,432,s ext,95.04,6.99
280,55.8,83.74,18.91,452,444,s ext,93.98,7.1
281,56,89.91,24.46,428,520,south,91.41,8.3
282,56.2,95.18,31.1,504,516,south,88.14,8.48
283,56.4,98.86,38,516,492,south,84.36,7.82
284,56.6,101.03,45.31,540,512,south,79.75,7.63
285,56.8,103.15,53.11,564,600,south,75.22,8.08
286,57,103.14,61.39,564,568,south,69.4,8.27
287,57.2,101.74,68.68,588,568,south,63.6,7.43
288,57.4,100.33,76.51,648,564,south,57.87,7.95
289,57.6,99.61,84.17,696,632,south,53.16,7.7
290,57.8,98.18,91.02,700,652,south,48.82,6.99
291,58,98.14,99.19,676,664,south,46.12,8.17
292,58.2,99.5,106.68,680,676,north,46.09,7.62
293,58.4,100.9,115.58,700,708,north,47.18,9
294,58.6,103.06,123.26,664,668,north,50.19,7.98
295,58.8,104.59,131.78,612,668,north,53.67,8.66
296,59,106.2,139.84,616,612,north,58.05,8.22
297,59.2,110.18,148.48,576,616,north,65.55,9.52
298,59.4,114.35,156.87,528,568,north,73.51,9.36
299,59.6,118.71,164.98,544,544,north,81.61,9.21
300,59.8,124.96,174.12,516,596,north,92.06,11.08
301,60,129.89,183.53,436,544,north,101.78,10.62
302,60.2,135.01,192.69,372,480,n ext,111.65,10.49
303,60.4,138.71,202.74,344,484,n ext,121.2,10.71
304,60.6,139.33,207.88,240,248,n ext,125.25,5.18
305,60.8,138.66,209.55,164,220,n ext,125.98,1.8
306,61,139.46,208.92,80,140,n ext,126.09,1.02
307,61.2,132.46,208.84,152,208,n ext,121.25,7
308,61.4,128.92,208.41,152,144,n ext,118.59,3.56
309,61.6,120.05,206.24,160,240,n ext,111.27,9.14
310,61.8,108.63,202.16,216,288,n ext,101.12,12.12
311,62,99.24,199.53,292,300,n ext,93.66,9.75
312,62.2,91.7,196.01,356,344,n ext,86.76,8.33
313,62.4,85.96,191.31,368,356,n ext,79.9,7.42
314,62.6,80.4,186.17,424,416,n ext,72.82,7.57
315,62.8,75.82,179.68,480,488,north,65.01,7.94
316,63,71.4,172.75,456,464,north,56.88,8.22
317,63.2,68.61,165.89,488,480,north,49.49,7.4
318,63.4,65.89,159.24,516,516,north,42.3,7.19
319,63.6,64,151.07,576,564,north,34.08,8.39
320,63.8,62.09,143.79,548,532,west,26.73,7.53
321,64,60.9,136.46,552,556,west,19.91,7.42
322,64.2,58.94,129.25,552,528,west,12.99,7.47
323,64.4,56.91,122.74,572,532,west,6.81,6.82
324,64.6,54.77,119.15,488,396,west,3.05,4.17
325,64.8,55.55,117.59,416,304,west,2.81,1.75
326,65,57.03,117.49,304,184,west,4.04,1.49
327,65.2,56.29,117.54,268,92,west,3.4,0.74
328,65.4,57.02,118.24,288,84,west,4.39,1.01
329,65.6,57.74,118.93,400,152,west,5.38,1.01
330,65.8,57.74,118.93,420,100,west,5.38,0
331,66,55.55,117.59,432,268,west,2.81,2.58
332,66.2,53.32,116.98,432,240,west,0.75,2.31
333,66.4,51.1,115.6,512,304,platform,0,2.62
334,66.6,48.85,114.19,576,360,platform,0,2.65
335,66.8,48.09,115.02,580,164,platform,0,1.13
336,67,48.09,115.02,592,140,platform,0,0
337,67.2,47.33,114.28,672,152,platform,0,1.05
338,67.4,47.33,115.07,640,120,platform,0,0.79
339,67.6,45.81,114.38,652,212,platform,0,1.67
340,67.8,43.5,115.34,628,320,platform,0,2.5
341,68,42.73,115.39,620,120,platform,0,0.77
342,68.2,44.28,114.48,556,216,platform,0,1.8
