Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00022.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,58,,,,,,,
trial,2,,,,,,,
date,16:57.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00022.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,17:29.1,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,18:59.1,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,169.88,34.11,268,328,e ext,-,139.27
2,0.2,172.84,35.72,312,316,e ext,3.37,140.9
3,0.4,175.85,37.38,260,316,e ext,3.44,142.6
4,0.6,177.49,40.87,176,316,e ext,3.86,142.27
5,0.8,176.94,45.39,160,272,e ext,4.56,139.62
6,1,174.91,50.43,172,308,e ext,5.43,135.52
7,1.2,172.14,55.56,252,320,e ext,5.82,130.81
8,1.4,168.59,59.7,308,328,e ext,5.46,125.87
9,1.6,163.55,63.09,376,332,east,6.07,119.9
10,1.8,157.81,65.51,436,420,east,6.23,113.67
11,2,151.37,66.14,504,468,east,6.47,107.52
12,2.2,144.33,66.79,524,580,east,7.07,100.87
13,2.4,136.68,65.02,552,620,east,7.86,94.87
14,2.6,128.45,62.47,556,700,east,8.61,89.08
15,2.8,121.65,59.57,620,696,south,7.39,85.02
16,3,114.86,54.16,600,716,south,8.68,82.97
17,3.2,108.7,48.38,620,724,south,8.45,82.48
18,3.4,102.42,41.35,604,728,south,9.43,83.73
19,3.6,97.36,32.11,580,744,south,10.53,88.44
20,3.8,93.57,23.17,560,628,south,9.71,94.23
21,4,91.14,14.77,492,532,s ext,8.75,100.69
22,4.2,89.45,8.92,436,392,s ext,6.09,105.38
23,4.4,88.51,3.98,320,292,s ext,5.03,109.63
24,4.6,87.67,1.87,200,160,s ext,2.27,111.3
25,4.8,88.48,3,124,84,s ext,1.39,110.52
26,5,90.05,4.26,128,140,s ext,2.01,109.93
27,5.2,90.82,4.38,132,124,s ext,0.78,110.09
28,5.4,93.13,5.69,200,220,s ext,2.66,109.78
29,5.6,96.23,9.85,284,396,s ext,5.18,107.31
30,5.8,97.81,14.61,432,484,s ext,5.02,103.78
31,6,100.07,18.37,408,424,s ext,4.39,101.57
32,6.2,100.84,21.96,428,372,s ext,3.67,98.88
33,6.4,101.61,26.35,392,380,south,4.45,95.59
34,6.6,100.94,31.44,432,376,south,5.14,90.98
35,6.8,99.57,38.03,552,440,south,6.73,84.74
36,7,98.2,44.42,576,504,south,6.54,78.74
37,7.2,96.84,52.18,636,604,south,7.87,71.77
38,7.4,95.46,60.43,652,704,south,8.37,64.63
39,7.6,94.78,69.2,676,760,south,8.79,57.96
40,7.8,93.36,78.4,724,760,south,9.31,51.05
41,8,91.23,87.37,712,796,south,9.22,44.32
42,8.2,89.76,96.24,736,816,west,8.99,39.04
43,8.4,86.86,104.34,772,836,west,8.6,34
44,8.6,83.89,113.86,740,872,west,9.97,30.13
45,8.8,81.6,122.13,676,760,west,8.59,28.95
46,9,79.26,130.58,656,708,north,8.77,29.82
47,9.2,76.85,139.99,652,740,north,9.71,33.17
48,9.4,74.39,149,612,704,north,9.34,38.06
49,9.6,71.18,156.92,560,588,north,8.55,42.66
50,9.8,67.92,164.41,536,608,north,8.17,47.85
51,10,63.15,170.92,468,508,north,8.07,52.42
52,10.2,58.3,177.87,400,484,north,8.47,57.95
53,10.4,54.95,183.93,416,408,n ext,6.92,63.42
54,10.6,50.78,190.55,316,420,n ext,7.82,69.59
55,10.8,48.28,194.15,196,240,n ext,4.39,73.04
56,11,45.94,195.09,160,156,n ext,2.52,73.91
57,11.2,43.72,194.21,132,204,n ext,2.39,73.05
58,11.4,41.69,190.6,120,228,n ext,4.15,69.52
59,11.6,40.44,186.68,168,248,n ext,4.11,65.69
60,11.8,37.75,181.66,268,332,w ext,5.7,60.95
61,12,35,177.57,292,328,w ext,4.93,57.21
62,12.2,30.72,173.23,348,416,w ext,6.09,53.78
63,12.4,25.54,170.1,336,436,w ext,6.05,52.28
64,12.6,19.46,167.23,348,428,w ext,6.72,52.1
65,12.8,13.96,165.83,228,424,w ext,5.67,53.63
66,13,10.86,162.27,224,348,w ext,4.73,52.32
67,13.2,10.18,157.58,248,328,w ext,4.74,49.01
68,13.4,8.64,152.14,224,336,w ext,5.65,45.99
69,13.6,6.18,147.9,268,236,w ext,4.9,44.92
70,13.8,4.51,141.18,304,452,w ext,6.92,42.35
71,14,4.5,135.99,320,432,w ext,5.19,39.64
72,14.2,2.68,129.05,304,488,w ext,7.17,38.52
73,14.4,1.62,120.74,296,504,w ext,8.38,37.71
74,14.6,0.49,113.36,288,440,w ext,7.46,38.38
75,14.8,0.17,105.83,292,452,w ext,7.54,39.4
76,15,0.64,97.17,288,516,w ext,8.67,41.06
