Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00072.trk,,,,,,,
Object,0,,,,,,,
Samples,189,,,,,,,
id,78,,,,,,,
trial,4,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:37.800,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00072.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,31:52.8,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,32:30.6,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,157.8,24.57,144,352,e ext,134.94,-
2,0.2,153.69,26.67,316,340,e ext,130.41,4.62
3,0.4,148.91,29.83,476,528,e ext,124.7,5.73
4,0.6,144.16,31.83,504,476,e ext,119.76,5.15
5,0.8,140.77,33.12,524,340,south,116.34,3.62
6,1,138.06,34.93,540,488,south,113.1,3.27
7,1.2,136.01,37.3,524,392,south,110,3.13
8,1.4,134.65,38.55,552,268,south,108.16,1.85
9,1.6,133.28,41.45,540,244,south,105.25,3.21
10,1.8,131.92,42.63,496,308,south,103.44,1.8
11,2,131.24,42.8,480,272,south,102.81,0.7
12,2.2,129.2,44.1,496,256,south,100.42,2.42
13,2.4,127.16,46.16,544,264,south,97.53,2.9
14,2.6,124.43,48.27,588,388,south,94.08,3.45
15,2.8,121.01,51.16,636,488,south,89.61,4.48
16,3,118.27,55.37,648,420,south,84.82,5.03
17,3.2,114.83,60.23,668,460,south,79.12,5.95
18,3.4,111.4,64.16,708,488,south,74.02,5.22
19,3.6,107.94,70.1,696,596,south,67.76,6.87
20,3.8,106.55,75.12,716,596,south,63.83,5.21
21,4,105.15,80.76,724,544,south,59.67,5.81
22,4.2,104.45,84.24,744,380,south,57.39,3.55
