Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00009.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,43,,,,,,,
trial,1,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00009.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,44:26.3,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,45:56.3,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,190.39,131.61,272,236,e ext,137.78,-
2,0.2,190.22,130.5,368,192,e ext,137.48,1.12
3,0.4,189.9,128.29,384,208,e ext,136.9,2.24
4,0.6,188.69,125.93,404,276,e ext,135.48,2.65
5,0.8,188.53,124.83,456,180,e ext,135.23,1.11
6,1,187.35,122.51,448,176,e ext,133.88,2.6
7,1.2,187.2,121.43,528,192,e ext,133.66,1.09
8,1.4,186.04,119.16,516,148,e ext,132.4,2.55
9,1.6,184.9,116.92,504,180,e ext,131.18,2.52
10,1.8,184.04,116.82,436,380,e ext,130.33,0.86
11,2,183.91,115.76,488,260,e ext,130.17,1.07
12,2.2,181.36,115.5,504,232,e ext,127.62,2.56
13,2.4,180.52,115.41,528,216,e ext,126.78,0.85
14,2.6,178.84,115.24,568,232,east,125.1,1.69
15,2.8,177.3,116.07,604,292,east,123.57,1.76
16,3,175.04,117.79,572,200,east,121.36,2.83
17,3.2,173.5,118.57,588,248,east,119.85,1.73
18,3.4,171.97,119.33,592,244,east,118.34,1.72
19,3.6,169.73,120.93,584,312,east,116.19,2.75
20,3.8,168.31,122.59,584,408,east,114.89,2.19
21,4,167.82,125.31,576,248,east,114.64,2.76
22,4.2,166.62,128.8,592,296,east,113.85,3.69
