Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00060.trk,,,,,,,
Object,0,,,,,,,
Samples,68,,,,,,,
id,65,,,,,,,
trial,4,,,,,,,
date,21:49.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:13.600,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00060.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,22:16.4,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,22:30.0,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,85.73,11.03,316,500,s ext,-,102.04
2,0.2,88.09,13.35,268,256,s ext,3.31,100.76
3,0.4,87.22,10.39,248,244,s ext,3.08,103.18
4,0.6,90.91,7.27,244,444,s ext,4.83,107.46
5,0.8,93.18,7.6,308,232,s ext,2.3,108.06
6,1,96.95,8.98,324,384,s ext,4.01,108.41
7,1.2,99.2,10.09,332,384,s ext,2.5,108.42
8,1.4,101.42,11.14,272,340,s ext,2.46,108.54
9,1.6,105.8,13.05,196,268,s ext,4.78,109.08
10,1.8,107.97,16.63,260,224,s ext,4.19,107.21
11,2,110.12,20.09,360,300,s ext,4.07,105.51
12,2.2,112.93,24.25,476,332,south,5.02,103.71
13,2.4,115,29.18,596,416,south,5.35,101.06
14,2.6,116.34,35.73,600,524,south,6.68,96.95
15,2.8,117.65,44.49,588,644,south,8.87,91.55
16,3,118.29,52.28,640,628,south,7.82,86.79
17,3.2,116.88,60.07,680,688,south,7.91,80.86
18,3.4,114.8,67.65,740,700,south,7.86,74.83
19,3.6,111.36,75.03,716,688,south,8.15,67.93
20,3.8,107.91,82.15,748,688,south,7.92,61.42
21,4,103.74,89.75,780,760,south,8.67,54.43
22,4.2,100.24,96.52,844,696,south,7.62,48.86
23,4.4,96.01,103.87,816,796,west,8.49,43.09
24,4.6,90.32,109.84,792,816,west,8.24,36.64
25,4.8,84.58,115.23,776,736,west,7.88,30.86
26,5,79.47,120.78,796,684,west,7.54,26.59
27,5.2,73.6,125.89,748,696,west,7.78,22.61
28,5.4,69.06,132.63,672,716,west,8.13,22.47
29,5.6,63.71,139.81,656,776,west,8.96,24.27
30,5.8,61.22,146.95,716,628,west,7.56,29.17
31,6,58.69,154.35,636,584,west,7.82,35.27
32,6.2,58.43,159.91,604,488,north,5.56,40.5
33,6.4,58.95,164.57,552,444,north,4.69,45.14
34,6.6,61.7,169.6,556,476,north,5.74,50.73
35,6.8,65.32,172.94,548,448,north,4.92,54.98
36,7,70.53,176.17,516,432,north,6.12,59.73
37,7.2,75.06,178.92,548,408,north,5.3,64.01
38,7.4,82.04,180.08,552,508,north,7.08,68.15
39,7.6,88.34,180.85,504,472,north,6.34,72.05
40,7.8,93.88,179.38,520,504,north,5.73,74.03
41,8,97.79,176.33,540,412,north,4.97,74
42,8.2,101.68,173.42,524,400,north,4.86,74.34
43,8.4,103.96,170.42,536,452,north,3.77,73.76
44,8.6,103.84,166.33,520,368,north,4.09,70.85
45,8.8,104.47,161.63,608,432,north,4.75,68.24
46,9,102.81,156.74,608,464,north,5.17,63.9
47,9.2,100.45,152.68,624,512,north,4.7,59.6
48,9.4,96.64,147.9,688,544,north,6.11,53.76
49,9.6,91.44,143.29,688,576,north,6.94,46.89
50,9.8,87.08,138.93,712,616,north,6.17,40.87
51,10,81.31,136.18,724,604,north,6.4,34.53
52,10.2,75.54,134.31,712,644,north,6.06,28.67
53,10.4,69.04,133.36,664,584,west,6.58,22.93
54,10.6,63.97,132.39,684,556,west,5.16,18.61
55,10.8,58.91,130,608,564,west,5.59,13.58
56,11,54.58,126.74,640,456,west,5.42,8.36
57,11.2,51.68,124.01,616,344,west,3.99,4.42
58,11.4,49.48,121.92,616,328,west,3.03,1.56
59,11.6,48,120.51,596,284,platform,2.05,0
60,11.8,46.51,119.08,632,252,platform,2.07,0
61,12,45.76,118.35,596,212,platform,1.04,0
62,12.2,45.77,117.56,600,164,platform,0.8,0
63,12.4,46.53,117.49,588,204,platform,0.76,0
64,12.6,45.77,117.56,604,120,platform,0.76,0
65,12.8,45.77,117.56,580,104,platform,0,0
66,13,45.78,116.76,628,136,platform,0.8,0
67,13.2,46.54,116.7,588,192,platform,0.76,0
68,13.4,45.77,117.56,596,160,platform,1.15,0
