Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00035.trk,,,,,,,
Object,0,,,,,,,
Samples,395,,,,,,,
id,60,,,,,,,
trial,3,,,,,,,
date,11:26.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:19.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00035.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,11:58.3,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,13:17.3,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,-,-,-,-,-,-,-
2,0.2,194.84,158.87,92,-,e ext,-,147.9
3,0.4,192.4,160.12,172,168,e ext,2.74,145.94
4,0.6,187.9,159.49,192,220,e ext,4.55,141.46
5,0.8,184.38,159.21,212,172,e ext,3.54,138.02
6,1,180.88,158.92,308,224,e ext,3.51,134.62
7,1.2,177.09,156.54,328,316,e ext,4.48,130.26
8,1.4,173.21,153.23,376,336,east,5.1,125.56
9,1.6,169.41,150.07,452,364,east,4.94,121.01
10,1.8,164.58,144.87,428,392,east,7.09,114.97
11,2,159.92,139.98,480,340,east,6.76,109.27
12,2.2,155.4,135.37,508,420,east,6.45,103.89
13,2.4,150.94,130.17,488,388,east,6.86,98.54
14,2.6,146.56,124.42,524,452,east,7.22,93.41
15,2.8,142.35,119,528,420,east,6.87,88.75
16,3,138.29,113.86,552,464,east,6.55,84.53
17,3.2,134.33,108.21,628,516,east,6.9,80.67
18,3.4,131.19,102.08,604,528,east,6.89,78.1
19,3.6,127.46,96.14,628,544,east,7.01,75.42
20,3.8,125.21,88.89,628,608,east,7.59,74.98
21,4,123.75,83.13,596,592,east,5.94,75.47
22,4.2,124.39,76.5,600,580,east,6.66,78.69
23,4.4,126.42,70.35,608,496,east,6.47,83.31
24,4.6,128.45,64.01,628,444,east,6.66,88.26
25,4.8,129.81,58.36,572,512,south,5.81,92.47
26,5,130.51,51.9,580,552,south,6.5,96.68
27,5.2,129.86,46.4,536,532,south,5.54,99.48
28,5.4,127.86,42.76,580,396,south,4.15,100.26
29,5.6,124.51,38.53,576,420,south,5.39,100.63
30,5.8,120.46,34.3,584,456,south,5.86,100.79
31,6,115.68,29.95,572,468,south,6.46,100.9
32,6.2,110.82,26.15,572,504,south,6.17,100.93
33,6.4,105.86,21.14,548,496,s ext,7.06,102.27
34,6.6,100.75,15.7,508,456,s ext,7.46,104.24
35,6.8,97.03,12.71,488,316,s ext,4.77,105.11
36,7,93.24,9.5,368,384,s ext,4.97,106.35
37,7.2,89.45,8.92,376,288,s ext,3.83,105.38
38,7.4,85.65,9.14,384,240,s ext,3.8,103.79
39,7.6,82.67,11.3,488,280,s ext,3.68,100.74
40,7.8,77.38,13.7,456,384,s ext,5.81,96.81
41,8,72.94,17.99,520,456,s ext,6.18,91.47
42,8.2,66.88,21.61,512,512,s ext,7.06,86.55
43,8.4,60.76,25.03,516,556,south,7.01,82.05
44,8.6,53.82,28.96,500,528,south,7.97,77.29
45,8.8,46.73,31.86,508,528,south,7.67,74.13
46,9,40.38,35.06,540,528,south,7.11,71.13
47,9.2,33.96,38.33,536,492,west,7.21,68.65
48,9.4,27.45,41.73,540,484,w ext,7.35,66.69
49,9.6,22.55,44.91,532,368,w ext,5.84,65.02
50,9.8,18.51,48.54,488,380,w ext,5.44,63.09
51,10,16.25,52.89,468,332,w ext,4.89,60.12
52,10.2,14.25,60.45,516,376,w ext,7.82,54.54
53,10.4,13.92,67.48,500,368,w ext,7.04,48.94
54,10.6,13.62,75.5,552,388,w ext,8.03,42.74
55,10.8,15.12,85.7,516,492,west,10.31,34.4
56,11,17.32,95.66,512,492,west,10.19,26.79
57,11.2,20.18,105.24,528,496,west,10,19.97
58,11.4,22.84,113.5,548,564,west,8.68,16.03
59,11.6,26.15,122.24,524,568,west,9.35,14.14
60,11.8,28.48,130.76,536,524,west,8.83,16.85
61,12,32.22,139.53,576,576,west,9.54,21.68
62,12.2,35.81,147.13,540,556,west,8.41,27.24
63,12.4,40.1,153.44,520,580,west,7.63,32.64
64,12.6,43.58,159.02,516,444,west,6.58,37.89
65,12.8,47.07,163.72,500,416,west,5.85,42.58
66,13,50.68,165.92,472,348,west,4.23,45.06
67,13.2,54.29,168.17,444,388,north,4.26,47.72
68,13.4,59.51,168.48,432,364,north,5.23,49.06
69,13.6,64.05,167.5,452,348,north,4.64,49.4
70,13.8,69.37,165.78,504,364,north,5.59,49.68
71,14,75.46,163.44,536,472,north,6.52,50.45
72,14.2,81.54,161.44,588,452,north,6.4,52.29
73,14.4,88.37,159.75,612,536,north,7.03,55.26
74,14.6,95.21,159.2,600,532,north,6.86,59.67
75,14.8,102.09,158.99,540,508,north,6.89,64.73
76,15,108.26,159,588,504,north,6.16,69.63
77,15.2,114.51,160.06,616,516,north,6.34,75.37
78,15.4,120.05,161.22,616,496,north,5.66,80.65
79,15.6,126.54,163.64,584,432,north,6.93,87.42
80,15.8,134,166.63,596,484,north,8.04,95.32
81,16,140.8,169.75,556,440,north,7.48,102.73
82,16.2,148.63,173.54,528,468,north,8.71,111.4
83,16.4,155.05,178,476,380,north,7.81,119.2
84,16.6,161.51,181.8,464,412,n ext,7.49,126.69
85,16.8,167.79,183.78,364,340,n ext,6.59,133.09
