Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00042.trk,,,,,,,
Object,0,,,,,,,
Samples,46,,,,,,,
id,59,,,,,,,
trial,2,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:09.200,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00042.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,27:24.1,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,27:33.3,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,85.61,8.18,244,220,s ext,104.67,-
2,0.2,86.42,9.29,344,340,s ext,103.91,1.38
3,0.4,87.15,8.49,324,212,s ext,104.92,1.08
4,0.6,87.19,9.45,436,144,s ext,104.05,0.95
5,0.8,87.19,9.45,384,124,s ext,104.05,0
6,1,88.72,9.73,404,172,s ext,104.35,1.56
7,1.2,89.48,9.86,408,180,s ext,104.52,0.77
8,1.4,87.92,8.64,280,240,s ext,105.06,1.98
9,1.6,89.42,7.97,216,136,s ext,106.25,1.64
10,1.8,97.84,16.43,292,508,s ext,102.19,11.94
11,2,97.88,18.24,440,212,s ext,100.62,1.81
12,2.2,98.64,20.08,536,176,s ext,99.38,1.99
13,2.4,100.13,22.81,560,224,south,97.79,3.11
14,2.6,100.88,25.46,516,260,south,95.94,2.75
15,2.8,100.91,28.04,488,420,south,93.78,2.58
16,3,100.92,28.9,552,328,south,93.08,0.85
17,3.2,100.21,29.72,572,180,south,92,1.09
18,3.4,98.79,31.35,596,328,south,89.86,2.16
19,3.6,98.09,32.99,612,288,south,88.1,1.79
20,3.8,97.4,35.45,644,208,south,85.68,2.55
21,4,96.72,37.88,660,232,south,83.27,2.52
22,4.2,95.32,41.04,664,308,south,79.87,3.45
23,4.4,93.93,44.15,708,324,south,76.51,3.41
24,4.6,91.83,48.72,696,380,south,71.55,5.03
25,4.8,89.74,53.96,680,416,south,66.05,5.64
26,5,88.35,57.65,724,420,south,62.25,3.94
27,5.2,86.26,62.72,764,488,south,56.93,5.48
28,5.4,83.44,68.37,792,516,south,50.75,6.32
29,5.6,81.32,72.57,772,484,south,46.16,4.7
30,5.8,77.75,77.32,764,560,south,40.22,5.95
31,6,73.42,82.02,744,548,west,33.85,6.38
32,6.2,69.07,86.76,780,596,west,27.42,6.44
33,6.4,65.41,92.37,756,592,west,20.77,6.7
34,6.6,60.97,98.08,776,620,west,13.57,7.23
35,6.8,57.97,103.25,748,500,west,7.83,5.97
36,7,54.95,107.03,680,476,west,3.25,4.84
37,7.2,52.68,109.37,668,356,platform,0,3.26
38,7.4,49.64,111.8,672,356,platform,0,3.9
39,7.6,48.87,112.62,672,168,platform,0,1.12
40,7.8,47.35,112.7,668,220,platform,0,1.52
41,8,47.35,112.7,708,344,platform,0,0
42,8.2,45.83,111.99,752,276,platform,0,1.68
43,8.4,45.07,111.23,712,184,platform,0,1.08
44,8.6,43.53,110.5,696,160,platform,0,1.7
45,8.8,43.53,110.5,700,148,platform,0,0
46,9,43.53,111.3,664,108,platform,0,0.81
