Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00041.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,59,,,,,,,
trial,1,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
23,4.4,168.79,139.53,576,344,east,117.85,3.9
24,4.6,170.04,142.7,548,420,east,119.74,3.4
25,4.8,171.59,147.9,512,348,east,122.52,5.44
26,5,171.44,152.63,504,336,east,123.7,4.73
27,5.2,169.69,157.74,532,364,east,123.66,5.4
28,5.4,168.96,164.13,496,380,east,125.3,6.43
29,5.6,167.04,168.11,520,320,east,125.14,4.42
30,5.8,165.86,171.4,532,284,east,125.48,3.5
31,6,164.66,174.68,512,284,east,125.92,3.49
32,6.2,162.56,177.54,456,400,n ext,125.44,3.55
33,6.4,160.3,179.36,492,340,n ext,124.39,2.91
34,6.6,155.47,180.96,500,352,north,121.12,5.09
35,6.8,149.62,181.2,536,412,north,116.33,5.85
36,7,143.81,181.54,544,400,north,111.68,5.82
37,7.2,138.9,182.32,548,388,north,108.13,4.97
38,7.4,133.23,183.81,572,424,north,104.55,5.86
39,7.6,128.43,185.72,544,412,north,102.1,5.17
40,7.8,124.47,188.02,556,372,north,100.74,4.58
41,8,119.64,190.17,548,376,n ext,98.83,5.29
42,8.2,116.49,192.93,456,372,n ext,98.75,4.18
43,8.4,113.32,195.78,428,300,n ext,98.89,4.26
44,8.6,110.93,197.98,336,260,n ext,99.17,3.25
45,8.8,109.33,199.48,236,172,n ext,99.39,2.2
46,9,108.43,198.35,232,140,n ext,97.93,1.45
47,9.2,106.72,197.99,220,212,n ext,96.63,1.74
48,9.4,104.23,198.45,240,188,n ext,95.53,2.54
49,9.6,103.38,198.3,244,140,n ext,94.93,0.86
50,9.8,102.58,199.1,196,112,n ext,95.13,1.13
51,10,102.62,200.04,160,76,n ext,95.93,0.94
52,10.2,102.62,200.04,164,44,n ext,95.93,0
53,10.4,103.46,200.19,148,48,n ext,96.53,0.86
54,10.6,104.36,201.29,96,100,n ext,97.94,1.42
55,10.8,104.36,201.29,172,124,n ext,97.94,0
56,11,103.5,201.14,168,68,n ext,97.34,0.86
57,11.2,106.92,201.79,188,100,n ext,99.82,3.47
58,11.4,113.82,203.44,204,200,n ext,105.26,7.1
59,11.6,116.3,202.22,280,220,n ext,105.79,2.76
60,11.8,118.78,201.04,372,188,n ext,106.42,2.74
61,12,121.17,198.95,404,200,n ext,106.36,3.18
62,12.2,123.38,194.99,412,328,n ext,104.91,4.54
63,12.4,124.71,190.82,420,296,n ext,102.86,4.37
64,12.6,125.01,184.61,428,328,north,98.81,6.22
65,12.8,125.32,178.54,516,336,north,95.09,6.07
66,13,124.83,172.37,560,396,north,90.9,6.19
67,13.2,124.36,166.37,584,504,north,87.07,6.02
68,13.4,121.54,159.94,588,516,north,81.22,7.02
69,13.6,117.32,154.28,620,536,north,74.63,7.07
70,13.8,111.68,147.94,656,524,north,66.58,8.48
71,14,106.99,142.12,676,580,north,59.74,7.47
72,14.2,100.99,136.52,716,592,north,51.94,8.21
73,14.4,95.15,131.26,712,612,north,44.56,7.86
74,14.6,89.41,126.95,772,636,north,37.74,7.17
75,14.8,83,123.5,756,656,north,30.63,7.28
76,15,76.63,119.45,744,604,west,23.55,7.55
77,15.2,70.24,115.42,716,604,west,16.56,7.56
78,15.4,64.5,112,692,560,west,10.73,6.68
79,15.6,57.92,108.49,724,600,west,4.93,7.46
80,15.8,51.2,104.77,684,608,west,2.46,7.68
81,16,44.3,101.59,684,584,west,4.58,7.6
82,16.2,37.2,98.99,644,544,west,9.79,7.56
83,16.4,30.67,95.29,616,532,west,16.62,7.5
84,16.6,23.95,92.2,616,504,west,23.49,7.39
85,16.8,17.06,89.81,564,500,west,30.28,7.3
86,17,9.94,87.2,512,444,w ext,37.55,7.58
87,17.2,7.19,85.9,464,240,w ext,40.55,3.04
88,17.4,5.39,85.72,404,196,w ext,42.16,1.82
89,17.6,6.22,84.76,444,352,w ext,42,1.28
90,17.8,6.22,84.76,468,288,w ext,42,0
91,18,6.09,82.64,452,280,w ext,43.35,2.12
92,18.2,4.88,78.25,476,264,w ext,47.02,4.55
93,18.4,5.39,73.02,496,444,w ext,50.16,5.25
94,18.6,5.61,64.56,476,444,w ext,56.28,8.47
95,18.8,6.69,56.31,484,432,w ext,62.23,8.32
96,19,8.55,47.3,484,480,w ext,68.72,9.2
97,19.2,11.41,39.84,496,508,w ext,73.95,7.99
98,19.4,15.18,32.93,480,528,w ext,78.81,7.88
99,19.6,19.84,26.6,488,504,w ext,83.29,7.85
100,19.8,24.46,20.47,520,536,s ext,88.08,7.68
101,20,29.27,16.61,444,548,s ext,90.86,6.17
102,20.2,34.06,12.83,500,512,s ext,93.88,6.1
103,20.4,41.48,10.37,484,568,s ext,95.72,7.82
104,20.6,48.03,8.46,492,568,s ext,97.52,6.82
105,20.8,55.34,6.79,464,508,s ext,99.51,7.5
106,21,61.79,5.55,504,464,s ext,101.46,6.56
107,21.2,69.78,4.65,484,508,s ext,103.74,8.04
108,21.4,76.88,4.04,512,500,s ext,105.97,7.13
109,21.6,83.16,4.76,476,460,s ext,107.09,6.32
110,21.8,87.78,4.8,368,388,s ext,108.6,4.62
111,22,101.34,6.45,280,648,s ext,112.64,13.66
112,22.2,105.02,7.48,504,344,s ext,113.49,3.82
113,22.4,111.51,8.15,496,456,s ext,116.25,6.53
114,22.6,118.59,8.17,500,468,s ext,120.13,7.07
115,22.8,125.54,7.56,460,440,s ext,124.63,6.98
116,23,130.33,7.99,420,400,s ext,127.19,4.81
117,23.2,133.7,9.61,368,372,s ext,128.06,3.74
118,23.4,136.38,10.44,412,356,s ext,129.17,2.81
119,23.6,137.03,12.04,416,404,s ext,128.4,1.73
120,23.8,138.35,13.36,496,328,s ext,128.31,1.86
121,24,142.36,14.39,540,468,s ext,130.31,4.14
122,24.2,146.34,17.18,496,420,s ext,131.17,4.86
123,24.4,150.35,19.88,508,412,e ext,132.26,4.83
124,24.6,153.71,21.93,504,364,e ext,133.44,3.94
125,24.8,158.49,24.2,460,428,e ext,135.7,5.29
126,25,163.35,26.47,440,364,e ext,138.2,5.37
127,25.2,167.62,29.17,504,440,e ext,140.12,5.05
128,25.4,171.31,33.38,432,448,e ext,140.87,5.59
129,25.6,173.74,40.51,444,476,e ext,139.19,7.53
130,25.8,177.09,48.52,436,408,e ext,138.33,8.69
131,26,180.58,55.76,436,408,e ext,138.44,8.04
132,26.2,184.27,63.31,416,388,e ext,139.1,8.4
133,26.4,188.27,72.32,432,408,e ext,140.15,9.85
134,26.6,192.66,82.9,388,428,e ext,141.95,11.46
135,26.8,194.54,91.91,424,388,e ext,142.25,9.2
136,27,196.69,102.22,388,460,e ext,143.27,10.54
137,27.2,197.94,111.51,404,384,e ext,144.17,9.38
138,27.4,199.3,120.89,388,408,e ext,145.72,9.47
139,27.6,199.11,131.18,404,464,e ext,146.38,10.29
140,27.8,198.78,140.18,368,428,e ext,147.39,9.01
141,28,197.95,151.14,352,448,e ext,148.86,11
142,28.2,197.71,159.94,376,336,e ext,150.95,8.8
143,28.4,197.07,166.3,336,288,e ext,152.32,6.39
144,28.6,196.43,172.6,312,320,e ext,153.94,6.34
145,28.8,195.36,176.48,380,292,e ext,154.42,4.02
146,29,192.55,180.54,360,436,e ext,153.5,4.94
147,29.2,190.92,186.14,376,360,e ext,154.5,5.83
148,29.4,188.07,189.96,392,344,e ext,153.77,4.77
149,29.6,186.97,193.58,372,276,e ext,154.6,3.79
150,29.8,184.1,197.25,372,312,e ext,154.03,4.66
151,30,181,199.68,364,344,n ext,152.72,3.94
152,30.2,176.9,201.5,356,296,n ext,150.27,4.48
153,30.4,173,204.41,372,320,n ext,148.71,4.87
154,30.6,168.11,206.73,384,308,n ext,146.14,5.42
155,30.8,164.95,209.02,344,280,n ext,145.06,3.89
156,31,160.82,210.76,316,276,n ext,142.98,4.49
157,31.2,154.43,209.32,344,372,n ext,137.21,6.55
158,31.4,150.78,208.44,348,268,n ext,133.91,3.75
159,31.6,142.51,205.41,400,348,n ext,125.79,8.81
160,31.8,137.13,203.98,392,296,n ext,120.94,5.57
161,32,130.01,202.05,392,392,n ext,114.59,7.37
162,32.2,121.25,199.92,440,408,n ext,107.14,9.02
163,32.4,115.23,199.08,460,340,n ext,102.66,6.08
164,32.6,106.68,197.05,432,444,n ext,95.85,8.79
165,32.8,98.32,196.62,416,432,n ext,90.71,8.37
166,33,92.54,196.98,432,376,n ext,88.03,5.79
167,33.2,86.79,196.75,336,368,n ext,85.13,5.75
168,33.4,80.27,198.73,284,316,n ext,84.29,6.81
169,33.6,73,199.42,316,328,n ext,82.54,7.3
170,33.8,67.45,198.49,348,376,n ext,80.1,5.63
171,34,61.18,198.09,316,312,n ext,78.36,6.29
172,34.2,56.58,196.67,304,340,n ext,76.27,4.81
173,34.4,52.02,195.47,364,364,n ext,74.59,4.71
174,34.6,46.84,192.92,376,452,n ext,71.77,5.78
175,34.8,42.41,191.18,388,420,n ext,70.07,4.76
176,35,37.33,188.07,360,420,w ext,67.37,5.95
177,35.2,32.91,186.57,404,372,w ext,66.43,4.67
178,35.4,29.31,183.8,372,392,w ext,64.39,4.54
179,35.6,27.19,181.19,416,316,w ext,62.36,3.36
180,35.8,24.33,178,420,412,w ext,60.13,4.29
181,36,22.22,174.38,416,468,w ext,57.46,4.19
182,36.2,19.32,170.12,424,392,w ext,54.73,5.15
183,36.4,15.55,166.1,444,396,w ext,53.04,5.51
184,36.6,12.57,159.59,436,400,w ext,49.15,7.16
185,36.8,9.44,153.86,452,432,w ext,46.68,6.53
186,37,7.05,145.58,416,404,w ext,42.79,8.62
187,37.2,5.37,139.91,428,324,w ext,40.94,5.91
188,37.4,4.47,132.87,436,328,w ext,38.26,7.09
189,37.6,3.5,125.74,464,420,w ext,36.82,7.2
190,37.8,2.44,118.51,444,420,w ext,36.6,7.31
191,38,2.15,110.03,476,424,w ext,36.86,8.49
192,38.2,1.77,101.49,452,456,w ext,38.71,8.55
193,38.4,2.21,92.92,440,460,w ext,41.28,8.58
194,38.6,1.81,86.44,456,368,w ext,44.83,6.5
195,38.8,2.43,82.19,416,400,w ext,46.58,4.29
196,39,3.04,77.97,364,348,w ext,48.62,4.26
197,39.2,4.72,76.1,356,384,w ext,48.56,2.52
198,39.4,5.48,74.1,388,376,w ext,49.36,2.14
199,39.6,5.97,68.89,504,348,w ext,52.75,5.23
200,39.8,6.35,62.6,488,440,w ext,57.35,6.3
201,40,8.36,54.66,456,424,w ext,62.61,8.19
202,40.2,10.43,47.93,492,380,w ext,67.24,7.05
203,40.4,12.35,40.2,504,388,w ext,73.23,7.97
204,40.6,15.18,32.93,480,440,w ext,78.81,7.8
205,40.8,17.97,25.77,452,364,w ext,84.64,7.68
206,41,23.53,20.03,484,456,s ext,88.71,7.99
207,41.2,28.47,17.25,488,484,s ext,90.38,5.67
208,41.4,34.17,13.9,480,536,s ext,92.81,6.61
209,41.6,39.91,11.62,464,440,s ext,94.55,6.18
210,41.8,45.5,8.28,472,456,s ext,97.72,6.51
211,42,51.04,4.87,456,392,s ext,101.18,6.5
212,42.2,56.79,4.46,444,348,s ext,101.96,5.77
213,42.4,62.47,3.86,460,424,s ext,103.23,5.71
214,42.6,69.78,4.65,480,556,s ext,103.74,7.35
215,42.8,76.93,5.02,504,528,s ext,105.03,7.16
216,43,83.16,4.76,488,448,s ext,107.09,6.23
217,43.2,87.78,4.8,344,336,s ext,108.6,4.62
218,43.4,100.57,4.51,212,556,s ext,114.02,12.79
219,43.6,102.8,5.55,376,260,s ext,114.11,2.46
220,43.8,105.72,5.58,436,340,s ext,115.49,2.93
221,44,109.35,6.41,432,404,s ext,116.59,3.72
222,44.2,110.8,8.2,420,348,s ext,115.82,2.3
223,44.4,112.23,9.95,336,348,s ext,115.12,2.26
224,44.6,112.94,11.73,404,372,s ext,114.03,1.92
225,44.8,113.65,13.49,372,296,s ext,112.96,1.9
226,45,115.05,13.32,456,308,s ext,113.88,1.42
227,45.2,117.16,13.03,516,404,s ext,115.31,2.13
228,45.4,121.34,13.19,536,436,s ext,117.6,4.18
229,45.6,124.09,13.48,484,332,s ext,119.03,2.77
230,45.8,127.52,13.49,536,364,s ext,121.14,3.43
231,46,130.23,14.51,532,316,s ext,122.08,2.89
232,46.2,133.61,15.2,464,380,s ext,123.76,3.45
233,46.4,136.97,15.77,500,308,s ext,125.6,3.41
234,46.6,140.95,18.72,452,360,s ext,126.24,4.96
235,46.8,144.94,21.55,520,380,s ext,127.14,4.89
236,47,149.63,23.97,476,428,e ext,129.01,5.28
237,47.2,154.37,27.28,468,456,e ext,130.56,5.78
238,47.4,159.2,30.59,492,448,e ext,132.42,5.86
239,47.6,164.82,31.65,464,412,e ext,136.41,5.72
240,47.8,169.85,33.1,388,404,e ext,139.81,5.24
241,48,172.08,35.05,404,336,e ext,140.61,2.97
242,48.2,174.39,38.1,368,268,e ext,140.98,3.82
243,48.4,176.75,41.21,416,264,e ext,141.46,3.91
244,48.6,179.98,45.16,416,304,e ext,142.43,5.09
245,48.8,181.85,50.94,356,308,e ext,141.56,6.08
246,49,183.73,55.76,352,268,e ext,141.34,5.17
247,49.2,185.85,62.86,352,280,e ext,140.73,7.41
248,49.4,187.98,69.01,384,304,e ext,140.81,6.51
249,49.6,189.61,77.68,404,316,e ext,140.09,8.83
250,49.8,191.24,85.36,376,308,e ext,140.09,7.85
251,50,192.97,93.15,392,288,e ext,140.52,7.98
252,50.2,193.65,98.81,372,276,e ext,140.54,5.7
253,50.4,194.67,106.76,364,264,e ext,141.01,8.02
254,50.6,195.29,111.33,376,276,e ext,141.52,4.61
255,50.8,195.77,114.77,384,248,e ext,142.02,3.47
256,51,194.48,118.01,404,348,e ext,140.79,3.49
257,51.2,193.52,123.45,408,452,e ext,140.1,5.52
258,51.4,190.62,127.34,392,400,e ext,137.53,4.86
259,51.6,186.83,130.88,412,348,e ext,134.16,5.18
260,51.8,182.18,134.02,468,400,e ext,129.99,5.61
261,52,176.54,135.71,512,380,east,124.71,5.89
262,52.2,170.95,137.25,544,408,east,119.5,5.8
263,52.4,165.53,139.62,536,416,east,114.68,5.91
264,52.6,159.2,140.69,536,488,east,108.73,6.42
265,52.8,153.03,142.57,560,472,east,103.21,6.45
266,53,146.8,143.5,564,460,east,97.46,6.3
267,53.2,140.7,145.27,592,500,east,92.18,6.35
268,53.4,134.69,147.83,612,468,north,87.41,6.54
269,53.6,127.83,149.41,624,540,north,81.7,7.04
270,53.8,121.77,151.25,640,512,north,77.05,6.33
271,54,114.21,153.71,660,612,north,71.68,7.96
272,54.2,108.15,155.86,660,536,north,67.75,6.43
273,54.4,101.31,158.13,636,560,north,63.58,7.2
274,54.6,95.22,160.75,604,536,north,60.75,6.63
275,54.8,89.11,164.45,624,628,north,59.31,7.14
276,55,85.26,168.44,564,540,north,60.1,5.55
277,55.2,82.12,173.41,528,596,north,62.43,5.87
278,55.4,80.5,178.47,492,436,north,66,5.32
279,55.6,79.63,184.48,476,408,n ext,70.97,6.08
280,55.8,79.56,189.73,436,320,n ext,75.72,5.25
281,56,79.53,192.41,328,220,n ext,78.16,2.67
282,56.2,79.52,193.31,340,124,n ext,78.98,0.9
283,56.4,79.52,193.31,312,124,n ext,78.98,0
284,56.6,78.73,192.46,268,148,n ext,77.9,1.16
285,56.8,78.71,194.26,292,216,n ext,79.56,1.8
286,57,78.69,195.17,256,92,n ext,80.4,0.91
287,57.2,79.49,196.03,200,96,n ext,81.49,1.17
288,57.4,78.66,197.91,168,144,n ext,82.95,2.06
289,57.6,80.27,199.66,100,108,n ext,85.15,2.37
290,57.8,92.59,199.77,72,172,n ext,90.49,12.32
291,58,94.23,198.97,160,96,n ext,90.59,1.83
292,58.2,96.68,197.35,256,144,n ext,90.46,2.93
293,58.4,99.12,195.8,320,200,n ext,90.47,2.89
294,58.6,101.46,191.57,388,324,n ext,88.33,4.83
295,58.8,102.95,187.32,456,324,n ext,85.85,4.5
296,59,103.54,181.29,456,384,north,81.49,6.06
297,59.2,104.1,174.58,572,468,north,76.83,6.73
298,59.4,103.88,167.96,544,484,north,72,6.63
299,59.6,103.68,160.74,592,480,north,67.06,7.22
300,59.8,101.98,153.58,672,560,north,61.37,7.36
301,60,99.61,145.87,652,580,north,55.16,8.06
302,60.2,98.07,138.49,676,584,north,50.13,7.54
303,60.4,95.87,131.29,756,624,north,45.25,7.53
304,60.6,93.74,124.26,732,632,north,41.26,7.34
305,60.8,90.24,117.33,752,740,north,36.65,7.77
306,61,86.78,110.46,788,756,west,33.06,7.69
307,61.2,82.6,104.94,744,668,west,29.7,6.93
308,61.4,77.69,98.61,720,640,west,27.03,8.01
309,61.6,73.43,92.81,720,648,west,26.45,7.2
310,61.8,67.6,86.64,692,628,west,26.6,8.48
311,62,61.61,81.58,692,624,west,27.66,7.84
312,62.2,55.41,75.31,636,584,west,31.63,8.81
313,62.4,48.99,69.33,616,540,west,36.69,8.77
314,62.6,42.3,62.79,600,528,west,43.34,9.36
315,62.8,35.31,55.61,576,536,west,51.41,10.02
316,63,28.84,48.02,540,492,west,60.26,9.98
317,63.2,23.97,41.45,532,384,w ext,67.89,8.18
318,63.4,19.93,35.88,460,368,w ext,74.42,6.88
319,63.6,19.71,33.75,428,360,w ext,76.51,2.14
320,63.8,20.41,31.99,432,380,w ext,77.97,1.89
321,64,21.92,29.56,448,312,w ext,79.87,2.86
322,64.2,24.11,25.42,508,324,w ext,83.33,4.69
323,64.4,27.21,21.74,520,340,s ext,86.22,4.81
324,64.6,31.1,17.48,472,400,s ext,89.69,5.77
325,64.8,34.17,13.9,432,360,s ext,92.81,4.72
326,65,36.65,13.07,384,272,s ext,93.36,2.62
327,65.2,40.91,13.09,448,464,s ext,93.04,4.25
328,65.4,44.43,14.7,476,500,s ext,91.32,3.87
329,65.6,50.3,15.34,536,476,s ext,90.69,5.91
330,65.8,56.07,15.81,528,464,s ext,90.59,5.79
331,66,62.51,15.44,492,476,s ext,91.79,6.44
332,66.2,68.83,14.84,532,456,s ext,93.57,6.36
333,66.4,75.06,13.98,552,500,s ext,95.9,6.29
334,66.6,80.38,11.68,528,464,s ext,99.64,5.79
335,66.8,84.88,8.97,448,472,s ext,103.67,5.25
336,67,87.15,8.49,396,348,s ext,104.92,2.32
337,67.2,88.69,8.78,324,296,s ext,105.22,1.56
338,67.4,89.48,9.86,356,248,s ext,104.52,1.34
339,67.6,89.48,9.86,296,156,s ext,104.52,0
340,67.8,92.45,8.45,232,240,s ext,106.99,3.29
341,68,91.58,4.51,136,208,s ext,110.27,4.04
342,68.2,93.18,7.6,328,224,s ext,108.06,3.49
343,68.4,90.82,4.38,168,184,s ext,110.09,4
344,68.6,96.23,9.85,144,312,s ext,107.31,7.69
345,68.8,93.94,7.7,256,168,s ext,108.27,3.14
346,69,96.25,10.78,112,176,s ext,106.48,3.85
347,69.2,96.27,11.71,136,40,s ext,105.65,0.93
348,69.4,93.96,8.65,336,224,s ext,107.42,3.84
349,69.6,90.08,5.22,192,240,s ext,109.04,5.18
350,69.8,92.43,7.5,384,216,s ext,107.85,3.27
351,70,91.67,7.39,392,120,s ext,107.65,0.77
352,70.2,90.15,7.14,424,160,s ext,107.29,1.54
353,70.4,87.82,5.77,384,176,s ext,107.7,2.71
354,70.6,86.27,5.46,332,260,s ext,107.45,1.57
355,70.8,86.27,5.46,348,128,s ext,107.45,0
356,71,85.54,6.26,348,232,s ext,106.45,1.09
357,71.2,84.8,7.05,336,204,s ext,105.45,1.08
358,71.4,84.84,8.01,352,184,s ext,104.56,0.96
359,71.6,83.29,7.66,376,184,s ext,104.37,1.59
360,71.8,81.68,6.32,456,216,s ext,105.14,2.1
361,72,80.94,7.09,508,268,s ext,104.18,1.07
362,72.2,77.83,7.21,476,392,s ext,103.17,3.11
363,72.4,73.15,7.72,524,384,s ext,101.48,4.71
364,72.6,67.59,7.76,512,420,s ext,100.27,5.56
365,72.8,61.94,7.56,476,404,s ext,99.49,5.65
366,73,56.2,7.16,492,360,s ext,99.22,5.76
367,73.2,52.86,6.69,504,340,s ext,99.45,3.37
368,73.4,48.71,6.79,468,340,s ext,99.2,4.15
369,73.6,46.38,8.69,444,296,s ext,97.3,3.01
370,73.8,44.72,8.91,480,268,s ext,97.1,1.67
371,74,43.15,10.17,468,276,s ext,95.88,2.01
372,74.2,43.35,12.24,444,272,s ext,93.79,2.09
373,74.4,43.55,14.31,476,376,s ext,91.73,2.07
374,74.6,42.09,16.59,464,436,s ext,89.49,2.71
375,74.8,40.81,20.91,464,496,s ext,85.23,4.5
376,75,39.52,25.2,472,344,s ext,81.03,4.48
377,75.2,38.32,30.47,500,356,s ext,75.88,5.4
378,75.4,37.96,36.03,472,332,south,70.38,5.58
379,75.6,38.44,41.83,468,324,west,64.56,5.82
380,75.8,38.87,47.52,456,324,west,58.86,5.7
381,76,40.04,52.43,484,332,west,53.86,5.04
382,76.2,41.11,56.32,464,316,west,49.89,4.03
383,76.4,42.98,60.33,504,328,west,45.75,4.42
384,76.6,45.64,65.27,508,332,west,40.73,5.62
385,76.8,47.37,68.18,552,308,west,37.81,3.38
386,77,49.88,71.98,496,296,west,34.1,4.56
387,77.2,51.53,74.71,536,248,west,31.54,3.19
388,77.4,53.94,77.49,568,280,west,29.23,3.67
389,77.6,56.3,80.18,536,384,west,27.09,3.58
390,77.8,57.84,81.15,556,284,west,26.61,1.82
391,78,60.87,82.26,620,312,west,26.72,3.23
392,78.2,64.61,82.65,604,352,west,28.21,3.76
393,78.4,67.58,82.95,624,388,west,29.62,2.98
394,78.6,70.5,81.75,676,396,west,32.26,3.16
395,78.8,75.59,80.03,688,492,south,36.77,5.37
396,79,79.91,77.52,688,480,south,41.52,4.99
397,79.2,84.9,75.05,664,480,south,46.77,5.57
398,79.4,89.86,71.81,672,488,south,52.58,5.92
399,79.6,94.78,68.48,704,520,south,58.45,5.94
400,79.8,100.36,65.03,660,532,south,64.9,6.56
401,80,105.91,61.37,668,544,south,71.48,6.65
402,80.2,111.42,57.44,648,532,south,78.22,6.77
403,80.4,115.56,51.79,632,584,south,85.05,7
404,80.6,119.69,45.82,596,556,south,92.12,7.26
405,80.8,121.78,39.86,596,512,south,97.74,6.32
406,81,123.89,31.98,548,488,south,104.83,8.16
407,81.2,126.01,25.5,544,412,s ext,111.02,6.82
408,81.4,128.13,18.76,516,460,s ext,117.48,7.07
409,81.6,129.56,13.8,452,312,s ext,122.19,5.16
410,81.8,129.59,11.95,412,232,s ext,123.64,1.85
411,82,130.29,10.8,344,180,s ext,124.97,1.34
412,82.2,129.62,10.09,380,108,s ext,125.1,0.98
413,82.4,128.24,10.52,356,128,s ext,123.92,1.44
414,82.6,127.56,10.72,284,176,s ext,123.33,0.72
415,82.8,126.87,10.92,328,180,s ext,122.76,0.71
416,83,126.19,10.18,396,124,s ext,122.93,1
417,83.2,125.5,10.36,404,184,s ext,122.36,0.71
418,83.4,122.05,11.2,392,252,s ext,119.63,3.56
419,83.6,119.95,12.55,456,232,s ext,117.31,2.49
420,83.8,116.45,14.95,404,252,s ext,113.32,4.25
421,84,112.94,18.08,444,344,s ext,108.75,4.7
422,84.2,110.82,21.8,468,328,s ext,104.49,4.28
423,84.4,108.01,27.17,496,356,south,98.48,6.06
424,84.6,105.91,32.31,544,368,south,93.06,5.56
425,84.8,103.11,38.12,568,440,south,86.73,6.44
426,85,99.6,42.08,588,412,south,81.45,5.3
427,85.2,96.79,45.93,548,352,south,76.69,4.77
428,85.4,93.98,48.89,536,420,south,72.63,4.09
429,85.6,91.13,50.22,588,396,south,69.92,3.14
430,85.8,87.54,50.62,628,520,south,67.59,3.61
431,86,84.64,50.26,628,448,south,66.3,2.93
432,86.2,81.69,49.03,592,388,south,65.84,3.19
433,86.4,79.43,47.05,616,328,south,66.51,3
434,86.6,75.61,43.88,632,456,south,67.78,4.97
435,86.8,72.48,40.69,604,324,south,69.63,4.47
436,87,70.13,39.28,548,304,south,70.23,2.74
437,87.2,67.76,37.81,524,304,south,70.98,2.79
438,87.4,64.57,36.05,560,404,south,71.94,3.64
439,87.6,62.24,36.23,500,468,south,71.3,2.34
440,87.8,60.8,38.42,484,336,south,68.88,2.62
441,88,60.99,41.93,476,288,south,65.47,3.52
442,88.2,61.96,45.61,512,292,south,62.04,3.81
443,88.4,64.49,50.44,552,344,south,57.94,5.45
444,88.6,67.75,56.04,560,400,south,53.58,6.48
445,88.8,70.91,61.38,636,476,south,49.89,6.2
446,89,73.96,65.72,640,444,south,47.53,5.31
447,89.2,77.69,70.71,652,460,south,45.42,6.23
448,89.4,81.33,75.48,652,448,south,43.99,6
449,89.6,84.2,80.71,652,472,south,42.41,5.97
450,89.8,87.02,85.1,680,508,south,42.02,5.21
