Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00072.trk,,,,,,,
Object,0,,,,,,,
Samples,66,,,,,,,
id,78,,,,,,,
trial,4,,,,,,,
date,10:52.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:13.200,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00072.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,11:24.4,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,11:37.6,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,190.32,158.28,180,168,e ext,-,143.4
2,0.2,187.53,157.26,300,264,e ext,2.98,140.43
3,0.4,184.58,155.17,324,304,e ext,3.61,137
4,0.6,182.41,152.38,340,296,e ext,3.54,134.14
5,0.8,180.27,149.66,396,240,e ext,3.46,131.36
6,1,177.86,144.93,408,268,east,5.3,127.87
7,1.2,177.11,139.79,444,284,east,5.2,126.05
8,1.4,175.4,133.49,464,308,east,6.53,123.22
9,1.6,174.74,128.47,508,308,east,5.06,121.86
10,1.8,173.39,124.36,476,248,east,4.33,120.1
11,2,172.32,122.26,488,252,east,2.35,118.86
12,2.2,170.11,117.2,408,304,east,5.53,116.4
13,2.4,166.56,114.01,508,300,east,4.77,112.8
14,2.6,162.93,109.14,516,352,east,6.07,109.21
15,2.8,157.12,104.42,512,460,east,7.49,103.65
16,3,152.9,98.36,524,476,platform reversal,7.39,100.11
17,3.2,148.16,93.45,580,504,platform reversal,6.82,96.26
18,3.4,143.52,87.21,520,516,east,7.78,93.06
19,3.6,140.51,82.68,544,384,east,5.44,91.42
20,3.8,138.31,79.75,512,352,east,3.66,90.29
21,4,136.11,74.54,492,436,east,5.66,90.17
22,4.2,135.35,69.96,500,368,east,4.64,91.41
23,4.4,134.62,66.16,572,392,east,3.87,92.52
24,4.6,134.59,61.43,568,412,east,4.73,94.85
25,4.8,134.58,56.65,544,360,east,4.78,97.4
26,5,133.22,52.93,524,428,east,3.96,98.32
27,5.2,131.87,50.81,476,408,south,2.51,98.42
28,5.4,129.84,50.44,500,304,south,2.07,97
29,5.6,126.45,51.09,504,308,south,3.45,93.9
30,5.8,122.37,52.53,564,340,south,4.33,89.79
31,6,117.59,55.44,620,456,south,5.59,84.24
32,6.2,112.1,58.91,640,524,south,6.49,77.8
33,6.4,105.91,61.37,664,520,south,6.67,71.48
34,6.6,100.36,63.57,668,540,south,5.96,65.88
35,6.8,93.37,65.49,632,596,south,7.25,59.52
36,7,87,67.23,644,556,south,6.6,53.91
37,7.2,81.28,68.15,556,488,south,5.8,49.6
38,7.4,77.65,67.73,584,380,south,3.65,47.87
39,7.6,72.53,67.8,548,452,south,5.12,45.01
40,7.8,66.56,66.88,592,484,south,6.04,43.08
41,8,60.48,65.81,572,460,south,6.17,42.05
42,8.2,55.06,64.75,572,416,west,5.53,41.94
43,8.4,50.33,63.75,528,388,west,4.84,42.33
44,8.6,46.37,63.72,488,336,west,3.96,42.27
45,8.8,42.35,63.67,424,312,west,4.01,42.46
46,9,38.34,64.51,516,380,west,4.1,42.11
47,9.2,34.34,66.29,544,332,west,4.38,41.2
48,9.4,31.14,68.32,516,292,west,3.79,40.1
49,9.6,30.46,70.93,500,392,west,2.7,37.85
50,9.8,28.98,74.33,516,424,west,3.7,35.27
51,10,29.26,79.87,532,320,west,5.55,30.17
52,10.2,30.37,86.34,564,384,west,6.57,24.04
53,10.4,33.04,92.77,528,460,west,6.96,17.24
54,10.6,35.62,99.81,548,476,west,7.49,10.04
55,10.8,38.06,104.06,560,428,west,4.9,5.16
56,11,38.87,109.05,552,368,west,5.06,1.41
57,11.2,38.87,112.38,496,280,west,3.32,0.39
58,11.4,39.65,113.16,408,320,platform,1.1,0
59,11.6,39.65,112.33,376,152,platform,0.83,0
60,11.8,41.21,112.24,500,188,platform,1.56,0
61,12,42.76,112.15,552,180,platform,1.55,0
62,12.2,42.75,112.96,540,100,platform,0.81,0
63,12.4,41.98,113.01,544,84,platform,0.77,0
64,12.6,42.75,112.96,576,104,platform,0.77,0
65,12.8,42.75,112.96,544,112,platform,0,0
66,13,42.75,112.96,564,100,platform,0,0
