Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00044.trk,,,,,,,
Object,0,,,,,,,
Samples,55,,,,,,,
id,59,,,,,,,
trial,4,,,,,,,
date,43:32.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:11.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00044.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,44:03.0,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,44:14.0,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,186.05,153.62,320,272,e ext,-,137.98
2,0.2,183.88,150.83,388,228,e ext,3.54,135.14
3,0.4,182.47,147.32,432,300,e ext,3.78,132.91
4,0.6,181.09,143.87,416,256,e ext,3.71,130.78
5,0.8,180.46,139.67,388,236,e ext,4.25,129.31
6,1,180.73,135.71,428,248,e ext,3.97,128.84
7,1.2,181.01,131.73,416,276,e ext,3.99,128.5
8,1.4,180.72,129.64,424,232,e ext,2.1,127.94
9,1.6,180.3,126.53,340,260,e ext,3.14,127.17
10,1.8,178.18,123.17,384,260,east,3.97,124.78
11,2,175.28,119.78,484,268,east,4.46,121.68
12,2.2,171.52,115.45,520,340,east,5.73,117.78
13,2.4,166.09,109.34,556,468,east,8.17,112.36
14,2.6,160.04,102.75,584,524,east,8.95,106.71
15,2.8,153.47,95.8,592,592,platform reversal,9.56,101.07
16,3,147.95,89.35,612,596,east,8.5,96.87
17,3.2,141.24,83.4,592,644,east,8.96,91.9
18,3.4,134.77,77.79,672,672,east,8.56,87.68
19,3.6,127.8,72.46,648,680,east,8.78,83.54
20,3.8,121.63,67.11,652,708,south,8.17,80.84
21,4,115.51,61.68,656,636,south,8.18,78.8
22,4.2,109.37,56.03,664,640,south,8.34,77.61
23,4.4,103.15,50.81,628,620,south,8.13,76.91
24,4.6,96.79,45.14,624,612,south,8.52,77.32
25,4.8,90.97,39.01,652,596,south,8.46,79.19
26,5,84.17,31.31,620,632,south,10.27,82.74
27,5.2,78.66,24.94,672,604,south,8.42,86.55
28,5.4,72.84,16.11,592,592,s ext,10.57,93.26
29,5.6,68.53,10.01,492,420,s ext,7.47,98.24
30,5.8,66.83,8.45,436,304,s ext,2.31,99.45
31,6,66.01,8.15,412,288,s ext,0.87,99.59
32,6.2,64.43,8.53,368,356,s ext,1.63,98.94
33,6.4,63.81,11.18,384,344,s ext,2.72,96.22
34,6.6,61.82,17.07,408,408,s ext,6.22,90.07
35,6.8,60.64,23.15,468,388,south,6.19,83.88
36,7,59.56,30.95,556,432,south,7.88,76.01
37,7.2,57.64,38.32,592,492,south,7.62,68.43
38,7.4,57.39,47.77,580,596,south,9.45,59.06
39,7.6,56.28,56.76,596,592,south,9.05,50.02
40,7.8,55.9,66.55,636,592,west,9.8,40.34
41,8,54.64,75.2,616,620,west,8.74,31.61
42,8.2,54.09,84.64,612,652,west,9.46,22.23
43,8.4,51.91,92.31,612,568,west,7.97,14.28
44,8.6,49.67,99.28,604,584,west,7.32,7.07
45,8.8,47.39,104.79,588,456,west,5.97,1.19
46,9,45.85,108,624,316,platform,3.56,0
47,9.2,45.84,111.19,580,412,platform,3.19,0
48,9.4,47.36,111.91,588,384,platform,1.68,0
49,9.6,46.59,112.74,620,184,platform,1.13,0
50,9.8,47.36,111.91,552,284,platform,1.13,0
51,10,48.87,112.62,608,320,platform,1.67,0
52,10.2,49.62,113.36,588,140,platform,1.05,0
53,10.4,48.87,112.62,552,140,platform,1.05,0
54,10.6,48.11,112.66,572,212,platform,0.76,0
55,10.8,48.1,113.45,556,168,platform,0.79,0
