Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00058.trk,,,,,,,
Object,0,,,,,,,
Samples,98,,,,,,,
id,65,,,,,,,
trial,2,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:19.600,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00058.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,01:25.1,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,01:44.7,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,88.87,14.41,88,196,s ext,100.1,-
2,0.2,88.84,13.48,72,72,s ext,100.94,0.93
3,0.4,-,-,-,-,-,-,-
4,0.6,98.51,12.83,248,-,s ext,105.68,-
5,0.8,100.75,15.7,412,324,s ext,104.24,3.65
6,1,103.69,19.37,488,348,s ext,102.58,4.71
7,1.2,108,23.71,500,428,south,101.32,6.11
8,1.4,111.52,29.52,520,444,south,98.65,6.79
9,1.6,114.28,34.3,572,452,south,96.66,5.52
10,1.8,118.36,41.19,588,536,south,94.38,8
11,2,121.05,46.42,612,448,south,92.72,5.88
12,2.2,124.4,52.22,616,508,south,91.59,6.7
13,2.4,127.09,58.82,644,556,south,89.95,7.12
14,2.6,129.14,65.45,628,600,east,88.1,6.94
15,2.8,129.86,72.23,644,600,east,85.48,6.82
16,3,129.94,79.77,668,592,east,82.46,7.54
17,3.2,128.66,86.55,700,608,east,78.96,6.91
18,3.4,127.41,93.95,712,620,east,75.82,7.5
19,3.6,124.04,100.46,716,612,east,71.27,7.34
20,3.8,121.36,106.82,756,640,east,67.81,6.9
21,4,117.23,112.98,788,672,east,63.46,7.42
22,4.2,113.77,118.38,812,648,east,60.18,6.42
23,4.4,110.3,125.16,784,644,north,57.66,7.61
