Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00019.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,50,,,,,,,
trial,3,,,,,,,
date,06:26.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00019.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,06:59.2,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,08:29.2,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,82.74,70.51,724,884,south,-,48.65
2,0.2,84.2,80.71,720,868,south,10.31,42.41
3,0.4,86.29,89.93,740,924,south,9.45,38.77
4,0.6,90.44,98.3,708,840,west,9.35,38.98
5,0.8,96,104.55,664,740,west,8.37,42.95
6,1,101.61,110.15,684,692,north,7.92,47.89
7,1.2,105.87,115.8,684,704,north,7.08,52.16
8,1.4,110.25,122.34,708,720,north,7.86,57.12
9,1.6,113.97,126.92,680,556,north,5.9,61.61
10,1.8,118.51,131.05,668,564,north,6.14,66.92
11,2,123.84,134.02,624,596,north,6.11,72.81
12,2.2,130.78,136.73,584,584,north,7.44,80.2
13,2.4,137.88,139.74,616,568,east,7.72,87.86
14,2.6,146.89,144.37,588,660,east,10.12,97.8
15,2.8,155.31,148.44,560,596,east,9.35,107.05
16,3,164.76,152.29,504,640,east,10.21,117.23
17,3.2,175.14,154.86,540,628,east,10.69,127.89
18,3.4,184.4,154.08,488,588,e ext,9.3,136.52
19,3.6,193.1,153.92,412,572,e ext,8.7,144.85
20,3.8,199.53,155.02,244,352,e ext,6.52,151.35
21,4,201.14,158.97,184,212,e ext,4.26,153.96
22,4.2,199.86,161.86,160,192,e ext,3.16,153.57
23,4.4,197.92,161.12,80,160,e ext,2.07,151.5
24,4.6,193.55,161.64,128,200,e ext,4.4,147.5
25,4.8,190.71,160.55,248,248,e ext,3.04,144.46
26,5,186.42,161.01,356,404,e ext,4.32,140.53
27,5.2,182.88,165.78,436,448,e ext,5.94,138.83
28,5.4,178.94,173.19,416,484,e ext,8.39,138.07
29,5.6,177.41,184.52,432,544,e ext,11.43,141.81
30,5.8,177.85,196.91,372,572,n ext,12.39,148.57
31,6,177.32,203.79,224,388,n ext,6.9,151.9
32,6.2,174.39,207.25,144,272,n ext,4.53,151.49
33,6.4,168.51,203.93,152,264,n ext,6.75,144.79
34,6.6,159.9,199.32,228,364,n ext,9.77,135.12
35,6.8,153.36,196.05,340,360,n ext,7.31,127.93
36,7,144.36,192.85,456,532,n ext,9.55,118.88
37,7.2,133.82,189.46,408,584,n ext,11.08,108.62
38,7.4,121.06,186.98,444,716,north,13,97.56
39,7.6,111.98,187.28,460,624,north,9.09,91.52
40,7.8,104.71,190.29,392,596,n ext,7.87,89.28
41,8,99.12,195.8,276,484,n ext,7.85,90.47
42,8.2,95.9,199.13,96,244,n ext,4.63,91.57
43,8.4,93.4,198.9,132,132,n ext,2.51,90.12
44,8.6,90.9,197.8,136,100,n ext,2.73,87.95
45,8.8,89.24,195.89,184,152,n ext,2.54,85.48
46,9,84.35,191.32,280,328,n ext,6.69,79.18
47,9.2,79.57,188.85,380,348,n ext,5.38,74.91
48,9.4,73.28,187.71,368,436,n ext,6.39,71.5
49,9.6,66.22,188.87,332,452,n ext,7.15,70.5
50,9.8,59.85,193.03,244,384,n ext,7.61,73.15
51,10,55.15,194.42,152,276,n ext,4.9,73.86
52,10.2,54.76,187.46,228,356,n ext,6.97,66.9
53,10.4,53.46,183.53,268,264,n ext,4.14,62.86
54,10.6,51.59,176.45,312,396,north,7.32,55.63
55,10.8,49.69,170.35,440,392,west,6.39,49.37
56,11,47.07,163.72,512,560,west,7.13,42.58
57,11.2,42.27,155.29,488,688,west,9.7,34.25
58,11.4,37.29,148.4,512,704,west,8.5,28.11
59,11.6,31.36,142.34,528,672,west,8.48,24.54
60,11.8,25.16,138.61,552,640,west,7.23,24.84
61,12,17.11,136.89,476,580,w ext,8.23,29.52
62,12.2,12.14,135.17,412,360,w ext,5.25,32.68
63,12.4,8.76,132.95,272,356,w ext,4.05,34.44
64,12.6,7.89,130.09,240,200,w ext,2.99,34.01
65,12.8,6.93,123.11,256,288,w ext,7.05,32.9
66,13,7.71,118.91,344,272,w ext,4.28,31.41
67,13.2,8.48,114.74,304,304,w ext,4.23,30.39
68,13.4,10.86,107.5,340,364,w ext,7.63,28.58
69,13.6,12.3,99.46,456,444,w ext,8.17,29.37
70,13.8,13.68,91.54,512,480,w ext,8.04,32.04
71,14,13,79.44,488,600,w ext,12.12,40.25
72,14.2,10.47,68.78,508,516,w ext,10.95,49.94
73,14.4,6.9,58.49,440,524,w ext,10.89,60.34
74,14.6,7.32,53.29,312,392,w ext,5.22,64.32
75,14.8,11.87,53.61,288,432,w ext,4.56,61.61
76,15,17.25,54.2,368,464,w ext,5.41,58.49
