Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00068.trk,,,,,,,
Object,0,,,,,,,
Samples,131,,,,,,,
id,71,,,,,,,
trial,4,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:26.200,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00068.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,24:34.2,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,25:00.4,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,166.76,51.5,392,316,e ext,127.77,-
2,0.2,164.01,56.32,432,368,e ext,123.15,5.55
3,0.4,161.2,59.08,444,340,east,119.41,3.94
4,0.6,156.97,62.12,412,344,east,114.29,5.21
5,0.8,153.44,63.91,440,308,east,110.34,3.96
6,1,149.19,64.07,476,372,east,106.43,4.25
7,1.2,144.97,63.34,528,356,east,102.98,4.28
8,1.4,140.79,62.6,508,380,east,99.64,4.24
9,1.6,137.33,60.9,540,328,east,97.47,3.86
10,1.8,133.9,59.18,572,352,east,95.45,3.83
11,2,131.18,57.33,556,392,east,94.18,3.3
12,2.2,128.46,55.46,596,360,south,92.96,3.29
13,2.4,126.44,52.67,600,316,south,92.94,3.45
14,2.6,124.41,50.65,580,268,south,92.57,2.86
15,2.8,123.07,48.49,548,304,south,92.89,2.54
16,3,122.41,46.21,488,428,south,93.88,2.37
17,3.2,123.11,43.69,456,408,south,96.08,2.62
18,3.4,123.79,42.76,464,408,south,97.22,1.16
19,3.6,125.84,41.55,476,340,south,99.54,2.37
20,3.8,126.52,41.41,516,280,south,100.14,0.69
21,4,128.54,42.61,532,272,south,100.87,2.35
22,4.2,129.89,43.13,528,220,south,101.57,1.44
