87,1,43,1,50,1
88,2,44,2,51,3
90,2,49,1,52,2
91,1,50,2,53,4
93,1,52,1,55,3
95,1,53,2,56,3
98,2,57,1,57,2
99,1,58,2,58,4
100,2,59,1,61,1
101,1,60,2,62,3
103,1,65,1,63,2
104,2,67,2,64,4
106,2,71,2,67,1
108,2,76,2,68,3
113,2,78,2,69,2
114,1,82,1,71,1
115,1,83,2,72,4
118,2,,,73,2
121,1,,,74,3
122,2,,,75,1
,,,,76,4
,,,,81,2
,,,,82,3
,,,,83,1
,,,,84,4
,,,,90,1
,,,,91,3
,,,,92,2
,,,,94,1
,,,,95,3
,,,,96,2
,,,,97,4
,,,,100,1
,,,,102,2
,,,,103,4
,,,,106,3
,,,,107,2
,,,,108,4
,,,,111,1
,,,,113,4
