Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00054.trk,,,,,,,
Object,0,,,,,,,
Samples,158,,,,,,,
id,76,,,,,,,
trial,2,,,,,,,
date,08:18.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:31.600,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00054.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,08:45.9,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,09:17.5,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,174.65,59.83,328,380,e ext,-,131.38
2,0.2,173.5,66.28,396,316,e ext,6.54,127.96
3,0.4,172.31,71.58,444,336,e ext,5.44,125.09
4,0.6,168.84,77.16,488,380,east,6.57,120.14
5,0.8,164.69,83.45,508,436,east,7.54,114.51
6,1,160.55,89.34,580,472,east,7.2,109.2
7,1.2,155.66,94.88,600,540,east,7.39,103.38
8,1.4,150.77,100.04,632,560,platform reversal,7.11,97.78
9,1.6,144.44,105.61,680,696,platform reversal,8.42,90.92
10,1.8,138.07,109.97,716,644,east,7.73,84.33
11,2,130.89,112.49,724,736,east,7.61,77.12
12,2.2,123.02,114.82,760,708,east,8.21,69.28
13,2.4,115.88,116.42,752,712,east,7.32,62.18
14,2.6,108.74,117.35,760,640,north,7.2,55.09
15,2.8,102.33,119.76,788,628,north,6.85,48.93
16,3,95.9,122.25,780,656,north,6.9,42.97
17,3.2,90.15,124.88,804,608,north,6.32,37.9
18,3.4,85.07,128.34,728,580,north,6.15,34.1
19,3.6,79.92,133.39,756,588,north,7.21,31.85
20,3.8,76.87,139.27,720,604,north,6.62,32.71
21,4,75.24,145.22,612,588,north,6.17,35.68
22,4.2,75.09,150.43,616,492,north,5.22,39.62
23,4.4,76.42,155.61,680,432,north,5.35,44.55
24,4.6,78.54,160.84,636,516,north,5.64,50
25,4.8,79.94,166.25,636,528,north,5.59,55.23
26,5,79.83,171.89,608,468,north,5.64,59.95
27,5.2,80.52,176.79,560,424,north,4.95,64.54
28,5.4,80.46,181.01,436,332,north,4.21,68.22
29,5.6,80.42,184.44,360,340,north,3.43,71.27
30,5.8,85.16,186.01,312,400,n ext,5,74.85
31,6,89.15,185.17,340,292,north,4.08,76.14
32,6.2,93.14,183.62,436,328,north,4.28,77.03
33,6.4,99.52,181.61,500,464,north,6.69,79.23
34,6.6,105.91,179.95,588,560,north,6.6,82.01
35,6.8,113.85,177.24,612,656,north,8.39,85.61
36,7,121.85,175.81,544,628,north,8.13,90.67
37,7.2,128.3,175.12,536,512,north,6.48,95.32
38,7.4,134.6,172.83,568,512,north,6.71,99.17
39,7.6,140.05,170.35,516,500,north,5.98,102.42
40,7.8,142.74,165.21,544,492,north,5.8,102.12
41,8,144.46,158.91,540,508,north,6.54,100.78
