Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00065.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,71,,,,,,,
trial,1,,,,,,,
date,51:26.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00065.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,53:33.3,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,55:03.3,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,89.63,14.53,232,532,s ext,-,100.28
2,0.2,89.66,15.46,236,148,s ext,0.92,99.45
3,0.4,83.29,7.66,160,380,s ext,10.07,104.37
4,0.6,84.92,9.92,292,244,s ext,2.79,102.79
5,0.8,85.69,10.09,400,236,s ext,0.79,102.91
6,1,86.56,13.06,512,408,s ext,3.1,100.45
7,1.2,86.66,15.85,512,256,s ext,2.79,97.91
8,1.4,87.42,15.99,508,220,s ext,0.77,98.07
9,1.6,87.45,16.91,516,256,s ext,0.92,97.24
10,1.8,88.24,17.95,496,244,s ext,1.31,96.59
11,2,88.93,16.25,360,424,s ext,1.84,98.43
12,2.2,88.29,19.76,404,340,s ext,3.57,94.96
13,2.4,89.04,19.89,496,372,s ext,0.76,95.16
14,2.6,88.99,18.08,500,636,s ext,1.81,96.78
15,2.8,87.39,15.07,584,292,s ext,3.41,98.91
16,3,84.22,11.65,576,368,s ext,4.66,100.93
17,3.2,80.2,7.85,544,392,s ext,5.53,103.23
18,3.4,77.83,7.21,408,504,s ext,2.46,103.17
19,3.6,81.16,11.88,184,384,s ext,5.73,99.7
20,3.8,78.82,11.28,112,144,s ext,2.42,99.55
21,4,66.42,2.44,184,296,s ext,15.22,105.27
22,4.2,62.39,2.84,276,340,s ext,4.04,104.23
23,4.4,64.29,6.53,480,572,s ext,4.15,100.88
24,4.6,53.45,3.97,184,536,s ext,11.14,102.19
25,4.8,54.49,6.42,368,400,s ext,2.66,99.82
26,5,50.45,7.58,416,416,s ext,4.2,98.45
27,5.2,44.72,8.91,404,540,s ext,5.88,97.1
28,5.4,40.7,11,488,460,s ext,4.53,95.13
29,5.6,35.75,12.64,484,500,s ext,5.21,93.88
30,5.8,31.67,14.72,440,492,s ext,4.58,92.33
31,6,30.19,17.05,488,440,s ext,2.76,90.27
32,6.2,26.07,19.17,452,436,s ext,4.64,88.98
33,6.4,22.96,22.85,468,424,w ext,4.82,86.09
34,6.6,20.88,28.09,500,464,w ext,5.64,81.57
35,6.8,18.79,33.37,516,472,w ext,5.68,77.16
36,7,16.07,41.58,564,616,w ext,8.64,70.45
37,7.2,11.46,49.32,524,648,w ext,9.01,65.52
38,7.4,8.46,55.75,484,568,w ext,7.1,61.66
39,7.6,7.09,60.67,456,556,w ext,5.1,58.47
40,7.8,4.77,65.43,368,512,w ext,5.3,56.14
41,8,2.96,76.89,196,484,w ext,11.6,49.37
42,8.2,5.64,76.25,348,344,w ext,2.75,47.78
43,8.4,6.92,81.7,432,564,w ext,5.6,43.26
44,8.6,10.06,89.26,520,552,w ext,8.18,36.33
45,8.8,13.95,97.5,564,636,w ext,9.12,28.74
46,9,18.55,107.19,548,736,west,10.72,21.08
47,9.2,23.69,116.19,540,728,west,10.36,15.23
48,9.4,27.74,125.58,608,812,west,10.23,14.38
49,9.6,29.99,134.84,588,732,west,9.53,18.89
50,9.8,30.49,145.18,556,664,west,10.35,27.44
51,10,30.04,156.69,540,608,west,11.52,38.14
52,10.2,28.78,166.92,496,564,w ext,10.3,48.22
53,10.4,26.69,176.86,412,508,w ext,10.16,58.34
54,10.6,28.76,180.42,328,444,w ext,4.12,61.23
55,10.8,30.21,181.54,236,356,w ext,1.83,61.99
56,11,35.06,188.24,88,292,w ext,8.27,67.79
57,11.2,38.17,186.8,248,304,w ext,3.43,66.01
58,11.4,42.82,184.8,324,484,n ext,5.06,63.67
59,11.6,50.43,183.67,436,520,n ext,7.69,62.7
60,11.8,57.27,183.25,420,472,n ext,6.85,63.07
61,12,64.98,181.36,440,460,n ext,7.94,62.93
62,12.2,72.78,177.52,468,500,north,8.7,61.82
63,12.4,79.03,173.58,496,492,north,7.39,61.01
64,12.6,86.03,167.63,580,620,north,9.19,59.93
65,12.8,92.17,162.17,588,584,north,8.22,59.62
66,13,97.44,153.96,636,720,north,9.75,57.95
67,13.2,102.6,146.12,628,720,north,9.39,57.82
68,13.4,107.65,138.53,684,736,north,9.12,58.86
69,13.6,113.36,131.17,732,784,north,9.31,61.94
70,13.8,119,124.56,696,836,north,8.69,66.12
71,14,126.07,118.73,752,864,east,9.16,72.48
72,14.2,133.94,115,760,760,east,8.7,80.2
73,14.4,141.87,111.81,628,748,east,8.55,88.1
74,14.6,148.51,110.71,588,648,east,6.74,94.76
75,14.8,153.78,110.27,536,500,east,5.28,100.03
