Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00016.trk,,,,,,,
Object,0,,,,,,,
Samples,181,,,,,,,
id,52,,,,,,,
trial,4,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:36.200,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00016.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,58:35.5,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,59:11.7,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,152.31,33.83,404,268,e ext,124.95,-
2,0.2,150.94,33.51,440,364,e ext,124.04,1.4
3,0.4,149.58,33.19,480,280,e ext,123.15,1.4
4,0.6,147.54,33.14,524,300,e ext,121.57,2.04
5,0.8,145.51,32.18,504,356,e ext,120.58,2.25
6,1,144.15,32.72,520,248,e ext,119.19,1.46
7,1.2,143.48,32.1,484,268,s ext,119.07,0.92
8,1.4,140.1,33.36,400,580,south,115.67,3.61
9,1.6,138.04,36.66,460,332,south,111.97,3.88
10,1.8,136,39,476,224,south,108.9,3.11
11,2,135.3,41.73,544,284,south,106.64,2.82
12,2.2,133.94,43.77,628,316,south,104.31,2.45
13,2.4,132.57,46.59,612,392,south,101.5,3.13
14,2.6,130.52,49.49,544,596,south,98.12,3.55
15,2.8,129.16,50.57,548,212,south,96.38,1.74
16,3,126.43,54.25,544,620,south,92,4.58
17,3.2,126.42,57.37,524,428,south,90.19,3.13
18,3.4,127.09,59.59,568,324,south,89.52,2.32
19,3.6,127.77,61.03,652,508,south,89.3,1.59
20,3.8,129.13,62.37,696,308,east,89.71,1.91
21,4,130.5,63.71,676,348,east,90.17,1.91
22,4.2,131.87,65.04,664,284,east,90.67,1.92
