Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00043.trk,,,,,,,
Object,0,,,,,,,
Samples,91,,,,,,,
id,59,,,,,,,
trial,3,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:18.200,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00043.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,28:53.9,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,29:12.1,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,89.98,188.71,428,244,n ext,79.59,-
2,0.2,87.55,185.14,480,276,north,75.28,4.32
3,0.4,85.96,182.55,488,280,north,72.24,3.05
4,0.6,85.18,179.99,464,320,north,69.65,2.67
5,0.8,85.19,178.3,484,316,north,68.21,1.69
6,1,85.99,174.96,520,316,north,65.84,3.44
7,1.2,87.55,171.67,560,304,north,64.06,3.64
8,1.4,89.11,167.64,584,360,north,61.8,4.32
9,1.6,90.64,163.69,596,332,north,59.72,4.23
10,1.8,92.17,160.61,612,304,north,58.48,3.44
11,2,93.68,157.57,676,328,north,57.45,3.39
12,2.2,95.93,154.63,660,368,north,57.2,3.71
13,2.4,97.43,153.2,652,376,north,57.48,2.07
14,2.6,99.69,152.61,648,492,north,58.95,2.33
15,2.8,101.95,152.06,676,308,north,60.48,2.33
16,3,104.97,151.61,720,404,north,62.77,3.05
17,3.2,109.52,151.43,708,468,north,66.51,4.56
18,3.4,113.36,152.02,668,384,north,70.08,3.88
19,3.6,118.05,153.64,732,408,north,74.94,4.96
20,3.8,122.76,154.62,708,424,north,79.51,4.8
21,4,128.38,156.75,708,408,north,85.46,6.01
22,4.2,130.86,158.22,692,312,north,88.34,2.88
23,4.4,134.92,159.35,632,340,north,92.45,4.22
