Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00020.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,50,,,,,,,
trial,4,,,,,,,
date,09:22.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00020.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,09:51.6,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,11:21.6,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,185.96,178.45,120,112,e ext,-,146.65
2,0.2,184.45,179.8,84,116,e ext,2.03,145.87
3,0.4,181.78,179.55,68,104,e ext,2.68,143.37
4,0.6,177.99,177.77,116,160,e ext,4.18,139.18
5,0.8,175,175.41,232,164,e ext,3.81,135.46
6,1,168.73,173.59,352,400,e ext,6.53,129.03
7,1.2,161.96,173.52,444,444,north,6.77,122.98
8,1.4,154.92,177.02,452,560,north,7.87,118.57
9,1.6,149.75,182.18,480,572,north,7.3,116.96
10,1.8,144.64,188.3,480,576,n ext,7.97,116.31
11,2,140.59,196.86,360,624,n ext,9.47,118.59
12,2.2,137.92,203.36,328,424,n ext,7.02,121.07
13,2.4,134.29,209.61,140,364,n ext,7.23,123.04
14,2.6,130.74,209.13,96,140,n ext,3.58,120.32
15,2.8,123.52,206.43,76,172,n ext,7.71,113.59
16,3,118.93,203,192,220,n ext,5.73,108.03
17,3.2,113.57,199.57,304,336,n ext,6.36,102.03
18,3.4,105.83,196.89,324,444,n ext,8.19,95.21
19,3.6,95.78,194.5,308,472,n ext,10.33,87.56
20,3.8,88.4,194.04,388,384,n ext,7.39,83.46
21,4,78.74,191.57,372,512,n ext,9.97,77.08
22,4.2,68.54,189.31,256,524,n ext,10.45,71.58
23,4.4,61.62,188.15,240,400,n ext,7.02,68.7
24,4.6,54.67,189.24,276,388,n ext,7.04,68.66
25,4.8,46.23,190.49,216,396,n ext,8.52,69.32
26,5,40.97,190.02,196,300,n ext,5.28,68.98
27,5.2,35.84,187.87,136,292,w ext,5.56,67.33
28,5.4,33.09,183.78,172,236,w ext,4.93,63.64
29,5.6,31.89,178.96,276,288,w ext,4.97,59.12
30,5.8,31.44,173.8,340,336,w ext,5.17,54.17
31,6,30.34,166.28,440,436,w ext,7.6,47.16
32,6.2,26.86,158.72,480,616,w ext,8.32,41.22
33,6.4,23.25,150.95,460,580,w ext,8.57,36.09
34,6.6,19.4,145.7,492,528,w ext,6.51,33.97
35,6.8,12.95,140.86,452,560,w ext,8.07,35.24
36,7,7.07,137.41,328,452,w ext,6.81,38.14
37,7.2,3.59,132.02,192,376,w ext,6.42,38.71
38,7.4,2.66,128,148,220,w ext,4.13,38.22
39,7.6,2.62,125.89,152,148,w ext,2.11,37.7
40,7.8,5.15,121.31,204,308,w ext,5.24,34.32
41,8,8.53,116.77,332,448,w ext,5.65,30.39
42,8.2,10.96,110.51,432,540,w ext,6.72,28.04
43,8.4,13.28,102.45,480,504,w ext,8.39,27.39
44,8.6,15.42,91.65,492,596,west,11.01,30.52
45,8.8,15.71,80.82,508,584,west,10.83,37.38
46,9,15.71,67.87,524,656,w ext,12.95,47.57
47,9.2,13.89,56.27,504,604,w ext,11.75,58.29
48,9.4,13.72,44.87,460,516,w ext,11.4,68.42
49,9.6,14.59,35.82,380,472,w ext,9.09,76.33
50,9.8,17.27,27.55,364,392,w ext,8.7,83.16
51,10,23.08,23.93,328,516,w ext,6.84,85.02
52,10.2,27.33,22.81,364,404,s ext,4.4,85.16
53,10.4,33.33,22.51,420,464,s ext,6.01,84.38
54,10.6,40.9,21.92,396,512,s ext,7.59,84.22
55,10.8,49.1,20.58,392,572,s ext,8.3,85.42
56,11,56.3,18.74,448,544,s ext,7.43,87.69
57,11.2,63.33,15.75,444,588,s ext,7.64,91.64
58,11.4,69.4,11.26,424,580,s ext,7.55,97.19
59,11.6,73.09,6.73,388,484,s ext,5.84,102.42
60,11.8,75.28,3.55,236,312,s ext,3.86,106.03
61,12,79.22,3.74,208,292,s ext,3.95,106.89
62,12.2,83.16,4.76,200,304,s ext,4.07,107.09
63,12.4,85.61,8.18,344,360,s ext,4.21,104.67
64,12.6,90.97,9.17,376,440,s ext,5.45,105.74
65,12.8,97.01,11.78,444,540,s ext,6.58,105.92
66,13,103.62,12.12,456,476,s ext,6.61,108.76
67,13.2,111.52,11.86,520,560,s ext,7.91,113.14
68,13.4,119.96,11.63,460,620,s ext,8.44,118.06
69,13.6,127.57,9.79,420,560,s ext,7.83,124.08
70,13.8,135.74,8.82,320,548,s ext,8.23,129.98
71,14,140.4,11.54,300,452,s ext,5.39,131.03
72,14.2,143.68,15.64,388,456,s ext,5.26,130.35
73,14.4,146.32,19.06,408,436,s ext,4.31,129.85
74,14.6,149.64,23.04,372,508,e ext,5.19,129.63
