Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00012.trk,,,,,,,
Object,0,,,,,,,
Samples,66,,,,,,,
id,43,,,,,,,
trial,4,,,,,,,
date,48:24.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:13.200,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00012.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,48:53.1,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,49:06.3,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,86.63,14.92,268,152,s ext,-,98.75
2,0.2,80.29,9.78,420,416,s ext,8.16,101.43
3,0.4,77.14,8.92,468,416,s ext,3.27,101.33
4,0.6,74.01,8.94,508,304,s ext,3.13,100.49
5,0.8,69.22,8.33,512,332,s ext,4.83,100.02
6,1,64.43,8.53,496,344,s ext,4.79,98.94
7,1.2,60.42,8.9,472,352,s ext,4.03,97.95
8,1.4,56.44,10.19,452,316,s ext,4.18,96.22
9,1.6,53.38,12.78,424,308,s ext,4.01,93.4
10,1.8,50.21,14.33,452,260,s ext,3.52,91.69
11,2,47.9,16.24,488,276,s ext,3,89.75
12,2.2,45.66,19.14,464,248,s ext,3.66,86.86
13,2.4,43.42,22.03,416,344,s ext,3.66,84.01
14,2.6,42.91,25.65,392,368,s ext,3.65,80.4
15,2.8,43.08,27.62,400,184,s ext,1.98,78.43
16,3,42.63,32.16,448,352,south,4.56,73.9
17,3.2,42.09,35.7,516,292,south,3.58,70.39
18,3.4,42.47,40.46,484,280,south,4.77,65.62
19,3.6,42.68,43.28,508,248,south,2.83,62.8
20,3.8,42.94,46.99,560,228,west,3.72,59.07
21,4,43.25,51.57,548,308,west,4.59,54.48
22,4.2,44.36,56.3,524,256,west,4.86,49.72
23,4.4,44.56,59.85,516,296,west,3.55,46.17
24,4.6,44.7,62.48,500,312,west,2.64,43.54
25,4.8,44.84,65.1,536,268,west,2.62,40.92
26,5,45.77,67.85,568,408,west,2.91,38.15
27,5.2,45.91,71.26,508,404,west,3.41,34.74
28,5.4,45.98,72.96,472,516,west,1.7,33.04
29,5.6,46.84,74.78,540,356,west,2.01,31.21
30,5.8,48.51,77.51,548,304,west,3.2,28.49
31,6,50.94,81.1,584,348,west,4.33,25.14
32,6.2,53.33,84.56,600,336,west,4.2,22.16
33,6.4,55.66,87.13,612,372,west,3.47,20.24
34,6.6,58.7,89.69,572,304,west,3.98,19.13
35,6.8,60.21,90.55,516,320,west,1.74,19.2
36,7,61.71,92.15,476,264,west,2.19,18.7
37,7.2,63.19,95.2,496,564,west,3.39,17.19
38,7.4,64.65,98.93,636,364,west,4,15.76
39,7.6,65.37,101.86,632,348,west,3.01,14.74
40,7.8,66.07,104.76,680,384,west,2.99,13.88
41,8,66.04,106.93,620,556,west,2.16,13.11
42,8.2,65.28,109.1,700,424,west,2.3,11.94
43,8.4,65.24,111.26,684,344,west,2.17,11.52
44,8.6,63.72,114.2,700,432,west,3.31,9.98
45,8.8,62.18,117.92,624,396,west,4.02,9.08
46,9,60.64,120.95,620,404,west,3.4,8.91
47,9.2,59.11,123.29,600,396,west,2.79,8.88
48,9.4,57.61,124.17,564,500,west,1.74,8.29
49,9.6,55.35,125.9,480,556,west,2.85,8.15
50,9.8,53.88,125.3,484,396,west,1.58,6.81
51,10,52.41,124.7,488,156,west,1.59,5.4
52,10.2,52.43,123.93,420,148,west,0.77,4.83
53,10.4,52.46,122.4,372,248,west,1.53,3.61
54,10.6,53.23,121.56,308,136,west,1.13,3.42
55,10.8,52.48,121.63,312,92,west,0.75,3.05
56,11,51.75,120.93,344,112,west,1.01,2.04
57,11.2,50.29,118.75,512,288,platform,2.63,0
58,11.4,49.55,118.03,544,232,platform,1.03,0
59,11.6,48.81,117.31,552,216,platform,1.03,0
60,11.8,48.82,116.53,592,192,platform,0.78,0
61,12,48.83,115.75,580,164,platform,0.78,0
62,12.2,48.83,115.75,564,144,platform,0,0
63,12.4,48.06,116.59,568,116,platform,1.14,0
64,12.6,48.08,115.8,584,144,platform,0.78,0
65,12.8,48.08,115.8,564,140,platform,0,0
66,13,48.83,115.75,576,132,platform,0.76,0
