Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00011.trk,,,,,,,
Object,0,,,,,,,
Samples,132,,,,,,,
id,43,,,,,,,
trial,3,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:26.400,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00011.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,49:08.1,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,49:34.5,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,-,-,-,-,-,-,-
2,0.2,-,-,-,-,-,-,-
3,0.4,126.92,205.7,124,-,n ext,115.23,-
4,0.6,128.62,205.37,188,112,n ext,116.1,1.73
5,0.8,129.22,202.71,148,224,n ext,114.53,2.73
6,1,129.71,199.08,132,184,n ext,112.24,3.66
7,1.2,128.64,196.8,156,160,n ext,109.86,2.52
8,1.4,127.57,194.56,188,112,n ext,107.52,2.48
9,1.6,127.31,191.69,228,144,n ext,105.33,2.87
10,1.8,127.22,190.75,276,136,n ext,104.61,0.95
11,2,126.96,187.93,276,160,north,102.5,2.83
12,2.2,125.94,185.8,268,208,north,100.3,2.37
13,2.4,124.09,183.43,288,260,north,97.34,3.01
14,2.6,123.31,184.08,240,336,north,97.21,1.01
15,2.8,118.2,181.76,212,244,north,91.88,5.62
16,3,119.1,182.87,372,368,north,93.3,1.43
17,3.2,115.82,182.9,368,276,north,90.96,3.28
18,3.4,113.33,182.3,384,256,north,88.79,2.56
19,3.6,110.9,182.64,380,252,north,87.36,2.45
20,3.8,103.6,183.04,204,304,north,82.87,7.31
21,4,104.38,182.29,316,200,north,82.79,1.08
22,4.2,97.93,182.3,220,280,north,78.81,6.45
23,4.4,98.73,182.39,356,256,north,79.37,0.81
