Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00045.trk,,,,,,,
Object,0,,,,,,,
Samples,212,,,,,,,
id,82,,,,,,,
trial,1,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:42.400,dd:HH:mm:ss,,,,,,
23,4.4,162.06,196.51,452,268,n ext,135.22,5.68
24,4.6,164.9,197.99,392,252,n ext,138.39,3.2
25,4.8,170.1,197.76,376,352,n ext,142.54,5.2
26,5,172.42,196,428,244,n ext,143.51,2.92
27,5.2,176.47,194.13,376,284,n ext,145.91,4.46
28,5.4,178.38,190.07,412,268,e ext,145.41,4.49
29,5.6,181.05,185.32,452,312,e ext,145.38,5.44
30,5.8,182.73,180.01,424,356,e ext,144.42,5.57
31,6,185.36,175.06,444,340,e ext,144.69,5.6
32,6.2,188.17,171.11,444,328,e ext,145.71,4.85
33,6.4,192.47,165.51,420,376,e ext,147.73,7.06
34,6.6,195.26,161.2,368,332,e ext,148.99,5.13
35,6.8,197.08,156.39,324,300,e ext,149.35,5.15
36,7,198.16,152.32,296,292,e ext,149.34,4.21
37,7.2,199.24,148.19,288,232,e ext,149.44,4.27
38,7.4,199.17,142.54,356,332,e ext,148.22,5.65
39,7.6,196.36,136.22,416,412,e ext,144.34,6.92
40,7.8,190.79,128.45,428,396,e ext,137.81,9.56
41,8,185.91,124.4,464,292,e ext,132.58,6.34
42,8.2,181.18,120.58,480,344,e ext,127.6,6.08
43,8.4,176.59,116.99,484,332,east,122.87,5.84
44,8.6,172.23,114.56,548,320,east,118.48,4.98
45,8.8,167.87,111.33,516,328,east,114.11,5.43
46,9,163.8,110.11,560,300,east,110.06,4.25
47,9.2,159.8,108.94,576,376,east,106.09,4.17
48,9.4,156.63,107.88,596,428,east,102.96,3.34
49,9.6,153.64,108.56,576,340,east,99.94,3.07
50,9.8,151.42,109.26,592,304,east,97.7,2.33
51,10,149.97,109.99,552,272,east,96.22,1.63
52,10.2,147.12,112.24,592,376,east,93.35,3.63
53,10.4,144.28,114.41,652,348,east,90.53,3.58
54,10.6,141.49,117.31,680,412,east,87.8,4.02
55,10.8,138.74,120.92,684,428,east,85.28,4.53
56,11,136.03,125.22,708,464,east,83.06,5.08
57,11.2,133.31,129.45,712,452,east,81.07,5.02
58,11.4,130.52,132.83,712,504,east,79.03,4.39
59,11.6,126.15,135.14,720,504,north,75.32,4.95
60,11.8,121.02,137.33,732,500,north,71,5.58
61,12,116.63,139.65,760,460,north,67.61,4.97
62,12.2,112.22,142.01,708,492,north,64.43,5
63,12.4,107.82,145.18,636,464,north,61.87,5.42
64,12.6,104.14,148.5,648,404,north,60.4,4.96
65,12.8,100.42,151.16,696,440,north,58.72,4.57
66,13,96.68,153.91,696,464,north,57.33,4.64
67,13.2,92.16,155.98,684,500,north,55.25,4.97
68,13.4,86.87,157.43,668,520,north,52.54,5.48
69,13.6,80.83,159.15,688,508,north,50.03,6.28
70,13.8,75.53,161.09,620,500,north,48.5,5.65
71,14,70.27,161.7,620,496,north,46.39,5.3
72,14.2,65.04,161.74,600,428,north,44.29,5.23
73,14.4,60.64,160.22,580,500,north,41.45,4.65
74,14.6,57.04,157.84,620,376,west,38.15,4.31
75,14.8,52.73,154.89,640,436,west,34.36,5.22
76,15,47.73,150.54,600,504,west,29.47,6.63
77,15.2,42.65,146.98,596,492,west,25.94,6.21
78,15.4,38.22,143.97,592,484,west,23.58,5.35
79,15.6,33.7,141.74,572,420,west,22.93,5.05
80,15.8,29.84,140.99,576,380,west,24.16,3.94
81,16,25.92,140.22,548,356,west,25.63,3.99
82,16.2,21.95,139.42,564,360,west,27.6,4.05
83,16.4,18.7,140.27,532,360,w ext,30.49,3.36
84,16.6,15.41,142.12,512,412,w ext,34.16,3.78
85,16.8,12.05,146.03,468,316,w ext,39.27,5.15
86,17,11.14,151.26,468,416,w ext,43.62,5.31
87,17.2,11.88,154.94,440,268,w ext,45.89,3.76
88,17.4,13.39,159.26,428,324,w ext,48.41,4.57
89,17.6,17.32,161.52,488,460,w ext,48.2,4.54
90,17.8,22.02,162.42,408,440,w ext,46.64,4.79
91,18,25.99,160.85,440,288,w ext,43.52,4.27
92,18.2,29.14,159.66,456,328,w ext,41.24,3.36
93,18.4,32.3,157.65,460,276,west,38.33,3.75
94,18.6,33.94,155.37,432,204,west,35.68,2.81
95,18.8,35.52,154,452,236,west,33.96,2.1
96,19,36.29,153.76,408,188,west,33.55,0.81
97,19.2,38.68,151.36,412,300,west,30.75,3.39
98,19.4,45,144.78,412,464,west,23.61,9.12
99,19.6,50.4,140.46,504,420,west,19.74,6.92
100,19.8,54.26,136.68,600,472,west,17.07,5.4
101,20,58.82,133,540,452,west,15.89,5.86
102,20.2,63.3,130.26,568,412,west,16.61,5.26
103,20.4,67.78,126.96,556,436,west,18.16,5.56
104,20.6,70.76,123.91,656,476,west,19.2,4.27
105,20.8,73.02,120.27,616,456,west,20.17,4.29
106,21,75.26,116.7,600,456,west,21.69,4.22
107,21.2,76.78,112.5,592,464,west,23,4.47
108,21.4,78.96,110.41,644,436,west,25.26,3.02
109,21.6,82.54,109.05,704,420,west,28.96,3.83
110,21.8,86.81,107.74,764,572,west,33.37,4.47
111,22,93.16,108.54,744,532,west,39.57,6.4
112,22.2,98.79,108.7,788,564,north,45.17,5.64
113,22.4,104.43,110.25,788,544,north,50.7,5.85
114,22.6,110.8,111.91,756,608,east,57.03,6.59
115,22.8,116.53,113.64,752,508,east,62.77,5.98
116,23,121.58,114.71,704,488,east,67.83,5.16
117,23.2,128.17,116.72,708,524,east,74.47,6.9
118,23.4,134.85,118.14,708,528,east,81.21,6.83
119,23.6,141.77,121.31,660,552,east,88.33,7.61
120,23.8,148.82,123.95,640,524,east,95.6,7.53
121,24,155.46,128.46,608,512,east,102.74,8.02
122,24.2,161.31,131.37,576,416,east,108.97,6.54
123,24.4,166.49,134.32,560,376,east,114.57,5.96
124,24.6,173.65,138.89,552,456,east,122.47,8.5
125,24.8,180.36,144.67,512,464,e ext,130.25,8.85
126,25,186.61,151.73,508,412,e ext,138.02,9.43
127,25.2,192.4,160.12,392,452,e ext,145.94,10.2
128,25.4,193.76,162.8,324,180,e ext,148.06,3
129,25.6,194.72,163.17,220,128,e ext,149.08,1.03
130,25.8,195.89,164.72,196,248,e ext,150.69,1.94
131,26,196.21,161.57,216,300,e ext,150.01,3.17
132,26.2,195.39,156.89,304,392,e ext,147.85,4.76
133,26.4,194.24,155.39,296,288,e ext,146.34,1.89
134,26.6,194.39,151.09,340,236,e ext,145.38,4.3
135,26.8,194.55,146.77,364,296,e ext,144.55,4.32
136,27,192.87,141.94,376,212,e ext,141.92,5.12
137,27.2,191.42,138.31,348,180,e ext,139.82,3.9
138,27.4,190.17,135.86,336,156,e ext,138.17,2.75
139,27.6,190.17,135.86,352,176,e ext,138.17,0
140,27.8,190.17,135.86,200,200,e ext,138.17,0
141,28,186.04,119.16,332,444,e ext,132.4,17.2
142,28.2,184.8,109.55,428,400,e ext,131.06,9.69
143,28.4,183.2,103.18,480,268,e ext,129.76,6.57
144,28.6,180.64,94.87,476,340,e ext,128.07,8.69
145,28.8,178.93,85.69,496,396,e ext,127.94,9.34
146,29,175.88,77.93,508,412,e ext,126.72,8.34
147,29.2,173.63,68.27,516,456,e ext,127.41,9.92
148,29.4,171.55,58.78,516,496,e ext,128.95,9.71
149,29.6,171.82,48.56,460,552,e ext,133.62,10.22
150,29.8,172.24,40.16,384,420,e ext,138.08,8.41
151,30,171.36,35.42,364,412,e ext,139.81,4.82
152,30.2,169.81,31.07,364,320,e ext,140.88,4.62
153,30.4,166.87,26.53,384,428,e ext,141.02,5.4
154,30.6,164.74,24.7,368,368,e ext,140.37,2.81
155,30.8,161.94,23.28,296,344,e ext,138.99,3.14
156,31,159.87,20.5,372,324,e ext,139.09,3.47
157,31.2,157.13,19.11,400,452,e ext,137.87,3.07
158,31.4,153.76,16.16,476,452,e ext,137.29,4.49
159,31.6,149.74,14.51,508,512,s ext,135.47,4.35
160,31.8,144.42,11.53,488,564,s ext,133.8,6.09
161,32,139.1,9.3,460,532,s ext,131.82,5.78
162,32.2,133.05,7.98,472,524,s ext,128.9,6.19
163,32.4,126.23,7.37,444,500,s ext,125.19,6.85
164,32.6,120,6.03,448,532,s ext,122.69,6.37
165,32.8,115.07,5.89,396,452,s ext,120.08,4.93
166,33,110.79,6.32,344,412,s ext,117.42,4.3
167,33.2,107.19,6.5,300,428,s ext,115.41,3.61
168,33.4,105.02,7.48,352,356,s ext,113.49,2.38
169,33.6,102.09,7.43,292,340,s ext,112.13,2.93
170,33.8,101.37,8.34,228,224,s ext,110.98,1.16
171,34,99.92,9.2,180,160,s ext,109.54,1.69
172,34.2,88.51,3.98,244,424,s ext,109.63,12.54
173,34.4,85.46,4.32,412,256,s ext,108.25,3.08
174,34.6,80.8,4.16,504,396,s ext,106.93,4.66
175,34.8,73.66,3.03,468,532,s ext,106.15,7.23
176,35,66.49,3.46,452,544,s ext,104.29,7.18
177,35.2,60.02,3.85,448,532,s ext,102.91,6.48
178,35.4,51.81,4.23,440,568,s ext,101.85,8.22
179,35.6,46.18,6.6,400,480,s ext,99.39,6.11
180,35.8,41.28,8.27,372,476,s ext,97.84,5.18
181,36,39.81,10.57,356,456,s ext,95.61,2.73
182,36.2,37.44,12.45,368,420,s ext,93.91,3.02
183,36.4,34.5,17.07,404,500,s ext,89.62,5.48
184,36.6,33.12,20.43,448,340,s ext,86.47,3.63
185,36.8,32.85,26.25,516,324,s ext,80.76,5.83
186,37,31.75,32.65,496,404,w ext,74.64,6.5
187,37.2,31.42,38.34,508,332,w ext,69.12,5.7
188,37.4,31.06,43.98,472,332,west,63.69,5.65
189,37.6,30.67,49.56,484,372,west,58.33,5.6
190,37.8,29.16,51.94,456,268,west,56.38,2.81
191,38,29.46,55.81,472,376,west,52.56,3.89
192,38.2,29.93,62.5,476,444,west,46.01,6.7
193,38.4,31.98,68.5,544,316,west,39.67,6.34
194,38.6,34.78,74.44,572,372,west,33.19,6.57
195,38.8,37.4,78.39,576,308,west,28.72,4.74
196,39,39.18,82.95,528,312,west,23.9,4.9
197,39.2,40.89,86.54,532,292,west,20.01,3.97
198,39.4,42.6,91.69,624,364,west,14.6,5.43
199,39.6,44.26,97.53,604,436,west,8.57,6.06
200,39.8,45.07,101.59,468,344,west,4.44,4.15
201,40,45.08,103.21,476,168,west,2.83,1.61
202,40.2,45.85,104.01,444,216,west,2,1.11
203,40.4,47.39,107.17,520,340,platform,0,3.52
204,40.6,48.89,111.06,648,448,platform,0,4.17
205,40.8,49.61,114.14,668,484,platform,0,3.17
206,41,48.1,114.23,636,360,platform,0,1.52
207,41.2,47.35,112.7,608,268,platform,0,1.7
208,41.4,47.36,111.91,600,168,platform,0,0.79
209,41.6,48.12,111.88,604,252,platform,0,0.76
210,41.8,48.88,111.84,676,168,platform,0,0.76
211,42,47.36,111.91,712,252,platform,0,1.52
212,42.2,45.83,111.99,740,188,platform,0,1.53
