Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00001.trk,,,,,,,
Object,0,,,,,,,
Samples,220,,,,,,,
id,44,,,,,,,
trial,1,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:44.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00001.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,23:29.1,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,24:13.1,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,172.79,119.44,556,444,east,119.17,-
2,0.2,169.68,113.37,576,452,east,115.92,6.83
3,0.4,166,108.41,552,400,east,112.3,6.17
4,0.6,163.21,103.72,564,364,east,109.78,5.46
5,0.8,159.13,100.96,540,448,east,105.98,4.93
6,1,153.59,97.5,516,432,platform reversal,100.92,6.53
7,1.2,147.47,94.3,608,532,platform reversal,95.43,6.9
8,1.4,140.81,91.33,616,552,east,89.47,7.29
9,1.6,135.73,88.46,624,528,east,85.2,5.84
10,1.8,132.12,84.87,696,504,east,82.77,5.09
11,2,128.59,82.11,664,592,east,80.35,4.48
12,2.2,126.47,78.55,656,592,east,79.73,4.14
13,2.4,126.44,74.1,700,556,east,81.59,4.46
14,2.6,126.42,71.1,636,624,east,82.95,2.99
15,2.8,128.47,68.6,648,524,east,85.95,3.23
16,3,131.89,67.37,660,548,east,89.54,3.64
17,3.2,135.33,67.62,628,408,east,92.45,3.45
18,3.4,139.51,70.1,628,448,east,95.1,4.87
19,3.6,143.8,74.26,628,456,east,97.38,5.98
20,3.8,148.27,80.22,652,560,east,99.57,7.45
21,4,152.24,87.37,604,560,east,101.49,8.18
22,4.2,156.41,94.86,608,524,east,104.12,8.57
