Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00018.trk,,,,,,,
Object,0,,,,,,,
Samples,136,,,,,,,
id,50,,,,,,,
trial,2,,,,,,,
date,03:57.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:27.200,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00018.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,04:33.2,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,05:00.4,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,102.47,196.29,296,260,n ext,-,92.75
2,0.2,99.21,198.59,84,236,n ext,3.98,92.85
3,0.4,-,-,-,-,-,-,-
4,0.6,97.49,196.52,80,-,n ext,-,90.18
5,0.8,-,-,-,-,-,-,-
6,1,-,-,-,-,-,-,-
7,1.2,-,-,-,-,-,-,-
8,1.4,-,-,-,-,-,-,-
9,1.6,-,-,-,-,-,-,-
10,1.8,-,-,-,-,-,-,-
11,2,98.88,187.65,128,-,n ext,-,83.65
12,2.2,102.16,188.09,112,176,n ext,3.31,85.98
13,2.4,104.71,190.29,196,164,n ext,3.37,89.28
14,2.6,106.45,192.42,328,244,n ext,2.75,92.03
15,2.8,110.88,197.04,280,360,n ext,6.4,98.38
16,3,116.23,201.25,292,316,n ext,6.81,104.99
17,3.2,121.74,205.82,88,260,n ext,7.16,112
18,3.4,-,-,-,-,-,-,-
19,3.6,135.33,211.04,108,-,n ext,-,124.8
20,3.8,137.61,208.09,104,172,n ext,3.73,124.21
21,4,138.71,202.74,144,240,n ext,5.47,121.2
22,4.2,141.62,198.26,296,336,n ext,5.34,120.29
23,4.4,146.95,193.05,332,500,n ext,7.45,121.03
24,4.6,152.98,187.32,388,584,n ext,8.32,122.51
25,4.8,161.06,184.44,420,624,n ext,8.58,127.7
26,5,171.17,183.46,460,664,e ext,10.17,135.85
27,5.2,183.33,183.38,380,720,e ext,12.16,146.49
28,5.4,192.45,184.78,188,472,e ext,9.22,155.25
29,5.6,196.8,179.33,144,332,e ext,6.97,156.88
30,5.8,194.49,171.75,148,276,e ext,7.93,151.81
31,6,191.86,162.06,204,304,e ext,10.04,146.02
32,6.2,189.01,155.69,324,328,e ext,6.97,141.4
33,6.4,185.56,145.17,428,464,e ext,11.07,135.43
34,6.6,181.31,133.82,484,584,e ext,12.13,129.1
35,6.8,177.8,120.12,496,692,east,14.14,124.2
36,7,174.73,107.95,528,704,east,12.55,121.04
37,7.2,172.45,93.26,516,732,east,14.87,120.21
38,7.4,170.57,79.79,540,744,east,13.6,121.1
39,7.6,168.25,67.61,528,732,east,12.4,122.58
40,7.8,165.39,53.94,488,720,e ext,13.97,125.44
41,8,162.19,43.61,472,640,e ext,10.81,127.69
42,8.2,157.83,33.17,420,620,e ext,11.32,129.8
43,8.4,152.33,25.46,432,612,e ext,9.46,130.12
44,8.6,147.67,18.4,472,632,s ext,8.46,131.28
45,8.8,142.36,14.39,404,596,s ext,6.65,130.31
46,9,136.34,13.25,308,472,s ext,6.13,127.03
47,9.2,130.87,17.03,232,332,s ext,6.65,120.58
48,9.4,128.1,21.44,236,300,s ext,5.21,115.44
49,9.6,126.66,27.94,352,340,south,6.65,109.67
50,9.8,127.25,35.45,440,464,south,7.53,104.74
51,10,129.91,40.65,480,504,south,5.84,103.19
52,10.2,133.93,44.6,512,544,south,5.64,103.79
53,10.4,139.35,47.28,556,540,east,6.04,106.56
54,10.6,146.18,48.61,572,624,east,6.97,111.51
55,10.8,153.81,48.7,540,624,east,7.63,117.89
56,11,162.97,46.17,476,624,e ext,9.5,127.03
57,11.2,170.1,42.16,492,552,e ext,8.19,135.22
58,11.4,175.09,36.7,244,392,e ext,7.39,142.3
59,11.6,175.01,34.61,172,168,e ext,2.09,143.33
60,11.8,173.47,32.24,88,204,e ext,2.83,143.3
61,12,170.54,31.71,76,148,e ext,2.98,141.15
62,12.2,166.3,34.9,68,144,e ext,5.31,135.85
63,12.4,164.23,38.85,124,168,e ext,4.46,131.96
64,12.6,161.55,46.74,148,264,e ext,8.34,125.53
65,12.8,161.04,54.47,260,352,east,7.74,121.33
66,13,164.12,59.14,296,372,east,5.6,122.03
67,13.2,169.37,60.45,256,384,e ext,5.41,126.29
68,13.4,173.89,60.07,360,360,e ext,4.54,130.6
69,13.6,179.89,57.08,320,392,e ext,6.7,137.28
70,13.8,183.66,54.68,288,320,e ext,4.47,141.69
71,14,187,56.87,212,308,e ext,4,143.94
72,14.2,185.76,61.77,152,276,e ext,5.05,141.03
73,14.4,185.14,64.17,124,132,e ext,2.48,139.63
74,14.6,184.61,67.62,236,224,e ext,3.49,138.02
75,14.8,185.07,73,320,404,e ext,5.4,136.88
76,15,187.38,80.29,392,440,e ext,7.64,137.32
77,15.2,190.9,89.91,424,464,e ext,10.24,138.96
78,15.4,194.66,99.93,420,492,e ext,10.71,141.43
79,15.6,198.67,110.4,360,468,e ext,11.22,144.91
80,15.8,199.66,123.24,264,520,e ext,12.88,146.21
81,16,200.61,134.92,256,424,e ext,11.72,148.35
82,16.2,200.31,143.98,300,412,e ext,9.06,149.62
83,16.4,199.74,156.22,252,456,e ext,12.25,151.86
84,16.6,199.1,162.68,336,372,e ext,6.5,153.1
85,16.8,197.41,173.04,324,444,e ext,10.49,155.01
86,17,194.29,180.3,344,428,e ext,7.91,154.99
87,17.2,191.37,188.5,356,476,e ext,8.7,155.98
88,17.4,187.2,194.76,316,464,e ext,7.52,155.38
89,17.6,181.99,200.23,308,408,n ext,7.56,153.85
90,17.8,176.74,205.52,204,400,n ext,7.45,152.41
91,18,171.83,207.83,168,268,n ext,5.43,149.78
92,18.2,166.12,210.69,148,284,n ext,6.39,147.02
93,18.4,159.23,211.91,188,288,n ext,6.99,142.53
94,18.6,152.04,211.08,184,324,n ext,7.24,136.63
95,18.8,146.8,211.42,188,260,n ext,5.25,133.05
96,19,138.11,212.28,112,300,n ext,8.74,127.59
97,19.2,132.68,210.91,80,168,n ext,5.6,122.94
98,19.4,-,-,-,-,-,-,-
99,19.6,-,-,-,-,-,-,-
100,19.8,-,-,-,-,-,-,-
101,20,-,-,-,-,-,-,-
102,20.2,-,-,-,-,-,-,-
103,20.4,-,-,-,-,-,-,-
104,20.6,-,-,-,-,-,-,-
105,20.8,66.59,200.5,132,-,n ext,-,81.84
106,21,59.59,198.51,184,308,n ext,7.27,78.51
107,21.2,53.49,196.77,180,332,n ext,6.35,76.03
108,21.4,46.72,194.77,184,356,n ext,7.05,73.61
109,21.6,40.79,192.79,184,352,n ext,6.25,71.76
110,21.8,35.65,190.67,180,316,w ext,5.56,70.13
111,22,30.69,185.84,212,384,w ext,6.92,66.11
112,22.2,26.4,181.58,192,356,w ext,6.05,62.95
113,22.4,21.95,179.18,224,312,w ext,5.06,62.04
114,22.6,17.53,174.76,192,400,w ext,6.25,59.7
115,22.8,15.43,169.05,160,352,w ext,6.09,55.63
116,23,14,164.84,116,244,w ext,4.44,52.76
117,23.2,12.44,163.57,156,144,w ext,2.02,52.51
118,23.4,12.51,161.58,152,132,w ext,1.99,50.82
119,23.6,11.8,157.93,100,188,w ext,3.71,48.27
120,23.8,14.37,153.06,132,200,w ext,5.51,42.85
121,24,18.53,148.79,132,256,w ext,5.96,36.93
122,24.2,21.76,147.76,144,220,w ext,3.39,34.19
123,24.4,26.62,143.61,368,408,west,6.4,28.06
124,24.6,31.46,138.85,452,508,west,6.78,21.49
125,24.8,36.33,130.18,524,584,west,9.94,11.55
126,25,39.59,120.58,540,656,west,10.14,1.79
127,25.2,40.42,113.93,644,528,platform,6.7,0
128,25.4,42.76,112.15,552,540,platform,2.93,0
129,25.6,44.29,112.87,612,356,platform,1.7,0
130,25.8,43.52,113.72,480,204,platform,1.15,0
131,26,43.52,113.72,420,140,platform,0,0
132,26.2,42.75,112.96,416,172,platform,1.08,0
133,26.4,43.53,111.3,568,240,platform,1.83,0
134,26.6,44.3,111.27,600,192,platform,0.77,0
135,26.8,44.31,110.46,652,252,platform,0.8,0
136,27,42.76,110.53,584,324,platform,1.54,0
