Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0001\data\track_00069.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,78,,,,,,,
trial,1,,,,,,,
date,03:17.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00069.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,04:36.2,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,06:06.2,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,81.12,10.93,372,568,s ext,-,100.59
2,0.2,79.37,6.67,256,404,s ext,4.6,104.11
3,0.4,80.85,5.14,280,240,s ext,2.13,106.01
4,0.6,83.25,6.7,352,368,s ext,2.86,105.27
5,0.8,84.07,7.84,404,316,s ext,1.41,104.46
6,1,85.61,8.18,408,284,s ext,1.59,104.67
7,1.2,86.46,10.24,296,360,s ext,2.23,103.04
8,1.4,88.75,10.68,204,292,s ext,2.33,103.49
9,1.6,88.72,9.73,160,172,s ext,0.94,104.35
10,1.8,88.69,8.78,316,228,s ext,0.95,105.22
11,2,89.32,5.09,356,272,s ext,3.75,108.88
12,2.2,86.93,2.7,256,324,s ext,3.38,110.27
13,2.4,85.5,5.29,112,320,s ext,2.97,107.35
14,2.6,84.11,8.8,100,204,s ext,3.78,103.57
15,2.8,82.63,10.35,348,272,s ext,2.14,101.62
16,3,73.78,5.02,532,568,s ext,10.34,104.24
17,3.2,65.66,3.14,464,756,s ext,8.33,104.45
18,3.4,58.41,4.16,376,640,s ext,7.32,102.42
19,3.6,52.77,5.66,364,564,s ext,5.84,100.47
20,3.8,47.93,7.42,352,516,s ext,5.15,98.56
21,4,43.83,8.49,408,472,s ext,4.23,97.54
22,4.2,37.23,10.33,448,584,s ext,6.86,96.04
23,4.4,32.35,13.02,416,520,s ext,5.56,93.92
24,4.6,27.56,16.81,400,568,s ext,6.12,90.98
25,4.8,23.65,21.12,412,604,s ext,5.81,87.62
26,5,19.72,25.51,460,600,w ext,5.9,84.37
27,5.2,15.88,31.13,428,664,w ext,6.8,80.24
28,5.4,11.18,37.64,408,620,w ext,8.03,76.04
29,5.6,9.16,44.32,352,544,w ext,6.98,71.01
30,5.8,7.22,52.2,432,608,w ext,8.11,65.29
31,6,5.32,61.28,400,672,w ext,9.28,59.03
32,6.2,3.28,69.41,384,512,w ext,8.38,54.22
33,6.4,2.11,77.84,384,552,w ext,8.51,49.43
34,6.6,2.65,85.44,372,556,w ext,7.63,44.63
35,6.8,2.99,90.83,352,540,w ext,5.39,41.56
36,7,5.1,96.23,416,560,w ext,5.8,37.27
37,7.2,6.33,103.55,440,488,w ext,7.43,33.79
38,7.4,6.61,110.79,452,452,w ext,7.25,32.35
39,7.6,6,120.15,448,484,w ext,9.38,33.28
40,7.8,5.29,128.55,432,488,w ext,8.43,35.89
41,8,5.36,136.81,376,488,w ext,8.26,39.29
42,8.2,7.07,142.51,344,416,w ext,5.95,40.96
43,8.4,8.67,150.11,332,404,w ext,7.77,44.54
44,8.6,10.22,155.56,392,388,w ext,5.67,47.43
45,8.8,12.54,160.58,420,444,w ext,5.53,49.98
46,9,14.82,164.49,360,396,w ext,4.52,52.04
47,9.2,17.94,166.01,352,448,w ext,3.47,51.75
48,9.4,20.17,168.79,352,344,w ext,3.57,53.17
49,9.6,22.32,172.47,404,316,w ext,4.26,55.65
50,9.8,26.69,176.86,424,444,w ext,6.19,58.34
51,10,31.65,182.66,336,456,w ext,7.63,62.8
52,10.2,35.84,187.87,348,444,w ext,6.69,67.33
53,10.4,41.57,192.45,268,472,n ext,7.33,71.37
54,10.6,45.28,193.56,220,344,n ext,3.88,72.38
55,10.8,49.73,195.4,132,296,n ext,4.82,74.36
56,11,47.12,188.37,96,220,n ext,7.5,67.22
57,11.2,55.35,190.79,88,184,n ext,8.57,70.28
58,11.4,57.82,187.42,164,220,n ext,4.18,67.28
59,11.6,60.18,185.91,312,252,n ext,2.81,66.21
60,11.8,65.72,182.06,432,392,n ext,6.74,63.81
61,12,71.99,178.46,424,448,north,7.23,62.4
62,12.2,79.79,174.35,480,512,north,8.82,62.05
63,12.4,87.56,170.85,536,608,north,8.52,63.42
64,12.6,96.08,167.95,500,628,north,9,66.52
65,12.8,103.03,165.43,520,540,north,7.4,69.65
66,13,110.83,165,560,592,north,7.82,75.31
67,13.2,120.37,166.19,552,648,north,9.61,83.67
68,13.4,128.6,169.23,564,660,north,8.77,92.18
69,13.6,137.99,173.99,516,600,north,10.53,102.65
70,13.8,147.85,180.46,512,588,north,11.79,114.44
71,14,157.39,188.42,476,556,n ext,12.42,126.78
72,14.2,165.85,198.49,384,468,n ext,13.16,139.46
73,14.4,170.07,202.77,228,220,n ext,6.01,145.38
74,14.6,173.61,207.83,88,148,n ext,6.16,151.2
