Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00051.trk,,,,,,,
Object,0,,,,,,,
Samples,51,,,,,,,
id,67,,,,,,,
trial,3,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:10.200,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00051.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,47:15.4,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,47:25.6,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,147.67,204.92,128,140,n ext,129.25,-
2,0.2,147.25,201.8,176,136,n ext,126.85,3.15
3,0.4,145.52,195.25,260,260,n ext,121.3,6.77
4,0.6,144.11,190.87,328,188,n ext,117.46,4.6
5,0.8,141.63,184.3,372,300,north,111.5,7.02
6,1,138.38,177.66,416,332,north,105.01,7.39
7,1.2,134.51,171.93,388,332,north,98.61,6.91
8,1.4,130.02,167.12,428,360,north,92.23,6.58
9,1.6,125.61,161.75,456,412,north,85.61,6.95
10,1.8,119.8,157.15,496,400,north,78.25,7.4
11,2,114.21,153.71,516,468,north,71.68,6.57
12,2.2,107.97,150.46,480,452,north,64.68,7.03
13,2.4,101.88,148.29,496,488,north,58.38,6.47
14,2.6,96.64,147.9,480,424,north,53.76,5.26
15,2.8,92.17,148.45,544,360,north,50.42,4.51
16,3,86.2,149.89,532,420,north,46.74,6.13
17,3.2,80.27,150.07,560,412,north,42.65,5.94
18,3.4,74.3,152.01,564,404,north,40.4,6.28
19,3.6,69.82,153.27,556,392,north,38.83,4.65
20,3.8,65.3,155.46,520,412,north,38.6,5.03
21,4,62.25,157.55,492,340,north,39.39,3.7
22,4.2,59.93,159.58,436,312,north,40.64,3.08
23,4.4,56.81,162.67,512,276,north,42.78,4.39
24,4.6,54.42,165.69,472,312,north,45.29,3.85
25,4.8,52.11,167.15,444,348,north,46.43,2.73
26,5,49.02,168.9,456,468,west,47.87,3.54
27,5.2,46.88,167.09,444,252,west,45.94,2.8
28,5.4,44.07,163.84,456,292,west,42.68,4.29
29,5.6,42.14,157.81,444,420,west,36.77,6.33
30,5.8,40.9,152.38,472,388,west,31.5,5.57
31,6,39.66,146.1,508,420,west,25.4,6.4
32,6.2,39.94,138.61,496,420,west,17.97,7.5
33,6.4,40.94,130.22,532,532,west,9.57,8.44
34,6.6,41.11,122.05,544,500,west,2.12,8.18
35,6.8,40.38,118.86,472,336,west,0.39,3.27
36,7,40.38,118.86,340,228,west,0.39,0
37,7.2,41.16,118.78,292,184,platform,0,0.78
38,7.4,41.9,120.33,320,172,west,0.39,1.72
39,7.6,41.12,121.23,364,76,west,1.5,1.19
40,7.8,42.65,121.87,336,156,west,1.19,1.65
41,8,43.41,121.78,384,160,west,0.81,0.77
42,8.2,44.22,119.29,472,224,platform,0,2.62
43,8.4,45.02,116.82,508,252,platform,0,2.59
44,8.6,45.79,115.97,500,128,platform,0,1.15
45,8.8,46.55,115.91,484,96,platform,0,0.76
46,9,46.54,116.7,492,248,platform,0,0.79
47,9.2,48.06,116.59,516,168,platform,0,1.52
48,9.4,48.83,115.75,476,144,platform,0,1.14
49,9.6,48.82,116.53,492,56,platform,0,0.78
50,9.8,48.82,116.53,496,76,platform,0,0
51,10,48.06,116.59,476,204,platform,0,0.76
