Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00029.trk,,,,,,,
Object,0,,,,,,,
Samples,157,,,,,,,
id,57,,,,,,,
trial,1,,,,,,,
date,37:44.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:31.400,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00029.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,38:51.1,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,39:22.5,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,121.57,203.84,76,148,n ext,-,110.35
2,0.2,-,-,-,-,-,-,-
3,0.4,-,-,-,-,-,-,-
4,0.6,-,-,-,-,-,-,-
5,0.8,111.05,199.88,120,-,n ext,-,100.75
6,1,107.53,197.22,164,188,n ext,4.41,96.5
7,1.2,103.23,194.58,128,212,n ext,5.05,91.8
8,1.4,99.86,193.16,64,120,n ext,3.65,88.7
9,1.6,97.36,191.94,92,92,n ext,2.78,86.28
10,1.8,96.56,192.76,72,84,n ext,1.14,86.52
11,2,95.74,192.68,100,60,n ext,0.83,86
12,2.2,94.94,193.51,92,88,n ext,1.16,86.27
13,2.4,100.49,186.97,96,188,north,8.58,84.07
14,2.6,98.08,188.44,84,132,n ext,2.82,83.82
15,2.8,92.5,195.14,112,196,n ext,8.72,86.41
16,3,94.06,190.73,248,176,n ext,4.68,83.46
17,3.2,94.05,189.84,264,288,n ext,0.9,82.69
18,3.4,91.61,189.68,312,344,n ext,2.44,81.26
19,3.6,90.78,187.86,304,248,n ext,1.99,79.28
20,3.8,90.76,186.1,336,280,n ext,1.76,77.78
21,4,91.54,183.53,388,284,north,2.69,76.05
22,4.2,93.89,180.23,412,272,north,4.05,74.72
23,4.4,97,176.25,464,324,north,5.05,73.45
24,4.6,99.3,173.15,448,368,north,3.87,72.54
25,4.8,102.33,168.57,412,332,north,5.49,71.3
26,5,103.74,163.12,472,364,north,5.63,68.64
27,5.2,105.11,157.01,540,428,north,6.26,65.91
28,5.4,106.47,151.03,572,432,north,6.13,63.72
29,5.6,107.8,144.43,620,536,north,6.73,61.51
30,5.8,109.1,137.23,664,588,north,7.32,59.72
31,6,111.89,131.01,676,564,north,6.81,60.48
32,6.2,114.64,124.84,732,608,north,6.76,61.87
33,6.4,118.07,118.01,736,676,east,7.64,64.45
34,6.6,120.77,111.78,720,616,east,6.78,67
35,6.8,124.15,104.78,724,644,east,7.77,70.78
36,7,126.79,97.6,724,624,east,7.66,74.5
37,7.2,128.06,91.73,656,492,east,6,76.96
38,7.4,129.36,86.52,636,516,east,5.37,79.63
39,7.6,129.26,80.57,632,612,east,5.95,81.53
40,7.8,127.14,76.27,656,520,east,4.8,81.28
41,8,123.68,71.38,704,616,east,5.99,80.42
42,8.2,118.22,67.41,716,668,south,6.75,77.82
43,8.4,110.71,63.45,760,748,south,8.49,73.9
44,8.6,103.14,59.9,704,720,south,8.36,70.42
45,8.8,94.74,55.88,716,780,south,9.32,67.57
46,9,86.84,52.1,704,716,south,8.75,65.97
47,9.2,77.94,46.78,708,740,south,10.37,66.09
48,9.4,71.01,42.02,580,584,south,8.41,67.89
49,9.6,66.28,39.12,596,416,south,5.55,69.34
50,9.8,61.54,37.77,548,560,south,4.93,69.66
51,10,56.84,38.07,508,456,south,4.72,68.57
52,10.2,53.06,41.29,520,396,south,4.96,64.95
53,10.4,50.19,46.56,524,412,south,6.01,59.49
54,10.6,47.47,54.52,552,548,west,8.41,51.46
55,10.8,44.79,64.23,576,576,west,10.07,41.79
56,11,42.08,74.83,628,700,west,10.94,31.37
57,11.2,39.24,84.67,640,668,west,10.24,22.2
58,11.4,37.13,95.58,616,680,west,11.12,12.62
59,11.6,35.69,104.93,652,636,west,9.46,6.29
60,11.8,34.94,115.18,568,628,west,10.27,3.94
61,12,35.67,122.72,480,600,west,7.58,6.17
62,12.2,39.46,128,492,500,west,6.5,8.07
