Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00055.trk,,,,,,,
Object,0,,,,,,,
Samples,33,,,,,,,
id,76,,,,,,,
trial,3,,,,,,,
date,10:08.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:06.600,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00055.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,10:37.8,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,10:44.4,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,188.2,116.22,352,244,e ext,-,134.47
2,0.2,185.92,111.74,276,340,e ext,5.03,132.15
3,0.4,182.28,109.39,332,312,e ext,4.33,128.54
4,0.6,178.48,105.12,416,300,e ext,5.71,124.92
5,0.8,174,101.05,492,412,east,6.05,120.76
6,1,167.15,95.4,504,516,east,8.88,114.65
7,1.2,159.86,90.28,540,620,east,8.91,108.34
8,1.4,152.83,84.76,568,668,east,8.93,102.69
9,1.6,146.1,79.66,612,668,east,8.45,97.67
10,1.8,139.62,75.66,604,640,east,7.62,92.97
11,2,132.62,72.66,588,632,east,7.61,87.77
12,2.2,125.06,71.99,612,656,east,7.59,81.33
13,2.4,117.53,71.13,636,608,south,7.57,75.23
14,2.6,110.69,71.47,636,608,south,6.85,69.29
15,2.8,104.49,72.29,612,584,south,6.25,63.68
16,3,98.25,75.05,668,664,south,6.82,56.98
17,3.2,91.26,79.01,720,780,south,8.04,49
18,3.4,84.9,84.98,780,788,south,8.73,40.34
19,3.6,78.46,91.65,740,872,west,9.26,31.29
20,3.8,71.95,97.72,736,844,west,8.91,22.5
21,4,65.35,103.31,704,848,west,8.65,13.93
22,4.2,57.19,107,672,768,west,8.95,5.1
23,4.4,51.94,107.85,560,488,west,5.32,0.38
24,4.6,50.42,108.66,632,264,platform,1.72,0
25,4.8,48.88,111.84,696,472,platform,3.53,0
26,5,48.1,113.45,700,220,platform,1.78,0
27,5.2,48.86,113.4,652,240,platform,0.76,0
28,5.4,49.6,114.92,680,252,platform,1.69,0
29,5.6,48.08,115.8,696,208,platform,1.76,0
30,5.8,47.32,115.86,696,288,platform,0.76,0
31,6,46.54,116.7,660,268,platform,1.15,0
32,6.2,45.78,116.76,640,188,platform,0.76,0
33,6.4,45.01,117.62,660,148,platform,1.16,0
