Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00012.trk,,,,,,,
Object,0,,,,,,,
Samples,117,,,,,,,
id,43,,,,,,,
trial,4,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:23.400,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00012.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,50:47.1,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,51:10.5,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,159.18,23.83,92,188,e ext,136.48,-
2,0.2,155.74,25.64,140,224,e ext,132.66,3.88
3,0.4,153.01,27.01,208,260,e ext,129.67,3.06
4,0.6,150.28,28.3,220,244,e ext,126.73,3.02
5,0.8,148.25,27.39,216,204,e ext,125.75,2.22
6,1,147.6,24.93,220,212,e ext,126.85,2.54
7,1.2,145.59,23.09,232,180,s ext,126.58,2.72
8,1.4,143.61,20.31,300,212,s ext,127.03,3.42
9,1.6,140.95,18.72,320,252,s ext,126.24,3.1
10,1.8,138.31,16.15,352,296,s ext,126.23,3.69
11,2,134.3,14.03,356,348,s ext,125.1,4.53
12,2.2,132.27,13.83,396,240,s ext,123.92,2.03
13,2.4,128.89,13.09,416,300,s ext,122.31,3.46
14,2.6,126.18,11.11,448,240,s ext,122.18,3.36
15,2.8,123.43,10.88,388,276,s ext,120.7,2.76
16,3,121.36,10.42,360,300,s ext,119.86,2.12
17,3.2,118.56,11.88,336,280,s ext,117.05,3.15
18,3.4,117.16,13.94,380,276,s ext,114.56,2.49
19,3.6,115.75,15.96,412,184,s ext,112.1,2.46
20,3.8,113.64,17.11,408,300,s ext,109.95,2.4
21,4,111.53,17.31,380,380,s ext,108.6,2.12
