Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00005.trk,,,,,,,
Object,0,,,,,,,
Samples,302,,,,,,,
id,53,,,,,,,
trial,1,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:00.400,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00005.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,31:26.0,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,32:26.4,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,188.48,162.86,288,232,e ext,143.08,-
2,0.2,185.3,164.71,368,264,e ext,140.72,3.68
3,0.4,181.2,166.11,372,308,e ext,137.39,4.33
4,0.6,176.95,166.36,392,340,e ext,133.53,4.26
5,0.8,170.76,164.84,440,416,east,127.23,6.38
6,1,165.55,163.74,504,488,east,122.01,5.32
7,1.2,159.16,159.52,492,468,east,114.48,7.66
8,1.4,154.75,157.09,556,408,east,109.48,5.03
9,1.6,150.32,153.89,536,364,east,104.18,5.47
10,1.8,146.9,151.98,520,288,east,100.3,3.91
11,2,144.35,150.39,564,308,east,97.35,3.01
12,2.2,141.91,149.71,612,328,north,94.82,2.53
13,2.4,139.49,149.06,616,388,north,92.33,2.51
14,2.6,137.88,148.64,596,260,north,90.68,1.66
15,2.8,136.35,149.06,584,324,north,89.41,1.58
16,3,133.17,148.27,544,448,north,86.16,3.28
17,3.2,132.38,148.08,580,412,north,85.36,0.81
18,3.4,129.95,146.72,640,356,north,82.6,2.78
19,3.6,126.72,144.46,644,388,north,78.76,3.94
20,3.8,124.26,141.67,660,376,north,75.48,3.72
21,4,122.57,138.33,680,372,north,72.79,3.75
22,4.2,120.19,135.71,656,344,north,69.74,3.54
