Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00070.trk,,,,,,,
Object,0,,,,,,,
Samples,57,,,,,,,
id,78,,,,,,,
trial,2,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:11.400,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00070.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,29:02.6,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,29:14.0,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,80.94,7.09,368,580,s ext,104.18,-
2,0.2,78.72,9.36,444,420,s ext,101.35,3.18
3,0.4,76.5,11.58,512,476,s ext,98.6,3.14
4,0.6,75.01,13.03,592,360,s ext,96.8,2.08
5,0.8,73.58,15.41,556,372,s ext,94.13,2.78
6,1,72.89,17.05,532,568,s ext,92.36,1.79
7,1.2,73.87,21,540,296,s ext,88.82,4.07
8,1.4,73.97,22.83,552,252,south,87.08,1.84
9,1.6,74.18,27.35,544,496,south,82.82,4.52
10,1.8,74.31,30.02,580,252,south,80.32,2.67
11,2,73.65,32.46,596,384,south,77.8,2.53
12,2.2,72.92,33.14,592,380,south,76.93,1
13,2.4,71.45,34.49,624,224,south,75.2,1.99
14,2.6,70.01,36.69,504,504,south,72.67,2.63
15,2.8,68.66,40.6,496,408,south,68.54,4.14
16,3,68.7,41.46,532,300,south,67.73,0.86
17,3.2,70.35,44.37,548,560,south,65.46,3.35
18,3.4,72.67,45.72,548,424,south,64.98,2.69
19,3.6,74.94,46.2,564,304,south,65.39,2.32
20,3.8,77.94,46.78,616,396,south,66.09,3.06
21,4,80.19,47.99,644,484,south,66.03,2.55
22,4.2,82.43,49.15,644,488,south,66.1,2.51
23,4.4,84.68,52.61,688,444,south,64.34,4.14
24,4.6,86.91,56.74,692,404,south,62.15,4.69
25,4.8,89.11,62.23,684,440,south,59.09,5.92
26,5,90.55,66.04,684,392,south,57.17,4.07
27,5.2,90.56,68.96,688,652,south,55.08,2.92
28,5.4,89.15,72.49,732,564,south,51.61,3.79
29,5.6,86.32,75.16,716,440,south,47.71,3.89
30,5.8,83.48,77.1,736,364,south,44.33,3.44
31,6,80.63,78.3,816,368,south,41.45,3.1
32,6.2,77.76,79.5,748,452,south,38.61,3.11
33,6.4,73.41,79.83,712,428,south,35.54,4.36
34,6.6,70.5,81.01,716,356,west,32.86,3.14
35,6.8,67.57,82.2,700,544,west,30.23,3.16
36,7,65.38,84.97,724,600,west,26.71,3.53
37,7.2,63.93,90.06,724,568,west,21.67,5.29
38,7.4,63.93,94.5,736,420,west,18.21,4.44
39,7.6,63.18,99.62,712,448,west,14.16,5.18
40,7.8,62.41,104.02,760,424,west,11.08,4.46
41,8,60.87,109.17,756,452,west,7.57,5.38
42,8.2,59.35,112.17,672,356,west,5.58,3.36
43,8.4,58.55,115.91,584,328,west,5.2,3.83
44,8.6,57.78,117.44,592,312,west,4.71,1.72
45,8.8,56.99,119.74,620,380,west,5.17,2.43
46,9,55.48,120.61,576,356,west,4.37,1.74
47,9.2,53.26,120.03,560,272,west,2.3,2.29
48,9.4,51.81,117.86,580,404,platform,0,2.62
49,9.6,50.33,116.42,660,232,platform,0,2.06
50,9.8,49.58,116.48,660,136,platform,0,0.76
51,10,49.58,116.48,680,164,platform,0,0
52,10.2,49.58,116.48,660,220,platform,0,0
53,10.4,48.82,116.53,652,160,platform,0,0.76
54,10.6,49.58,116.48,632,172,platform,0,0.76
55,10.8,48.83,115.75,676,212,platform,0,1.04
56,11,48.82,116.53,680,188,platform,0,0.78
57,11.2,48.82,116.53,668,132,platform,0,0
