Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00053.trk,,,,,,,
Object,0,,,,,,,
Samples,124,,,,,,,
id,76,,,,,,,
trial,1,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:24.800,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00053.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,51:13.5,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,51:38.3,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,199.3,132.35,120,60,e ext,146.71,-
2,0.2,188.44,130.14,120,240,e ext,135.67,11.07
3,0.4,189.01,128.12,104,128,e ext,136,2.1
4,0.6,196.73,132.94,100,204,e ext,144.24,9.1
5,0.8,194.71,136.93,236,296,e ext,142.83,4.47
6,1,193.06,137.63,268,272,e ext,141.32,1.79
7,1.2,190.13,141.2,324,240,e ext,139.09,4.61
8,1.4,187.55,146.81,324,288,e ext,137.73,6.17
9,1.6,182.24,151.31,344,380,e ext,133.68,6.97
10,1.8,176.76,154.45,364,348,e ext,129.32,6.31
11,2,172.04,156.68,400,396,east,125.53,5.22
12,2.2,166.6,159.45,376,432,east,121.36,6.11
13,2.4,161.76,160.46,404,388,east,117.24,4.94
14,2.6,157.81,161.75,372,424,east,114.11,4.15
15,2.8,154.73,163.32,332,352,north,111.96,3.46
16,3,151.65,164.87,344,276,north,109.86,3.45
17,3.2,149.43,166.71,352,240,north,108.72,2.89
18,3.4,144.42,165.8,340,412,north,103.88,5.09
19,3.6,140.31,165.26,468,312,north,100.03,4.15
20,3.8,132.85,162.92,508,472,north,92.4,7.82
21,4,125.48,160.08,584,476,north,84.62,7.9
22,4.2,118.18,156.02,548,508,north,76.28,8.35
