Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00018.trk,,,,,,,
Object,0,,,,,,,
Samples,35,,,,,,,
id,50,,,,,,,
trial,2,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:07.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00018.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,05:13.4,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,05:20.4,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,76.4,9.66,320,624,s ext,100.42,-
2,0.2,74.32,14.7,512,600,s ext,95.01,5.45
3,0.4,73.78,19.15,628,564,s ext,90.57,4.49
4,0.6,72.49,24.22,588,504,south,85.34,5.23
5,0.8,72.02,30.29,576,436,south,79.38,6.09
6,1,72.18,33.81,600,352,south,76.06,3.52
7,1.2,72.33,37.28,596,516,south,72.81,3.47
8,1.4,73.21,40.03,596,544,south,70.5,2.88
9,1.6,73.24,40.87,584,540,south,69.72,0.85
10,1.8,74.8,42.05,612,284,south,69.17,1.95
11,2,76.34,43.21,532,280,south,68.69,1.93
12,2.2,76.34,43.21,524,488,south,68.69,0
13,2.4,76.34,43.21,552,412,south,68.69,0
14,2.6,75.52,41.38,592,344,south,70.06,2
15,2.8,73.24,40.87,544,456,south,69.72,2.34
16,3,70.21,40.99,556,436,south,68.62,3.04
17,3.2,67.22,42.77,616,388,south,66.06,3.47
18,3.4,62.79,46.68,640,528,south,61.18,5.91
19,3.6,59.15,51.62,676,516,south,55.61,6.14
20,3.8,55.6,59.1,684,608,south,47.6,8.28
21,4,52.81,66.76,672,604,west,39.59,8.16
22,4.2,50,75.28,624,640,west,30.81,8.97
23,4.4,47.91,83.97,640,592,west,22.02,8.94
24,4.6,46.54,93.58,724,628,west,12.42,9.7
25,4.8,45.08,102.4,664,692,west,3.63,8.94
26,5,43.54,107.26,684,460,platform,0,5.1
27,5.2,43.53,110.5,620,368,platform,0,3.23
28,5.4,44.3,111.27,640,316,platform,0,1.09
29,5.6,44.3,112.07,640,192,platform,0,0.8
30,5.8,43.52,113.72,580,372,platform,0,1.83
31,6,44.28,113.68,624,316,platform,0,0.77
32,6.2,45.04,114.43,576,312,platform,0,1.07
33,6.4,45.81,114.38,604,164,platform,0,0.77
34,6.6,45.04,114.43,612,120,platform,0,0.77
35,6.8,45.81,114.38,616,140,platform,0,0.77
