Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00045.trk,,,,,,,
Object,0,,,,,,,
Samples,67,,,,,,,
id,82,,,,,,,
trial,1,,,,,,,
date,40:22.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:13.400,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00045.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,41:31.2,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,41:44.6,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,117.69,197.89,76,208,n ext,-,103.3
2,0.2,-,-,-,-,-,-,-
3,0.4,-,-,-,-,-,-,-
4,0.6,123.71,198.84,136,-,n ext,-,107.96
5,0.8,124.25,195.28,228,220,n ext,3.6,105.72
6,1,124.01,192.43,320,244,n ext,2.86,103.49
7,1.2,124.55,188.95,356,276,n ext,3.52,101.44
8,1.4,125.01,184.61,440,324,north,4.37,98.81
9,1.6,126.24,179.69,548,396,north,5.07,96.53
10,1.8,128.14,173.35,608,516,north,6.62,94.15
11,2,130.85,167.36,588,532,north,6.57,93.06
12,2.2,133.44,160.59,648,572,north,7.25,91.75
13,2.4,136.81,154.09,672,640,north,7.32,91.81
14,2.6,140.05,146.74,688,624,north,8.04,92.05
15,2.8,143.19,138.49,648,704,east,8.83,92.66
16,3,147.86,130.41,684,724,east,9.33,95.55
17,3.2,153.36,122.97,668,760,east,9.25,100.02
18,3.4,158.98,116.81,672,724,east,8.34,105.27
19,3.6,165.48,111.14,628,644,east,8.62,111.71
20,3.8,171.49,107.78,584,556,east,6.89,117.81
21,4,176.96,106.07,588,380,east,5.73,123.35
22,4.2,180.13,105.17,556,304,e ext,3.3,126.56
23,4.4,182.49,104.21,492,336,e ext,2.55,128.98
24,4.6,185.46,101.08,524,464,e ext,4.31,132.17
25,4.8,187.46,96.74,440,364,e ext,4.78,134.61
26,5,186.27,93.53,452,404,e ext,3.42,133.83
27,5.2,182.76,91.61,488,316,e ext,4,130.65
28,5.4,178.42,88.83,564,348,e ext,5.15,126.86
29,5.6,173.42,86.3,616,412,east,5.61,122.42
30,5.8,167.79,84.02,608,448,east,6.07,117.4
31,6,160.78,81.2,648,592,east,7.56,111.28
32,6.2,153.23,77.86,688,656,east,8.25,105.01
33,6.4,145.92,73.93,656,664,east,8.3,99.46
34,6.6,138.81,69.42,684,700,east,8.42,94.75
35,6.8,131.19,64.37,740,760,east,9.14,90.41
36,7,124.37,59.99,716,736,south,8.11,87.03
37,7.2,116.9,55.51,720,780,south,8.7,83.67
38,7.4,109.39,50.68,732,732,south,8.94,81.32
39,7.6,101.73,44.53,716,760,south,9.82,80.79
40,7.8,94.58,39.36,736,708,south,8.83,80.86
41,8,87.19,33.52,700,708,south,9.42,82.1
42,8.2,79.54,27.78,704,676,south,9.57,84.19
43,8.4,73.97,22.83,636,612,south,7.45,87.08
44,8.6,67.46,18.11,552,692,s ext,8.04,90.08
45,8.8,62.71,18.33,512,488,s ext,4.76,88.98
46,9,58.1,21.3,516,452,s ext,5.48,85.35
47,9.2,56.03,26.09,560,380,south,5.22,80.36
48,9.4,54.02,31.76,616,424,south,6.02,74.52
49,9.6,52.12,39.21,608,504,south,7.68,66.94
50,9.8,51.01,46.81,640,480,south,7.68,59.29
51,10,49.14,55.83,636,564,west,9.21,50.19
52,10.2,47.97,64.08,672,548,west,8.34,41.91
53,10.4,45.98,72.96,704,592,west,9.1,33.04
54,10.6,45.51,82.05,636,612,west,9.1,23.96
55,10.8,44.17,91.8,676,608,west,9.84,14.27
56,11,43.52,101.58,668,640,west,9.8,4.84
57,11.2,42.77,106.47,636,512,west,4.95,0.56
58,11.4,42.76,109.72,636,320,platform,3.25,0
59,11.6,42.76,112.15,660,264,platform,2.43,0
60,11.8,43.53,111.3,672,148,platform,1.15,0
61,12,43.53,112.11,660,148,platform,0.81,0
62,12.2,43.52,112.92,688,164,platform,0.81,0
63,12.4,43.52,113.72,676,164,platform,0.81,0
64,12.6,42.74,114.58,672,220,platform,1.16,0
65,12.8,43.51,114.53,696,176,platform,0.77,0
66,13,44.28,114.48,636,204,platform,0.77,0
67,13.2,44.28,114.48,660,184,platform,0,0
