Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0002\data\track_00068.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,71,,,,,,,
trial,4,,,,,,,
date,43:37.0,yyyy-MM-dd HH:mm:ss,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:01:30.000,dd:HH:mm:ss,,,,,,
Tracking profile,Tracking profile (1),,,,,,,
Arena,wm trial,,,,,,,
Track file,track_00068.trk,,,,,,,
Object,0,,,,,,,
Arena profile,wm learning ,,,,,,,
Start date & time,44:06.1,yyyy-MM-dd HH:mm:ss,,,,,,
Stop date & time,45:36.1,yyyy-MM-dd HH:mm:ss,,,,,,
Trial number,1,,,,,,,
Mobility low,20,,,,,,,
Mobility high,60,,,,,,,
Movie file,,,,,,,,
Maximum voltage x,0,,,,,,,
Maximum voltage y,0,,,,,,,
Mobility running av,1,,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,86.49,11.19,208,512,s ext,-,102.17
2,0.2,87.89,7.69,252,316,s ext,3.77,105.94
3,0.4,89.25,3.15,256,292,s ext,4.74,110.66
4,0.6,91.55,3.54,292,284,s ext,2.33,111.15
5,0.8,96.12,5.1,288,428,s ext,4.83,111.55
6,1,99.88,7.32,232,400,s ext,4.37,111.2
7,1.2,101.44,12.99,272,480,s ext,5.88,106.94
8,1.4,102.23,17.56,436,404,s ext,4.64,103.37
9,1.6,103,22.02,424,420,s ext,4.53,99.98
10,1.8,103.05,27.24,460,316,south,5.21,95.64
11,2,102.37,31.48,424,308,south,4.29,91.74
12,2.2,101.67,33.97,444,412,south,2.59,89.28
13,2.4,99.57,37.21,448,412,south,3.86,85.41
14,2.6,97.43,37.92,436,452,south,2.25,83.64
15,2.8,93.84,37.66,464,340,south,3.6,81.87
16,3,91.66,37.44,492,324,south,2.18,80.89
17,3.2,89.44,35.51,516,344,south,2.94,81.42
18,3.4,88.69,34.57,456,348,south,1.2,81.87
19,3.6,87.17,32.67,460,380,south,2.44,82.85
20,3.8,87.1,30.1,508,400,south,2.57,85.11
21,4,88.54,28.6,480,300,south,2.08,87.09
22,4.2,89.24,26.98,480,208,south,1.77,88.86
23,4.4,89.96,26.21,488,168,south,1.05,89.86
24,4.6,91.42,25.54,460,172,south,1.61,91.13
25,4.8,92.16,25.63,444,296,south,0.74,91.39
26,5,95.11,26.81,496,396,south,3.18,91.78
27,5.2,97.33,29.57,544,296,south,3.54,90.57
28,5.4,100.24,33.1,520,336,south,4.58,89.21
29,5.6,101.68,34.8,532,252,south,2.23,88.59
30,5.8,103.81,37.3,564,432,south,3.29,87.8
31,6,108.02,38.85,472,460,south,4.48,89.16
32,6.2,110.11,39.56,524,412,south,2.2,89.96
33,6.4,112.87,40.17,548,448,south,2.83,91.33
34,6.6,116.32,39.01,464,460,south,3.64,94.52
35,6.8,117.7,37.2,452,460,south,2.28,96.79
36,7,117.72,34.72,484,344,south,2.48,98.62
37,7.2,117.73,33.05,536,276,south,1.67,99.88
38,7.4,115,29.18,508,324,south,4.74,101.06
39,7.6,112.22,26.04,488,340,south,4.19,101.85
40,7.8,109.42,23.64,452,364,south,3.69,102.17
41,8,107.28,21.11,380,328,s ext,3.31,103.09
42,8.2,105.85,19.37,356,288,s ext,2.26,103.75
43,8.4,105.1,15.79,288,252,s ext,3.66,106.37
44,8.6,105.1,15.79,296,224,s ext,0,106.37
45,8.8,104.38,15.79,308,244,s ext,0.72,106
46,9,105.08,13.97,312,236,s ext,1.95,107.92
47,9.2,105.06,11.21,304,224,s ext,2.76,110.27
48,9.4,106.47,7.46,264,248,s ext,4.01,114.22
49,9.6,108.63,5.5,136,232,s ext,2.91,117
50,9.8,110.07,6.37,112,160,s ext,1.69,117
51,10,112.23,11.8,104,216,s ext,5.84,113.58
52,10.2,112.94,15.38,184,200,s ext,3.65,110.99
53,10.4,112.23,18.14,324,356,s ext,2.85,108.3
54,10.6,112.23,22.57,436,336,s ext,4.42,104.67
55,10.8,112.22,27.76,452,336,south,5.19,100.48
56,11,111.51,33.72,480,428,south,6,95.34
57,11.2,109.41,39.6,512,432,south,6.24,89.48
58,11.4,107.32,45.29,584,408,south,6.06,83.81
59,11.6,105.92,53.86,632,616,south,8.68,76.63
60,11.8,104.53,60.64,640,592,south,6.93,70.93
61,12,104.51,68.69,616,568,south,8.05,65.78
62,12.2,105.17,75.84,668,612,south,7.17,62.28
63,12.4,105.83,83.55,652,600,south,7.74,58.93
64,12.6,107.9,90.49,688,652,south,7.23,58.03
65,12.8,110.68,97.41,704,664,east,7.47,58.74
66,13,114.24,104.43,676,692,east,7.86,60.99
67,13.2,117.89,110.9,668,624,east,7.43,64.14
68,13.4,121.67,117.59,664,612,east,7.69,68.02
69,13.6,124.9,125.23,636,604,east,8.29,72.04
70,13.8,127.45,131.57,592,532,east,6.83,75.75
71,14,129.3,137.22,544,408,north,5.95,78.9
72,14.2,131.17,142.26,504,384,north,5.37,82.18
73,14.4,132.25,146.45,428,316,north,4.33,84.64
74,14.6,132.64,151.36,424,340,north,4.92,86.89
75,14.8,131.45,155.92,396,412,north,4.71,87.79
76,15,129.31,158.62,356,304,north,3.45,87.19
77,15.2,126.22,159.45,464,292,north,3.2,84.93
78,15.4,120,160.4,528,456,north,6.29,80.17
