Track file,C:\Users\tiago\neuroscience\rat_navigation\data\ethovision\exp nestle morris_0003\data\track_00015.trk,,,,,,,
Object,0,,,,,,,
Samples,105,,,,,,,
id,52,,,,,,,
trial,3,,,,,,,
comment,,,,,,,,
Status,Acquired,,,,,,,
Trial duration,0000:00:00:21.000,dd:HH:mm:ss,,,,,,
24,4.6,98.23,156.31,652,464,north,60.04,3.26
25,4.8,97.44,153.96,672,316,north,57.95,2.48
26,5,96.66,150.89,744,360,north,55.48,3.17
27,5.2,94.4,147.05,664,576,north,51.42,4.45
28,5.4,93.66,144.82,644,356,north,49.58,2.35
29,5.6,91.45,141.84,712,332,north,46.12,3.7
30,5.8,90.01,138.94,756,348,north,43.33,3.24
31,6,87.85,136.07,768,396,north,40,3.59
32,6.2,85.72,132.55,768,440,north,36.44,4.12
33,6.4,83.62,129.06,748,428,north,33.04,4.07
34,6.6,82.22,126.99,756,320,north,30.95,2.5
35,6.8,80.82,124.93,692,600,west,28.94,2.49
36,7,78.7,123.59,716,352,west,26.51,2.51
37,7.2,77.98,123.61,716,480,west,25.83,0.72
38,7.4,77.26,123.63,784,404,west,25.15,0.72
39,7.6,74.36,124.44,820,316,west,22.71,3.01
40,7.8,71.41,126.72,780,376,west,21.09,3.73
41,8,69.19,128.3,760,316,west,20.07,2.72
42,8.2,66.94,130.65,724,292,west,19.57,3.25
43,8.4,64.67,133.05,716,280,west,19.57,3.31
44,8.6,63.13,135.44,672,516,west,20.46,2.84
45,8.8,61.58,137.86,672,280,west,21.44,2.88
46,9,60.78,139.47,700,372,west,22.35,1.79
47,9.2,60.7,141.74,712,420,west,24.27,2.27
48,9.4,59.83,144.9,692,412,west,26.74,3.28
49,9.6,59.71,147.98,640,300,west,29.53,3.08
50,9.8,60.35,150.16,560,584,west,31.8,2.28
51,10,62.45,152.86,608,368,north,35.08,3.42
52,10.2,65.33,154.68,652,388,north,37.91,3.41
53,10.4,68.99,155.67,612,384,north,40.48,3.8
54,10.6,72.69,155.98,580,544,north,42.67,3.71
55,10.8,76.42,155.61,628,352,north,44.55,3.75
56,11,80.2,153.08,656,444,north,44.87,4.55
57,11.2,83.95,151.42,664,424,north,46.17,4.1
58,11.4,86.23,147.66,620,548,north,45.29,4.4
59,11.6,87.03,143.26,656,468,north,43.2,4.47
60,11.8,87.81,138.93,676,508,north,41.49,4.4
61,12,87.16,133.24,720,564,north,38.03,5.72
62,12.2,85.07,128.34,752,552,north,34.1,5.32
63,12.4,83.72,123.49,764,556,north,31.33,5.04
64,12.6,80.23,118.69,792,652,west,26.91,5.93
65,12.8,76.02,114.59,764,548,west,22.28,5.88
66,13,72.49,111.14,800,508,west,18.76,4.93
67,13.2,68.95,106.92,796,524,west,15.93,5.51
68,13.4,64.63,101.85,776,620,west,14.12,6.66
69,13.6,61.71,97.36,780,516,west,14.6,5.35
70,13.8,57.22,92.64,700,560,west,15.84,6.52
71,14,53.4,89.28,656,420,west,17.55,5.08
72,14.2,49.52,86.56,608,456,west,19.54,4.74
73,14.4,46.4,86.26,628,540,west,19.74,3.13
74,14.6,43.28,86.77,644,360,west,19.37,3.17
75,14.8,39.37,88.93,660,400,west,18.01,4.46
76,15,37.01,90.45,592,284,west,17.29,2.8
77,15.2,34.68,93.74,580,516,west,15.49,4.03
78,15.4,33.96,97.18,652,336,west,13.15,3.51
79,15.6,33.28,104.11,692,456,west,8.76,6.96
80,15.8,32.54,110.19,724,488,west,6.78,6.13
81,16,32.56,117.1,672,484,west,6.68,6.91
82,16.2,31.74,122.38,684,396,west,9.28,5.34
83,16.4,31.67,128.44,596,712,west,12.94,6.06
84,16.6,33.17,132.46,580,392,west,15.14,4.29
85,16.8,35.45,134.55,576,388,west,15.75,3.1
86,17,38.48,136.44,560,432,west,16.24,3.57
87,17.2,42.29,136.49,616,368,west,15.55,3.81
88,17.4,46.82,136.42,496,464,west,15.31,4.53
89,17.6,49.88,134.31,460,436,west,13.59,3.72
90,17.8,51.43,132.51,520,244,west,12.28,2.37
91,18,53.79,128.35,584,440,west,9.22,4.78
92,18.2,54.65,124.46,616,424,west,6.59,3.99
93,18.4,54.72,121.43,544,456,west,4.31,3.04
94,18.6,54.76,119.91,588,396,west,3.39,1.52
95,18.8,51.77,120.16,572,392,west,1.53,3
96,19,48.78,118.87,704,412,platform,0,3.25
97,19.2,47.3,116.64,756,340,platform,0,2.68
98,19.4,46.56,115.12,788,272,platform,0,1.7
99,19.6,46.56,115.12,756,144,platform,0,0
100,19.8,45.04,114.43,736,276,platform,0,1.67
101,20,45.82,112.79,720,248,platform,0,1.82
102,20.2,45.82,113.58,680,304,platform,0,0.8
103,20.4,45.82,113.58,684,340,platform,0,0
104,20.6,45.04,114.43,684,280,platform,0,1.15
105,20.8,44.28,114.48,700,240,platform,0,0.77
