Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0002\data\track_00069.trk
Object,0
Samples,450
treatment,1,
cage,43,
mark,2,
id,83,
trial,5,
date,2009-07-27 12:05:10.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,67.04,191.57,1312.00,280.00,n ext,80.84,-
2,0.20,105.17,189.82,1308.00,2620.00,n ext,91.11,38.17
3,0.40,64.74,184.95,584.00,1892.00,n ext,74.02,40.73
4,0.60,68.27,186.98,592.00,248.00,n ext,76.43,4.07
5,0.80,75.43,189.74,640.00,480.00,n ext,80.42,7.68
6,1.00,83.26,189.26,696.00,472.00,n ext,81.87,7.84
7,1.20,93.15,189.16,744.00,480.00,n ext,85.15,9.89
8,1.40,103.16,189.66,628.00,452.00,n ext,89.97,10.02
9,1.60,111.41,189.58,648.00,460.00,n ext,94.17,8.25
10,1.80,121.59,190.28,596.00,460.00,n ext,100.59,10.20
11,2.00,131.68,191.58,636.00,576.00,n ext,107.86,10.18
12,2.20,141.87,194.37,592.00,412.00,n ext,116.71,10.57
13,2.40,145.77,194.79,560.00,392.00,n ext,119.70,3.92
14,2.60,149.33,194.44,600.00,360.00,n ext,121.97,3.58
15,2.80,156.72,195.76,572.00,460.00,n ext,128.21,7.50
16,3.00,160.63,193.99,592.00,620.00,n ext,129.94,4.30
17,3.20,164.84,191.66,796.00,716.00,n ext,131.67,4.80
18,3.40,166.44,188.64,852.00,648.00,n ext,131.05,3.42
19,3.60,171.56,187.92,884.00,712.00,north,134.71,5.17
20,3.80,172.70,184.58,740.00,784.00,north,133.67,3.53
21,4.00,173.62,182.66,780.00,600.00,north,133.31,2.12
22,4.20,172.77,178.66,792.00,628.00,north,130.35,4.09
23,4.40,170.51,173.14,804.00,676.00,east,125.44,5.97
24,4.60,166.17,164.07,828.00,776.00,east,117.05,10.06
25,4.80,161.14,153.73,848.00,692.00,east,107.76,11.49
26,5.00,157.50,144.23,868.00,652.00,east,100.52,10.18
27,5.20,154.25,132.29,860.00,816.00,east,93.47,12.38
28,5.40,152.77,123.33,904.00,716.00,east,89.71,9.08
29,5.60,152.01,111.77,836.00,780.00,reveral larger,87.12,11.59
30,5.80,152.52,99.74,844.00,712.00,reveral larger,87.15,12.04
31,6.00,153.68,91.01,880.00,660.00,east,88.82,8.80
32,6.20,156.90,79.28,912.00,752.00,east,93.90,12.17
33,6.40,161.34,66.75,808.00,776.00,east,101.62,13.29
34,6.60,168.06,54.10,788.00,836.00,east,112.43,14.33
35,6.80,173.28,47.75,864.00,556.00,east,119.74,8.22
36,7.00,180.43,38.63,808.00,640.00,east,130.13,11.60
37,7.20,185.59,34.13,760.00,448.00,e ext,136.77,6.84
38,7.40,190.89,29.37,776.00,432.00,e ext,143.68,7.12
39,7.60,194.51,25.59,676.00,340.00,e ext,148.66,5.24
40,7.80,194.51,25.59,724.00,336.00,e ext,148.66,0.00
41,8.00,192.69,26.80,680.00,324.00,e ext,146.48,2.19
42,8.20,190.00,29.96,664.00,384.00,e ext,142.61,4.15
43,8.40,191.79,24.75,652.00,396.00,e ext,146.69,5.51
44,8.60,194.78,16.40,704.00,564.00,e ext,153.51,8.86
45,8.80,195.13,11.81,720.00,456.00,e ext,156.25,4.60
46,9.00,195.59,7.66,708.00,412.00,e ext,158.92,4.17
47,9.20,195.10,4.85,704.00,452.00,e ext,160.11,2.86
48,9.40,193.31,5.02,732.00,340.00,e ext,158.55,1.80
49,9.60,190.43,6.29,740.00,488.00,south,155.46,3.15
50,9.80,186.34,9.27,708.00,392.00,south,150.40,5.06
51,10.00,179.09,16.08,732.00,496.00,south,140.55,9.94
52,10.20,171.08,23.75,736.00,508.00,south,129.60,11.09
53,10.40,162.41,31.40,748.00,636.00,south,118.14,11.56
54,10.60,152.93,41.09,776.00,620.00,south,104.93,13.56
55,10.80,142.88,51.05,808.00,688.00,south,91.19,14.15
56,11.00,133.51,60.41,892.00,748.00,south,78.44,13.25
57,11.20,125.02,69.08,920.00,868.00,south,66.98,12.13
58,11.40,117.03,76.39,972.00,884.00,south,56.76,10.83
59,11.60,109.83,83.69,1012.00,1024.00,south,47.42,10.26
60,11.80,104.27,89.87,1088.00,1076.00,south,40.26,8.31
61,12.00,97.94,96.42,1096.00,1216.00,south,32.82,9.11
62,12.20,92.96,102.89,1080.00,1176.00,west,27.56,8.16
63,12.40,87.64,109.08,1060.00,1068.00,west,23.04,8.17
64,12.60,81.90,116.71,1076.00,1056.00,west,20.39,9.55
65,12.80,74.76,126.88,1000.00,1196.00,north,21.79,12.43
66,13.00,67.79,136.67,952.00,944.00,north,27.05,12.01
67,13.20,57.07,150.38,832.00,1048.00,north,39.15,17.40
68,13.40,45.49,163.15,840.00,912.00,north,53.09,17.24
69,13.60,32.54,176.95,796.00,868.00,north,69.93,18.92
70,13.80,19.58,190.29,796.00,760.00,north,87.10,18.60
71,14.00,4.36,204.52,604.00,624.00,n ext,106.57,20.84
72,14.20,4.58,204.82,548.00,144.00,n ext,106.74,0.37
73,14.40,7.43,202.57,544.00,276.00,n ext,103.42,3.63
74,14.60,11.47,199.12,516.00,204.00,n ext,98.53,5.31
75,14.80,10.50,200.68,524.00,384.00,n ext,100.36,1.84
76,15.00,3.50,206.41,436.00,280.00,n ext,108.65,9.04
77,15.20,-1.25,209.48,496.00,308.00,n ext,113.63,5.66
78,15.40,-4.56,211.33,564.00,388.00,n ext,116.88,3.79
79,15.60,-7.83,212.97,480.00,484.00,n ext,119.97,3.66
80,15.80,-10.88,214.66,540.00,380.00,n ext,123.01,3.49
81,16.00,-12.12,214.58,632.00,572.00,n ext,123.61,1.24
82,16.20,-15.88,217.09,596.00,564.00,n ext,127.76,4.51
83,16.40,-18.72,218.67,616.00,564.00,n ext,130.66,3.26
84,16.60,-20.37,219.65,580.00,412.00,n ext,132.40,1.92
85,16.80,-20.26,218.64,664.00,532.00,w ext,131.51,1.02
86,17.00,-16.17,213.18,596.00,460.00,w ext,124.69,6.82
87,17.20,-14.46,209.51,596.00,536.00,w ext,120.71,4.04
88,17.40,-11.74,204.26,628.00,456.00,w ext,114.84,5.91
89,17.60,-9.49,199.51,572.00,440.00,w ext,109.67,5.25
90,17.80,-5.90,194.86,576.00,396.00,w ext,103.80,5.88
91,18.00,-2.42,190.33,540.00,364.00,w ext,98.09,5.71
92,18.20,0.74,186.93,632.00,452.00,w ext,93.49,4.64
93,18.40,3.54,180.20,664.00,560.00,w ext,86.39,7.29
94,18.60,8.82,170.11,684.00,572.00,w ext,75.15,11.39
95,18.80,15.12,156.58,648.00,492.00,w ext,60.67,14.92
96,19.00,20.00,141.74,728.00,608.00,west,46.61,15.62
97,19.20,23.87,121.69,764.00,732.00,west,32.07,20.42
98,19.40,24.74,102.76,720.00,732.00,w ext,27.14,18.94
99,19.60,23.17,84.87,716.00,724.00,w ext,31.71,17.97
100,19.80,19.65,67.94,668.00,568.00,w ext,43.22,17.28
101,20.00,15.97,54.53,628.00,464.00,w ext,54.87,13.91
102,20.20,14.89,49.43,528.00,356.00,w ext,59.32,5.22
