Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0002\data\track_00070.trk
Object,0
Samples,146
treatment,1,
cage,43,
mark,2,
id,83,
trial,6,
date,2009-07-27 12:09:58.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,207.61,-14.38,560.00,724.00,e ext,181.58,-
2,0.20,206.69,-13.98,552.00,248.00,s ext,180.61,1.00
3,0.40,205.56,-12.86,624.00,176.00,s ext,179.03,1.59
4,0.60,203.14,-9.93,584.00,232.00,s ext,175.33,3.80
5,0.80,202.19,-9.53,592.00,240.00,s ext,174.33,1.03
6,1.00,199.94,-7.35,528.00,272.00,s ext,171.22,3.13
7,1.20,200.07,-8.01,604.00,308.00,s ext,171.72,0.67
8,1.40,196.68,-4.79,596.00,320.00,s ext,167.07,4.68
9,1.60,189.86,1.97,632.00,404.00,south,157.55,9.60
10,1.80,184.30,7.96,644.00,404.00,south,149.52,8.17
11,2.00,175.82,16.78,668.00,408.00,south,137.48,12.23
12,2.20,167.81,24.83,708.00,424.00,south,126.30,11.36
13,2.40,161.06,30.92,688.00,420.00,south,117.28,9.10
14,2.60,154.81,37.05,668.00,412.00,south,108.69,8.75
15,2.80,149.21,43.25,640.00,556.00,south,100.63,8.35
16,3.00,142.33,52.07,656.00,520.00,south,90.20,11.19
17,3.20,137.47,60.37,708.00,524.00,south,81.98,9.61
18,3.40,132.97,69.04,740.00,608.00,south,74.29,9.77
19,3.60,128.99,77.95,736.00,620.00,east,67.39,9.76
20,3.80,126.76,85.38,768.00,672.00,east,63.17,7.75
21,4.00,125.47,94.03,788.00,756.00,east,60.45,8.75
22,4.20,125.67,101.80,888.00,740.00,east,60.27,7.77
23,4.40,127.87,110.73,804.00,732.00,east,63.03,9.20
24,4.60,131.10,120.12,844.00,760.00,east,67.88,9.94
25,4.80,134.60,128.90,904.00,732.00,east,73.73,9.45
26,5.00,138.29,137.56,816.00,680.00,east,80.23,9.42
27,5.20,145.15,148.54,816.00,792.00,north,91.14,12.94
28,5.40,151.68,157.94,732.00,668.00,north,101.44,11.45
29,5.60,157.67,166.18,684.00,608.00,north,110.87,10.18
30,5.80,160.06,171.12,744.00,548.00,north,115.60,5.49
31,6.00,161.70,175.90,836.00,748.00,north,119.68,5.05
32,6.20,159.20,177.16,704.00,660.00,north,118.39,2.80
33,6.40,152.70,176.09,720.00,632.00,north,112.51,6.59
34,6.60,143.60,174.05,776.00,608.00,north,104.08,9.32
35,6.80,133.63,172.10,736.00,576.00,north,95.22,10.16
36,7.00,121.51,168.42,768.00,648.00,north,83.89,12.67
37,7.20,111.21,165.47,776.00,528.00,north,74.70,10.71
38,7.40,98.76,162.45,784.00,680.00,north,64.68,12.81
39,7.60,85.49,161.62,804.00,700.00,north,56.93,13.30
40,7.80,71.02,163.45,788.00,720.00,north,53.81,14.58
41,8.00,56.88,167.17,816.00,732.00,north,55.94,14.62
42,8.20,43.00,172.68,728.00,712.00,north,62.93,14.94
43,8.40,34.27,177.07,748.00,492.00,north,69.48,9.77
44,8.60,23.30,184.07,720.00,508.00,north,79.92,13.02
45,8.80,13.32,190.42,752.00,576.00,north,89.92,11.82
46,9.00,3.62,197.49,660.00,588.00,n ext,100.80,12.01
47,9.20,0.44,199.07,636.00,584.00,n ext,103.80,3.55
48,9.40,1.32,196.43,660.00,536.00,n ext,101.08,2.79
49,9.60,3.55,191.78,624.00,532.00,w ext,95.96,5.16
50,9.80,10.13,180.98,660.00,604.00,west,83.32,12.64
51,10.00,17.71,166.47,628.00,648.00,west,67.02,16.37
52,10.20,22.09,155.55,716.00,568.00,west,55.54,11.77
53,10.40,26.32,143.90,704.00,572.00,west,43.76,12.39
54,10.60,28.94,133.62,672.00,512.00,west,34.54,10.61
55,10.80,31.88,124.54,740.00,476.00,west,26.65,9.55
56,11.00,36.62,111.48,772.00,656.00,west,16.56,13.89
57,11.20,40.69,99.67,764.00,696.00,west,11.28,12.50
58,11.40,43.47,87.81,800.00,692.00,west,12.34,12.18
59,11.60,45.01,78.33,820.00,604.00,west,17.96,9.60
60,11.80,46.16,69.28,764.00,728.00,west,25.34,9.12
61,12.00,44.68,60.02,748.00,760.00,west,34.47,9.38
62,12.20,40.42,49.79,748.00,712.00,west,45.55,11.08
63,12.40,37.32,43.70,720.00,468.00,west,52.34,6.83
64,12.60,33.40,37.72,684.00,508.00,west,59.36,7.15
65,12.80,32.89,34.54,736.00,540.00,south,62.50,3.23
66,13.00,33.55,32.54,644.00,548.00,south,64.11,2.11
67,13.20,36.87,33.45,652.00,496.00,south,62.12,3.44
68,13.40,45.22,37.52,684.00,696.00,south,55.99,9.29
69,13.60,51.34,40.28,692.00,488.00,south,52.32,6.71
70,13.80,62.60,45.63,756.00,608.00,south,47.05,12.47
