Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00072.trk
Object,0
Samples,450
treatment,1,
cage,43,
mark,2,
id,83,
trial,4,
date,2009-07-26 14:15:27.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,65.79,188.21,560.00,556.00,n ext,77.37,-
2,0.20,68.29,184.39,540.00,332.00,n ext,73.87,4.57
3,0.40,65.88,185.61,540.00,184.00,n ext,74.79,2.70
4,0.60,63.93,188.50,528.00,252.00,n ext,77.49,3.49
5,0.80,61.90,191.46,380.00,228.00,n ext,80.32,3.59
6,1.00,67.04,191.57,300.00,256.00,n ext,80.84,5.14
7,1.20,75.43,189.74,140.00,328.00,n ext,80.42,8.59
8,1.40,82.70,186.55,128.00,212.00,n ext,79.11,7.94
9,1.60,82.21,183.89,388.00,356.00,n ext,76.43,2.70
10,1.80,95.46,182.89,588.00,512.00,n ext,80.41,13.29
11,2.00,110.65,182.40,776.00,676.00,n ext,87.81,15.19
12,2.20,127.38,184.69,644.00,716.00,n ext,99.82,16.89
13,2.40,143.94,187.99,708.00,608.00,n ext,113.60,16.88
14,2.60,162.11,194.01,828.00,720.00,n ext,131.07,19.14
15,2.80,180.07,202.27,768.00,708.00,n ext,150.18,19.77
16,3.00,197.05,211.79,736.00,792.00,n ext,169.42,19.46
17,3.20,203.97,215.84,684.00,652.00,n ext,177.38,8.02
18,3.40,205.87,216.78,620.00,440.00,n ext,179.46,2.12
19,3.60,207.38,216.71,704.00,692.00,n ext,180.63,1.51
20,3.80,210.72,218.62,640.00,704.00,n ext,184.45,3.85
21,4.00,210.00,217.24,736.00,640.00,n ext,183.04,1.56
22,4.20,210.42,217.09,684.00,660.00,n ext,183.30,0.45
23,4.40,211.89,218.09,696.00,668.00,e ext,185.07,1.78
24,4.60,208.43,212.74,700.00,716.00,e ext,179.13,6.36
25,4.80,207.07,208.98,668.00,672.00,e ext,175.83,4.00
26,5.00,205.28,202.28,640.00,764.00,e ext,170.51,6.94
27,5.20,203.77,196.45,536.00,544.00,e ext,166.02,6.02
28,5.40,201.44,188.61,504.00,552.00,e ext,159.89,8.18
29,5.60,196.49,179.09,504.00,432.00,e ext,150.83,10.73
30,5.80,191.93,167.39,524.00,508.00,e ext,141.42,12.55
31,6.00,186.73,153.12,624.00,532.00,e ext,130.98,15.20
32,6.20,182.15,135.62,644.00,644.00,e ext,121.19,18.08
33,6.40,179.21,116.61,684.00,672.00,e ext,114.71,19.24
34,6.60,177.60,95.77,716.00,728.00,e ext,112.37,20.90
35,6.80,179.65,77.26,768.00,732.00,e ext,116.58,18.63
36,7.00,183.34,56.73,708.00,788.00,e ext,125.72,20.86
