Track file,C:\Users\tiago\rat_navigation\data\ethovision\exp nestle 3_0003\data\track_00147.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
treatment,3,,,,,,,
cage,52,,,,,,,
mark,1,,,,,,,
id,62,,,,,,,
trial,3,,,,,,,
date,18:38.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,72.53,185.57,740,1060,n ext,75.74,-
2,0.2,78.41,187.7,400,460,n ext,79.1,6.25
3,0.4,87.61,188.22,440,304,n ext,82.25,9.22
4,0.6,91.16,189.14,592,264,n ext,84.36,3.66
5,0.8,95.47,188.3,604,180,n ext,85.3,4.39
6,1,101.66,187.71,532,328,n ext,87.55,6.23
7,1.2,109.9,186.7,548,496,n ext,90.93,8.3
8,1.4,116.03,184.93,528,276,n ext,93.01,6.38
9,1.6,119.95,183.07,692,284,n ext,93.86,4.34
10,1.8,123.62,181.35,648,324,n ext,94.84,4.05
11,2,126.97,178.97,692,388,n ext,95.28,4.12
12,2.2,128.25,175.47,728,380,north,93.64,3.72
13,2.4,129.3,172.09,712,376,north,92.02,3.54
14,2.6,130.28,169.56,732,284,north,91.03,2.72
15,2.8,130.79,165.62,748,408,north,88.83,3.97
16,3,132.61,163.02,752,396,north,88.61,3.17
17,3.2,135.16,160.34,804,444,north,89.06,3.7
18,3.4,136.1,157.19,776,468,north,87.97,3.29
19,3.6,137.62,153.93,760,480,north,87.39,3.6
20,3.8,138.8,150.65,852,556,north,86.64,3.48
21,4,140.68,147.87,892,624,north,86.89,3.36
22,4.2,142.89,144.73,860,616,north,87.4,3.84
23,4.4,144.29,141.43,868,632,east,87.27,3.58
24,4.6,147.03,137.98,860,712,east,88.49,4.42
25,4.8,150.6,136.71,852,672,east,91.39,3.78
26,5,154.72,137.16,792,652,east,95.43,4.15
27,5.2,158.33,138,792,616,east,99.12,3.71
28,5.4,161.74,140.57,792,424,east,103.18,4.27
29,5.6,167.34,146.03,804,516,east,110.33,7.83
30,5.8,170.45,149.64,820,488,east,114.56,4.76
31,6,174.09,154.83,716,528,east,119.95,6.34
32,6.2,177.96,162.19,712,404,east,126.58,8.32
33,6.4,181.18,168.77,724,316,east,132.46,7.33
34,6.6,184.71,175.44,692,336,east,138.79,7.55
