Track file,C:\Users\tiago\rat_navigation\data\ethovision\exp nestle 3_0003\data\track_00098.trk,,,,,,,
Object,0,,,,,,,
Samples,110,,,,,,,
treatment,1,,,,,,,
cage,49,,,,,,,
mark,1,,,,,,,
id,71,,,,,,,
trial,2,,,,,,,
date,12:32.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,91.58,17.05,132,252,s ext,82.29,-
2,0.2,89.67,18.89,360,252,s ext,79.88,2.65
3,0.4,87.84,20.66,540,228,s ext,77.56,2.54
4,0.6,82.82,23.86,580,336,south,72.84,5.95
5,0.8,76.78,27.33,600,460,south,67.7,6.97
6,1,73.38,33.2,696,520,south,61.14,6.79
7,1.2,73.41,39.38,728,584,south,55.18,6.18
8,1.4,73.86,46.04,712,624,south,48.94,6.68
9,1.6,73.83,53.51,748,780,south,41.9,7.47
10,1.8,75.79,60.69,760,644,south,35.99,7.45
11,2,78.63,69.33,776,744,south,29.95,9.1
12,2.2,80.84,77.65,844,852,south,25.13,8.6
13,2.4,83.04,85.93,908,888,south,21.92,8.57
14,2.6,85.7,94.24,956,880,west,21.2,8.72
15,2.8,87.08,100.82,932,800,west,21.72,6.73
16,3,89.6,108.62,948,936,west,24.87,8.19
17,3.2,91.56,114.28,1084,840,north,28.29,6
18,3.4,95.43,120.6,1020,968,north,34.18,7.41
19,3.6,100.13,125.91,1020,928,north,40.78,7.09
20,3.8,105.73,131.09,1024,788,north,48.22,7.62
21,4,114.1,136.83,944,896,north,58.36,10.15
22,4.2,120.78,141.51,896,656,north,66.51,8.16
23,4.4,127.88,145.63,908,556,north,74.7,8.2
24,4.6,134.18,149.26,852,592,north,81.97,7.27
25,4.8,140.14,151.98,872,732,north,88.48,6.55
26,5,145.01,152.83,872,624,north,93.1,4.95
27,5.2,146.46,150,876,724,north,92.99,3.18
28,5.4,146.12,144.56,880,716,east,90.24,5.46
29,5.6,143.99,136.62,864,680,east,85.16,8.22
30,5.8,140.99,127.41,896,720,east,79.36,9.68
31,6,137.53,117.53,932,788,east,73.62,10.47
32,6.2,133.15,108.31,952,844,east,68.01,10.21
33,6.4,128.36,100.64,972,924,east,62.97,9.04
34,6.6,123.32,95.46,984,860,east,58.19,7.22
35,6.8,117.61,92.38,948,836,east,52.86,6.49
36,7,110.92,91.52,976,980,south,46.39,6.75
37,7.2,104.65,91.76,1000,864,south,40.19,6.28
38,7.4,97.66,92.78,1008,872,south,33.15,7.06
39,7.6,91.99,93.66,1016,824,south,27.42,5.75
40,7.8,86.95,94.51,1040,720,west,22.33,5.11
41,8,81.28,94.49,980,828,west,16.9,5.67
42,8.2,76.18,93.11,988,752,west,12.65,5.28
43,8.4,70.93,90.7,864,716,west,9.18,5.78
44,8.6,66.16,88.12,976,624,west,7.4,5.43
45,8.8,62.61,85.77,904,528,west,7.74,4.25
46,9,58.94,83.17,888,480,west,9.33,4.5
47,9.2,55.89,80.7,852,364,west,11.65,3.93
48,9.4,51.96,77.57,856,412,west,15.5,5.02
49,9.6,49.26,74.07,804,412,west,19.71,4.42
50,9.8,46.65,71.44,740,496,west,23.18,3.71
51,10,43.65,64.83,776,476,west,30.43,7.26
52,10.2,41.07,58.69,720,392,west,37.09,6.66
53,10.4,38.11,51.06,700,468,west,45.26,8.19
54,10.6,36.59,46.51,692,528,west,50.03,4.79
55,10.8,37.87,44.71,688,484,west,51.2,2.2
56,11,42.72,46.6,792,560,west,47.81,5.21
57,11.2,47.27,47.49,816,648,south,45.81,4.64
58,11.4,53.16,48.94,768,592,south,43.52,6.07
59,11.6,58.07,48.62,684,620,south,43.73,4.91
60,11.8,64.07,46.92,800,724,south,45.92,6.24
61,12,68.15,44.74,724,668,south,48.73,4.63
62,12.2,72.69,41.38,776,636,south,53.06,5.65
63,12.4,75.72,38.47,732,452,south,56.72,4.2
64,12.6,79.48,37.76,744,468,south,58.63,3.84
65,12.8,86.12,36.45,756,436,south,62.33,6.76
66,13,95.67,37.31,668,512,south,66.13,9.59
67,13.2,103.71,37.37,768,540,south,70.54,8.04
68,13.4,111.09,38.58,696,584,south,74.23,7.48
69,13.6,117.67,40.19,692,556,south,77.62,6.78
70,13.8,123.3,42.3,796,576,south,80.38,6.01
71,14,128.93,44.7,732,592,south,83.21,6.12
72,14.2,133.3,47.78,748,632,south,84.86,5.34
73,14.4,137.88,50.39,772,640,south,87.23,5.27
74,14.6,140.93,53.5,796,656,south,88.27,4.35
75,14.8,144.69,57.14,780,680,south,89.88,5.24
76,15,147.08,61.05,860,640,east,90.4,4.58
77,15.2,149.17,64.72,752,636,east,90.94,4.22
78,15.4,148.69,70.84,768,704,east,88.34,6.13
79,15.6,146.45,79.77,712,696,east,83.63,9.21
80,15.8,143.81,87.52,836,700,reveral larger,79.48,8.19
