Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0002\data\track_00127.trk,,,,,,,
Object,0,,,,,,,
Samples,398,,,,,,,
treatment,4,,,,,,,
cage,50,,,,,,,
mark,2,,,,,,,
id,113,,,,,,,
trial,3,,,,,,,
date,10:28.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,207.85,214.33,196,296,n ext,179.6,-
2,0.2,202.87,208.96,268,240,n ext,172.41,7.33
3,0.4,194.83,200.11,460,280,n ext,160.71,11.95
4,0.6,189.51,194.11,556,296,north,152.89,8.02
5,0.8,182.9,186.18,524,336,east,142.95,10.32
6,1,176.83,178.54,520,420,east,133.67,9.77
7,1.2,170.64,170.13,624,384,east,123.97,10.44
8,1.4,164.56,160.99,620,484,east,114.14,10.98
9,1.6,158.41,150.1,676,560,east,103.72,12.5
10,1.8,153.71,140.54,680,556,east,95.64,10.66
11,2,149.33,131.72,708,532,east,88.62,9.84
12,2.2,145.73,123.35,736,604,east,82.86,9.11
13,2.4,140.68,113.55,696,664,reveral larger,76.1,11.03
14,2.6,136.58,105.73,804,716,reveral larger,71.26,8.83
15,2.8,131.85,98.6,880,748,east,66.54,8.55
16,3,127.02,92.49,860,860,east,62.17,7.79
17,3.2,122.67,86.5,952,884,east,58.93,7.4
18,3.4,118.8,81.8,924,868,south,56.5,6.09
19,3.6,114.32,78.77,904,748,south,53.37,5.41
20,3.8,110.78,76.31,868,596,south,51.02,4.32
21,4,106.06,74.43,772,592,south,47.62,5.07
22,4.2,102.48,73.03,656,476,south,45.22,3.85
23,4.4,98.83,70.1,684,556,south,43.85,4.68
24,4.6,97.44,66.55,656,580,south,45,3.81
25,4.8,96.8,62.99,688,552,south,46.8,3.61
26,5,99.17,58.1,716,564,south,51.87,5.44
27,5.2,103.16,52.1,748,600,south,58.93,7.2
28,5.4,106.78,45.6,712,556,south,66.13,7.44
29,5.6,111.09,38.58,724,588,south,74.23,8.24
30,5.8,113.39,31.34,636,504,south,81.24,7.6
31,6,113.84,25.83,560,412,south,85.84,5.52
32,6.2,110.44,22.45,516,420,south,86.6,4.8
33,6.4,104.73,19.97,516,408,south,85.65,6.22
34,6.6,96.51,19.14,520,308,s ext,82.42,8.26
35,6.8,87.94,18.77,524,316,s ext,79.37,8.58
36,7,81.03,19.03,476,248,s ext,76.86,6.92
37,7.2,75.92,19.21,380,272,s ext,75.34,5.12
38,7.4,72.72,20.44,372,240,s ext,73.45,3.43
39,7.6,69.83,22.46,404,240,south,70.96,3.52
40,7.8,66.01,25.66,516,296,south,67.26,4.99
41,8,64.18,29.06,584,388,south,63.7,3.85
42,8.2,60.14,32.07,540,436,south,60.35,5.04
43,8.4,56.38,33.92,616,460,south,58.41,4.19
44,8.6,53.09,35.5,628,412,south,56.94,3.65
45,8.8,50.7,37.71,604,448,south,54.95,3.25
46,9,48.96,38.86,556,360,south,54.02,2.09
47,9.2,47.91,40.81,560,332,south,52.26,2.21
48,9.4,46.97,43.71,528,432,south,49.58,3.05
49,9.6,47.27,47.49,548,500,south,45.81,3.8
50,9.8,47.59,51.48,620,424,west,41.85,4
51,10,48.33,55.51,644,488,west,37.75,4.1
52,10.2,47.54,59.38,576,508,west,34.19,3.95
53,10.4,47.26,61.99,600,392,west,31.76,2.63
54,10.6,45.74,63.11,588,372,west,31.2,1.89
55,10.8,43.34,63.74,496,404,west,31.56,2.48
56,11,39.73,62.71,484,452,west,34.13,3.75
57,11.2,38,61.36,548,304,west,36.15,2.19
58,11.4,34.5,58.52,516,368,west,40.36,4.51
59,11.6,30.61,52.4,524,376,west,47.61,7.26
60,11.8,26.41,45.91,520,316,west,55.32,7.72
61,12,22.89,40.03,440,280,west,62.18,6.85
62,12.2,19.52,33.61,376,336,west,69.42,7.25
63,12.4,19.02,30.39,440,312,west,72.46,3.26
64,12.6,18.41,27.39,508,292,west,75.36,3.06
65,12.8,20.3,26.75,528,364,west,75,1.99
66,13,22.24,26.45,552,424,west,74.34,1.96
67,13.2,22.38,24.25,568,416,west,76.23,2.21
68,13.4,23.85,23.45,528,432,south,76.31,1.67
69,13.6,24.06,22.59,528,320,south,77,0.89
70,13.8,23.56,20.78,468,268,south,78.84,1.87
71,14,27.1,22.21,380,424,south,76.1,3.82
72,14.2,30.35,24.3,408,204,south,72.95,3.85
73,14.4,34.98,26.31,488,376,south,69.49,5.05
74,14.6,39.68,28.94,512,280,south,65.62,5.39
75,14.8,43.88,30.48,548,292,south,63.16,4.47
76,15,47.37,31.9,436,264,south,61.14,3.77
77,15.2,53.09,35.5,452,344,south,56.94,6.76
78,15.4,60.23,40.15,520,412,south,52.3,8.51
79,15.6,68.15,44.74,508,436,south,48.73,9.16
80,15.8,73.29,47.94,632,300,south,46.96,6.06
81,16,81.69,53.22,612,516,south,45.33,9.92
82,16.2,87.16,56.6,668,408,south,45.27,6.43
83,16.4,93.16,60.45,696,508,south,45.98,7.13
84,16.6,99.53,63.19,640,544,south,48.74,6.94
85,16.8,103.54,66.16,776,440,south,49.99,4.99
86,17,108.15,68.17,716,524,south,52.61,5.03
87,17.2,111.63,70.02,752,364,south,54.63,3.95
88,17.4,115.11,71.03,716,444,south,57.21,3.62
89,17.6,119.66,72.43,756,464,south,60.72,4.77
90,17.8,122.97,74.68,708,576,south,62.92,4
91,18,125.68,76.35,756,488,south,64.85,3.18
92,18.2,128.99,77.95,748,512,east,67.39,3.68
93,18.4,131.68,81.47,744,548,east,68.91,4.43
94,18.6,133.3,87.25,712,600,east,69.18,6
95,18.8,134.93,91.66,776,456,east,70.12,4.71
96,19,136.26,95.42,748,356,reveral larger,71.09,3.98
97,19.2,136.89,101.15,716,456,reveral larger,71.49,5.76
98,19.4,137.89,107,692,480,platform reversal,72.64,5.94
99,19.6,138.59,112.74,688,452,reveral larger,73.92,5.78
100,19.8,138.94,118.17,776,416,east,75.12,5.44
101,20,139.76,124.37,752,512,east,77.32,6.25
102,20.2,139.44,129.52,800,512,east,78.52,5.16
103,20.4,140.39,135.65,816,640,east,81.45,6.21
104,20.6,141.39,140.75,768,504,east,84.35,5.2
105,20.8,141.67,143.34,764,316,north,85.7,2.61
106,21,142.94,148.19,816,500,north,89.04,5.01
107,21.2,143.64,151.4,784,392,north,91.2,3.28
108,21.4,145.08,156.07,736,520,north,94.83,4.89
109,21.6,143.95,156.98,776,424,north,94.36,1.45
110,21.8,143.41,159.36,656,488,north,95.22,2.45
111,22,138.75,159.09,728,472,north,91.23,4.67
112,22.2,133.47,158.37,776,488,north,86.52,5.33
113,22.4,125.4,157.07,712,608,north,79.27,8.16
114,22.6,115.69,155.52,704,560,north,70.79,9.84
115,22.8,105.97,153.6,756,572,north,62.43,9.91
116,23,95.53,151.92,728,644,north,54.27,10.58
117,23.2,86.24,149.92,784,704,north,47.21,9.5
118,23.4,79.23,147.93,820,692,north,41.89,7.29
119,23.6,73.46,145.69,800,724,north,37.45,6.19
120,23.8,68.05,143.19,792,696,north,33.41,5.96
121,24,65.73,141.3,820,532,north,31.04,2.99
122,24.2,63.31,138.77,868,600,north,28.04,3.5
123,24.4,61.65,137.26,824,484,north,26.28,2.24
124,24.6,59.04,135.27,712,512,west,24.05,3.29
125,24.8,56.27,134.68,748,556,west,23.49,2.83
126,25,52.5,136.01,800,508,west,25.13,4
127,25.2,47.36,138.81,788,508,west,29.04,5.85
128,25.4,42.25,142.73,684,472,west,34.48,6.44
129,25.6,38.29,144.49,728,316,west,37.68,4.34
130,25.8,35.08,145.95,688,448,west,40.45,3.52
131,26,31.61,145.39,756,428,west,41.76,3.52
132,26.2,28.1,144.49,724,480,west,43.09,3.62
133,26.4,25.17,141.63,612,416,west,42.83,4.1
134,26.6,23.96,139.15,644,288,west,41.95,2.76
135,26.8,21.85,136.64,580,392,west,41.91,3.28
136,27,21.22,128.57,560,428,w ext,37.71,8.09
137,27.2,21.33,118.1,540,412,w ext,33.1,10.47
138,27.4,20.68,112.6,484,240,w ext,32.29,5.54
139,27.6,20.69,107.09,428,240,w ext,31.3,5.51
140,27.8,20.5,101.5,456,292,w ext,31.35,5.59
141,28,21.11,94.41,348,324,w ext,31.32,7.12
142,28.2,22.29,86.12,460,272,w ext,32.09,8.38
143,28.4,23.88,78.68,404,304,w ext,33.87,7.6
144,28.6,25.03,71.73,468,312,west,36.65,7.05
145,28.8,25.26,62.18,436,384,west,42.92,9.55
146,29,25.83,57.68,440,316,west,45.95,4.53
147,29.2,23.4,51,360,312,west,52.73,7.11
148,29.4,22.54,48.07,384,200,west,55.61,3.06
149,29.6,20.11,40.8,356,380,west,63,7.67
150,29.8,21.46,39.46,488,308,west,63.41,1.9
151,30,22.59,36.68,452,356,west,65.23,3
152,30.2,24.43,37.11,432,260,west,63.94,1.89
