Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0002\data\track_00098.trk,,,,,,,
Object,0,,,,,,,
Samples,443,,,,,,,
treatment,1,,,,,,,
cage,49,,,,,,,
mark,1,,,,,,,
id,71,,,,,,,
trial,2,,,,,,,
date,40:50.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,200.84,-3.43,296,356,e ext,169.59,-
2,0.2,201.36,-5.87,380,284,e ext,171.46,2.5
3,0.4,199.51,-5.28,572,400,s ext,169.62,1.94
4,0.6,195.26,-1.82,692,448,s ext,164.15,5.48
5,0.8,194.55,-3.87,672,548,s ext,164.82,2.17
6,1,193.53,-5.51,672,544,s ext,165.02,1.93
7,1.2,192.17,-6.37,684,452,s ext,164.5,1.61
8,1.4,190.47,-7.09,620,360,s ext,163.63,1.84
9,1.6,188.61,-7.29,652,376,s ext,162.32,1.88
10,1.8,182.77,-3.61,624,380,s ext,155.47,6.9
11,2,173.88,1.64,596,436,s ext,145.26,10.32
12,2.2,167.18,6.38,504,308,south,137.08,8.21
13,2.4,160.58,10.75,480,264,south,129.21,7.91
14,2.6,154.49,16.93,400,328,south,120.58,8.67
15,2.8,148.82,22.75,552,336,south,112.5,8.13
16,3,140.42,31.9,568,456,south,100.21,12.42
17,3.2,135.8,38.41,636,428,south,92.51,7.98
18,3.4,129.67,46.78,676,528,south,82.52,10.37
19,3.6,122.73,56.41,708,664,south,71.26,11.87
20,3.8,117.05,65.01,768,756,south,61.84,10.31
21,4,111.47,73.52,864,824,south,52.84,10.17
22,4.2,106.85,81.73,912,896,south,45.34,9.42
23,4.4,103.73,89.2,1004,940,south,39.91,8.11
24,4.6,100.41,96.15,968,964,south,35.31,7.69
25,4.8,97.75,103.52,952,992,west,32.36,7.83
26,5,94.79,110.9,972,996,north,30.42,7.95
27,5.2,91.48,117.35,1028,832,north,29.25,7.25
28,5.4,87.41,124.2,1008,876,north,29.19,7.97
