Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00122.trk
Object,0
Samples,236
treatment,4,
cage,50,
mark,1,
id,72,
trial,2,
date,2009-07-27 15:01:55.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,205.87,212.40,404.00,344.00,n ext,176.86,-
2,0.20,209.95,216.68,300.00,216.00,n ext,182.68,5.91
3,0.40,203.86,210.11,424.00,340.00,n ext,173.88,8.96
4,0.60,209.36,215.90,400.00,416.00,n ext,181.74,7.99
5,0.80,211.32,217.88,676.00,372.00,n ext,184.49,2.79
6,1.00,214.35,221.14,628.00,344.00,n ext,188.87,4.45
7,1.20,216.29,223.20,640.00,292.00,e ext,191.65,2.83
8,1.40,213.67,220.27,596.00,276.00,e ext,187.80,3.93
9,1.60,212.97,219.37,616.00,292.00,e ext,186.70,1.14
10,1.80,212.27,218.41,564.00,444.00,e ext,185.57,1.18
11,2.00,211.93,217.70,584.00,340.00,e ext,184.87,0.79
12,2.20,207.75,212.35,660.00,324.00,e ext,178.35,6.79
13,2.40,200.58,202.81,684.00,456.00,e ext,166.95,11.93
14,2.60,192.83,192.07,700.00,408.00,e ext,154.48,13.24
15,2.80,181.16,175.67,648.00,652.00,east,135.84,20.13
16,3.00,171.71,160.37,728.00,624.00,east,120.18,17.98
17,3.20,163.98,146.09,776.00,680.00,east,107.23,16.23
18,3.40,157.20,129.20,804.00,820.00,east,95.43,18.21
19,3.60,152.74,110.87,784.00,916.00,reveral larger,87.75,18.86
20,3.80,150.95,94.55,768.00,872.00,reveral larger,85.81,16.42
21,4.00,152.14,78.78,792.00,856.00,east,89.39,15.82
22,4.20,155.73,60.93,728.00,944.00,east,98.43,18.20
23,4.40,161.15,44.64,764.00,900.00,east,110.25,17.18
24,4.60,167.76,30.49,740.00,824.00,south,123.12,15.61
25,4.80,174.67,17.04,720.00,820.00,south,136.39,15.12
26,5.00,181.46,5.08,724.00,740.00,south,148.99,13.76
27,5.20,186.46,-3.95,620.00,664.00,s ext,158.53,10.32
28,5.40,189.58,-9.17,592.00,580.00,s ext,164.26,6.08
29,5.60,187.91,-8.51,580.00,388.00,s ext,162.55,1.79
30,5.80,181.36,-2.62,628.00,496.00,s ext,153.75,8.81
31,6.00,176.07,1.59,492.00,456.00,s ext,146.99,6.76
32,6.20,172.87,2.97,564.00,464.00,s ext,143.64,3.49
33,6.40,167.62,4.65,436.00,624.00,s ext,138.53,5.51
34,6.60,159.42,9.80,544.00,348.00,south,128.96,9.68
35,6.80,148.44,15.65,620.00,396.00,south,116.85,12.45
36,7.00,134.96,23.11,676.00,552.00,south,101.92,15.40
37,7.20,121.36,30.95,700.00,688.00,south,86.79,15.70
38,7.40,107.46,38.04,772.00,760.00,south,72.30,15.61
39,7.60,93.81,43.84,836.00,808.00,south,59.59,14.83
40,7.80,80.68,46.47,816.00,964.00,south,50.96,13.39
41,8.00,66.61,46.12,832.00,928.00,south,47.09,14.07
42,8.20,54.54,43.24,776.00,952.00,south,49.13,12.40
43,8.40,42.10,37.80,764.00,900.00,south,56.44,13.58
44,8.60,29.58,29.60,708.00,928.00,south,68.34,14.97
45,8.80,18.84,20.86,744.00,924.00,west,80.87,13.85
46,9.00,9.99,12.30,644.00,764.00,west,92.65,12.31
47,9.20,5.95,8.32,580.00,472.00,w ext,98.12,5.68
48,9.40,6.85,9.59,576.00,268.00,w ext,96.56,1.56
49,9.60,8.07,10.90,488.00,272.00,w ext,94.81,1.79
50,9.80,8.07,10.90,444.00,148.00,w ext,94.81,0.00
51,10.00,8.07,10.90,408.00,116.00,w ext,94.81,0.00
52,10.20,5.95,8.32,436.00,244.00,w ext,98.12,3.35
53,10.40,4.10,5.77,532.00,368.00,w ext,101.24,3.14
54,10.60,4.17,4.87,580.00,336.00,w ext,101.99,0.90
55,10.80,4.30,4.14,688.00,412.00,s ext,102.55,0.74
56,11.00,6.29,5.10,632.00,456.00,s ext,100.73,2.21
57,11.20,7.64,5.09,664.00,528.00,s ext,100.08,1.35
58,11.40,10.87,6.43,700.00,532.00,s ext,97.35,3.50
59,11.60,13.90,6.66,580.00,560.00,s ext,95.76,3.03
60,11.80,18.52,8.45,644.00,408.00,s ext,92.16,4.95
61,12.00,24.30,10.86,680.00,476.00,s ext,87.67,6.27
62,12.20,35.31,15.52,704.00,512.00,south,79.73,11.96
63,12.40,50.86,22.05,648.00,640.00,south,70.51,16.87
64,12.60,64.43,25.22,732.00,604.00,south,67.54,13.94
65,12.80,78.08,24.95,712.00,620.00,south,70.34,13.65
66,13.00,92.69,22.85,716.00,644.00,south,77.43,14.76
67,13.20,105.22,17.99,664.00,588.00,s ext,87.59,13.44
68,13.40,115.85,11.06,580.00,476.00,s ext,99.08,12.69
69,13.60,119.86,9.49,536.00,308.00,s ext,102.61,4.30
70,13.80,117.64,10.82,484.00,244.00,s ext,100.27,2.58
71,14.00,123.46,8.91,400.00,196.00,s ext,105.17,6.13
72,14.20,126.55,9.33,468.00,292.00,s ext,106.66,3.12
73,14.40,131.30,9.30,536.00,388.00,s ext,109.63,4.75
74,14.60,137.44,11.53,556.00,396.00,s ext,111.96,6.53
75,14.80,142.89,13.45,576.00,420.00,south,114.35,5.78
76,15.00,147.72,16.79,588.00,564.00,south,115.56,5.87
77,15.20,151.61,19.88,640.00,516.00,south,116.47,4.97
78,15.40,152.69,24.65,644.00,564.00,south,114.29,4.89
79,15.60,153.26,29.43,624.00,532.00,south,111.80,4.81
80,15.80,152.11,34.37,692.00,508.00,south,107.96,5.08
81,16.00,151.75,41.06,708.00,720.00,south,103.94,6.70
82,16.20,151.23,48.14,732.00,648.00,south,99.87,7.10
83,16.40,150.56,55.03,796.00,656.00,east,96.08,6.92
84,16.60,149.17,64.72,752.00,692.00,east,90.94,9.79
85,16.80,147.83,77.36,808.00,824.00,east,85.57,12.71
86,17.00,148.43,88.48,796.00,700.00,reveral larger,83.91,11.14
87,17.20,150.15,101.69,816.00,788.00,reveral larger,84.75,13.32
88,17.40,153.60,115.97,836.00,812.00,east,89.24,14.69
89,17.60,158.43,127.79,808.00,644.00,east,96.26,12.77
90,17.80,164.88,142.03,704.00,648.00,east,106.63,15.63
91,18.00,171.70,153.64,720.00,464.00,east,117.28,13.46
92,18.20,179.14,166.74,764.00,516.00,east,129.70,15.07
93,18.40,187.14,179.39,716.00,512.00,east,142.88,14.96
94,18.60,193.07,188.92,680.00,572.00,e ext,152.95,11.23
95,18.80,198.39,197.38,616.00,576.00,e ext,162.05,9.99
96,19.00,201.97,203.07,604.00,428.00,e ext,168.24,6.72
97,19.20,202.21,204.35,616.00,316.00,e ext,169.18,1.31
98,19.40,201.73,205.18,580.00,436.00,e ext,169.28,0.96
99,19.60,198.32,201.95,624.00,332.00,e ext,164.62,4.70
100,19.80,191.35,194.89,596.00,484.00,east,154.85,9.92
101,20.00,179.68,182.75,644.00,544.00,east,138.37,16.84
102,20.20,168.22,171.12,644.00,520.00,north,122.43,16.33
103,20.40,155.28,157.56,652.00,696.00,north,104.36,18.75
104,20.60,143.20,145.52,784.00,780.00,north,88.04,17.05
105,20.80,133.11,133.93,836.00,900.00,east,74.05,15.37
106,21.00,126.37,124.84,928.00,876.00,east,64.66,11.31
107,21.20,120.14,114.63,984.00,1000.00,east,55.99,11.96
108,21.40,115.82,106.98,1020.00,948.00,east,50.63,8.78
109,21.60,110.49,98.50,1052.00,1176.00,east,45.20,10.01
110,21.80,106.06,90.62,1020.00,1168.00,south,41.81,9.04
111,22.00,102.67,82.21,988.00,1104.00,south,41.27,9.07
112,22.20,98.53,73.42,864.00,1068.00,south,41.68,9.71
113,22.40,93.98,65.46,840.00,912.00,south,43.05,9.18
114,22.60,90.22,57.87,876.00,868.00,south,46.04,8.47
115,22.80,88.96,50.32,856.00,868.00,south,51.53,7.65
116,23.00,90.09,43.48,800.00,752.00,south,57.95,6.94
117,23.20,91.56,37.89,732.00,548.00,south,63.52,5.78
118,23.40,96.06,33.87,704.00,428.00,south,69.27,6.03
119,23.60,101.28,28.55,688.00,496.00,south,76.53,7.46
120,23.80,104.94,25.66,624.00,280.00,south,80.91,4.66
121,24.00,105.89,21.83,604.00,380.00,south,84.67,3.94
122,24.20,103.75,17.08,556.00,344.00,s ext,87.64,5.21
123,24.40,102.69,14.13,548.00,240.00,s ext,89.70,3.13
124,24.60,99.30,13.20,508.00,224.00,s ext,88.98,3.51
125,24.80,97.49,13.21,508.00,368.00,s ext,88.19,1.82
126,25.00,93.84,13.17,492.00,248.00,s ext,86.75,3.65
127,25.20,86.43,13.80,512.00,388.00,s ext,83.52,7.44
128,25.40,79.10,14.04,524.00,276.00,s ext,81.13,7.33
129,25.60,72.10,15.80,572.00,416.00,s ext,77.90,7.22
130,25.80,67.25,17.53,500.00,352.00,s ext,75.48,5.15
131,26.00,62.96,19.90,472.00,356.00,south,72.69,4.90
132,26.20,60.99,23.40,476.00,348.00,south,69.06,4.01
133,26.40,62.68,28.58,600.00,444.00,south,64.03,5.45
134,26.60,67.15,34.52,668.00,508.00,south,58.62,7.43
135,26.80,70.99,39.41,640.00,524.00,south,54.55,6.22
136,27.00,76.63,43.23,692.00,468.00,south,52.51,6.82
137,27.20,83.05,46.99,676.00,488.00,south,51.48,7.44
138,27.40,91.20,50.64,736.00,572.00,south,52.48,8.93
139,27.60,98.58,54.33,796.00,556.00,south,54.16,8.25
140,27.80,107.14,57.32,788.00,664.00,south,58.35,9.07
141,28.00,113.86,59.66,796.00,600.00,south,62.14,7.11
142,28.20,121.61,61.14,820.00,712.00,south,67.74,7.89
143,28.40,127.78,62.39,864.00,684.00,south,72.46,6.30
144,28.60,133.39,65.02,800.00,768.00,south,76.29,6.20
145,28.80,138.15,67.25,848.00,720.00,south,79.77,5.26
146,29.00,141.56,71.22,804.00,700.00,east,81.51,5.23
147,29.20,144.99,75.94,824.00,644.00,east,83.24,5.83
148,29.40,147.54,80.66,860.00,556.00,east,84.47,5.37
149,29.60,150.54,88.46,780.00,680.00,reveral larger,86.01,8.36
150,29.80,155.12,96.35,812.00,680.00,east,89.88,9.12
151,30.00,158.99,103.94,816.00,588.00,east,93.60,8.52
152,30.20,163.44,111.13,704.00,496.00,east,98.44,8.46
153,30.40,167.45,114.33,816.00,392.00,east,102.75,5.13
154,30.60,171.67,119.48,676.00,452.00,east,107.62,6.65
155,30.80,173.44,122.01,652.00,536.00,east,109.76,3.09
156,31.00,175.67,129.62,632.00,436.00,east,113.44,7.93
157,31.20,177.14,135.17,684.00,300.00,east,116.23,5.74
158,31.40,178.77,144.97,628.00,400.00,east,120.71,9.93
159,31.60,179.81,149.80,648.00,180.00,east,123.33,4.94
160,31.80,179.64,152.15,628.00,268.00,east,124.02,2.36
161,32.00,179.95,155.95,700.00,288.00,east,125.76,3.82
162,32.20,181.35,160.55,680.00,308.00,east,128.92,4.80
163,32.40,179.87,160.19,672.00,232.00,east,127.43,1.52
164,32.60,179.89,162.19,592.00,288.00,east,128.31,2.00
165,32.80,177.96,162.19,620.00,348.00,east,126.58,1.93
