Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00131.trk
Object,0
Samples,450
treatment,1,
cage,51,
mark,1,
id,61,
trial,3,
date,2009-07-27 15:31:57.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,202.75,-4.57,452.00,340.00,e ext,171.81,-
2,0.20,210.10,-11.78,180.00,576.00,e ext,182.00,10.29
3,0.40,207.33,-6.66,244.00,248.00,e ext,176.74,5.82
4,0.60,201.68,1.27,352.00,388.00,e ext,167.55,9.73
5,0.80,199.11,7.39,368.00,376.00,e ext,162.00,6.64
6,1.00,195.80,14.45,356.00,300.00,e ext,155.40,7.80
7,1.20,193.78,18.35,384.00,276.00,e ext,151.64,4.39
8,1.40,189.06,26.67,360.00,240.00,e ext,143.38,9.56
9,1.60,183.84,35.23,436.00,268.00,east,134.70,10.04
10,1.80,178.17,43.81,496.00,292.00,east,125.83,10.28
11,2.00,170.67,54.14,532.00,404.00,east,114.82,12.77
12,2.20,164.40,61.90,560.00,468.00,east,106.16,9.97
13,2.40,156.23,71.94,564.00,516.00,east,95.15,12.94
14,2.60,150.33,77.95,564.00,472.00,east,87.83,8.42
15,2.80,143.88,84.35,612.00,512.00,east,80.11,9.09
16,3.00,138.63,89.74,612.00,504.00,reveral larger,74.03,7.52
17,3.20,134.11,92.56,584.00,452.00,east,69.19,5.33
18,3.40,130.70,93.37,556.00,548.00,east,65.73,3.49
19,3.60,127.66,92.49,604.00,472.00,east,62.80,3.17
20,3.80,126.07,90.91,684.00,456.00,east,61.44,2.24
21,4.00,124.41,87.12,700.00,512.00,east,60.49,4.13
22,4.20,123.03,82.76,732.00,472.00,south,60.24,4.58
23,4.40,122.64,77.67,684.00,496.00,south,61.53,5.11
24,4.60,122.35,72.63,672.00,468.00,south,63.10,5.05
25,4.80,122.39,66.81,684.00,476.00,south,65.63,5.82
26,5.00,122.81,60.11,684.00,520.00,south,69.30,6.71
27,5.20,122.25,53.51,636.00,592.00,south,72.55,6.62
28,5.40,121.40,46.74,648.00,596.00,south,76.09,6.82
29,5.60,119.74,40.63,616.00,544.00,south,78.82,6.33
30,5.80,116.85,36.10,656.00,432.00,south,79.95,5.38
31,6.00,113.71,30.41,592.00,472.00,south,82.16,6.51
32,6.20,107.78,26.42,496.00,416.00,south,81.82,7.14
33,6.40,102.03,24.83,352.00,352.00,south,80.09,5.96
34,6.60,92.59,23.78,348.00,292.00,south,76.54,9.49
35,6.80,82.82,23.86,328.00,316.00,south,72.84,9.77
36,7.00,74.98,25.26,240.00,272.00,south,69.23,7.97
37,7.20,70.87,27.74,388.00,244.00,south,65.94,4.80
38,7.40,66.16,31.20,352.00,396.00,south,61.78,5.85
39,7.60,61.11,34.54,472.00,456.00,south,57.95,6.05
40,7.80,58.25,37.98,508.00,492.00,south,54.37,4.48
41,8.00,53.59,39.88,500.00,512.00,south,52.54,5.03
42,8.20,51.32,42.97,540.00,536.00,south,49.65,3.84
43,8.40,49.00,46.15,456.00,580.00,south,46.81,3.93
44,8.60,48.16,50.26,540.00,508.00,south,42.92,4.20
45,8.80,47.91,54.59,544.00,500.00,west,38.74,4.34
46,9.00,47.91,60.35,552.00,504.00,west,33.16,5.76
47,9.20,47.80,67.85,600.00,616.00,west,26.04,7.50
48,9.40,47.49,75.77,564.00,548.00,west,18.94,7.92
49,9.60,46.33,84.55,660.00,552.00,west,12.19,8.85
50,9.80,44.96,93.35,640.00,500.00,west,8.33,8.91
51,10.00,41.58,105.28,624.00,608.00,west,10.34,12.40
52,10.20,37.74,119.96,588.00,596.00,west,19.22,15.17
53,10.40,34.71,129.72,600.00,404.00,west,27.66,10.22
54,10.60,30.84,139.77,552.00,448.00,west,37.69,10.77
55,10.80,28.36,146.78,548.00,356.00,west,44.76,7.44
56,11.00,27.15,152.91,568.00,388.00,west,50.50,6.24
57,11.20,26.53,159.10,524.00,404.00,west,56.10,6.22
58,11.40,28.32,162.10,600.00,540.00,west,57.88,3.50
59,11.60,29.27,165.04,640.00,504.00,west,60.11,3.08
60,11.80,32.24,166.21,648.00,584.00,north,60.00,3.20
61,12.00,34.71,168.08,696.00,584.00,north,60.86,3.10
62,12.20,39.75,167.93,712.00,680.00,north,59.12,5.04
63,12.40,44.48,168.38,696.00,616.00,north,58.42,4.75
64,12.60,52.82,166.64,656.00,616.00,north,55.58,8.53
65,12.80,62.63,164.73,680.00,576.00,north,53.69,9.99
66,13.00,74.44,163.58,632.00,616.00,north,54.75,11.87
67,13.20,87.82,162.28,668.00,620.00,north,58.59,13.44
68,13.40,101.53,162.66,604.00,608.00,north,66.47,13.72
69,13.60,114.23,163.78,696.00,548.00,north,75.49,12.75
70,13.80,126.97,166.38,632.00,592.00,north,86.44,13.00
71,14.00,138.33,169.87,668.00,524.00,north,97.35,11.88
72,14.20,150.82,174.52,640.00,548.00,north,110.07,13.33
73,14.40,159.20,177.16,660.00,492.00,north,118.39,8.78
74,14.60,164.45,177.78,576.00,516.00,north,123.01,5.28
75,14.80,168.34,177.72,568.00,552.00,north,126.15,3.89
76,15.00,170.28,176.55,612.00,500.00,north,127.11,2.27
77,15.20,171.15,174.12,644.00,560.00,north,126.51,2.58
78,15.40,171.74,171.14,660.00,560.00,east,125.43,3.04
79,15.60,171.63,166.30,656.00,604.00,east,122.90,4.84
80,15.80,170.73,159.46,632.00,616.00,east,118.90,6.90
81,16.00,168.50,149.89,620.00,556.00,east,112.86,9.83
82,16.20,166.85,138.14,572.00,560.00,east,107.25,11.87
83,16.40,165.76,126.23,532.00,456.00,east,103.02,11.96
84,16.60,164.23,112.91,552.00,508.00,east,99.40,13.41
85,16.80,161.71,98.94,556.00,540.00,east,96.36,14.20
86,17.00,159.53,87.20,612.00,584.00,east,95.09,11.94
87,17.20,157.61,76.60,576.00,652.00,east,95.22,10.77
88,17.40,156.51,67.16,576.00,592.00,east,96.94,9.50
89,17.60,156.61,57.47,568.00,616.00,east,100.56,9.69
90,17.80,157.29,48.72,640.00,576.00,east,104.92,8.78
91,18.00,157.60,41.97,636.00,644.00,south,108.48,6.76
92,18.20,158.70,34.60,576.00,588.00,south,113.28,7.46
