Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0002\data\track_00031.trk,,,,,,,
Object,0,,,,,,,
Samples,419,,,,,,,
treatment,4,,,,,,,
cage,33,,,,,,,
mark,2,,,,,,,
id,103,,,,,,,
trial,3,,,,,,,
date,57:03.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,207.91,215,460,292,n ext,180.04,-
2,0.2,210.48,217.89,484,560,n ext,183.82,3.87
3,0.4,205.61,213.25,596,400,n ext,177.15,6.72
4,0.6,201.1,209.43,628,456,n ext,171.26,5.91
5,0.8,194.68,203.81,716,328,n ext,162.76,8.53
6,1,186.8,197.26,748,360,n ext,152.54,10.24
7,1.2,177.56,190.1,652,400,north,140.84,11.7
8,1.4,170.01,184.69,748,360,north,131.57,9.28
9,1.6,162.62,179.79,860,424,north,122.7,8.87
10,1.8,153.49,173.77,848,468,north,111.78,10.93
11,2,144.75,168.51,812,500,north,101.61,10.21
12,2.2,135.88,162.5,832,580,north,90.91,10.7
13,2.4,128.79,157.04,832,592,north,81.96,8.96
14,2.6,122.36,152.12,916,620,north,73.87,8.09
15,2.8,117.53,146.7,972,640,north,66.77,7.27
16,3,112.34,140.12,960,692,north,58.71,8.38
17,3.2,109.68,135.67,1044,596,north,54.01,5.18
18,3.4,106.59,130.63,1012,672,north,48.73,5.91
19,3.6,103.35,124.53,976,732,north,43.01,6.91
20,3.8,101.21,119.38,1084,804,north,39.05,5.58
21,4,99.94,114.44,1052,664,north,36.32,5.1
22,4.2,98.15,109.48,1076,728,north,33.44,5.28
23,4.4,97.07,104.02,1088,796,west,31.72,5.57
24,4.6,95.83,99.1,1108,692,west,30.53,5.08
25,4.8,95.06,94.19,1032,660,south,30.31,4.97
26,5,94.09,89.8,972,588,south,30.54,4.5
27,5.2,93.58,86.65,992,556,south,31.18,3.19
28,5.4,93.68,82.97,996,628,south,32.71,3.68
29,5.6,94.4,81.85,1072,596,south,33.85,1.33
30,5.8,95.87,80.21,992,640,south,35.91,2.21
31,6,98.07,79.23,992,480,south,38.31,2.41
32,6.2,100.98,78.87,956,508,south,41.07,2.93
33,6.4,103.82,79.04,908,384,south,43.56,2.84
34,6.6,107.22,79.76,916,568,south,46.4,3.47
35,6.8,109.85,80.39,940,360,south,48.62,2.7
36,7,112.78,82.28,980,496,south,50.68,3.49
37,7.2,115.6,84.16,948,504,south,52.73,3.39
38,7.4,117.87,85.4,1012,408,south,54.55,2.58
39,7.6,122.02,86.55,928,580,east,58.29,4.31
40,7.8,124.22,87.9,920,432,east,60.14,2.58
41,8,127.89,88.46,928,520,east,63.64,3.71
42,8.2,130.48,88.3,944,400,east,66.21,2.59
43,8.4,133.54,89,860,468,east,69.11,3.14
44,8.6,136.17,88.88,924,400,east,71.73,2.64
45,8.8,138.17,88.79,872,364,east,73.71,2
46,9,140.64,89.7,776,392,reveral larger,76.03,2.63
47,9.2,142.47,90.71,816,368,reveral larger,77.71,2.09
48,9.4,144.13,92.88,864,424,reveral larger,79.14,2.74
49,9.6,146.26,97.5,816,456,platform reversal,80.99,5.08
50,9.8,147.78,104.59,840,528,platform reversal,82.41,7.26
51,10,149.84,113.19,804,532,reveral larger,85.14,8.83
52,10.2,153.54,123.77,828,592,east,90.56,11.21
53,10.4,156.69,133.96,824,580,east,96.31,10.67
54,10.6,161.33,143.94,772,524,east,103.98,11.01
55,10.8,167.36,155.63,756,600,east,114.18,13.15
56,11,172.87,164.32,804,528,east,123.03,10.28
57,11.2,179.42,173.32,812,520,east,133.15,11.14
58,11.4,185.46,181.8,744,476,east,142.71,10.41
59,11.6,188.09,185.6,768,248,east,146.96,4.62
60,11.8,191.63,190.77,684,428,e ext,152.76,6.27
61,12,196.24,197.35,676,416,e ext,160.26,8.03
62,12.2,198.18,201.02,652,392,e ext,163.96,4.16
63,12.4,197.92,201.75,708,400,e ext,164.18,0.78
64,12.6,197.14,202.03,724,464,e ext,163.71,0.83
65,12.8,193.33,199.29,740,528,n ext,159.02,4.69
66,13,189.11,196.5,748,544,north,153.96,5.06
67,13.2,184.38,193.78,708,488,north,148.54,5.45
68,13.4,179.89,191.5,736,436,north,143.55,5.04
69,13.6,174.97,189.4,760,432,north,138.35,5.34
70,13.8,169.6,187.56,808,488,north,132.92,5.68
71,14,163.74,186.03,796,428,north,127.31,6.07
72,14.2,156.9,184.06,744,412,north,120.71,7.11
73,14.4,151.36,183.27,780,292,n ext,115.93,5.59
74,14.6,145.47,182.79,748,384,n ext,111.17,5.91
75,14.8,140.75,182.44,788,272,n ext,107.46,4.73
76,15,135.85,182.29,764,320,n ext,103.83,4.91
77,15.2,130.75,182.33,672,292,n ext,100.32,5.1
78,15.4,121.82,180.96,632,464,n ext,93.38,9.03
79,15.6,116.47,179.91,688,304,n ext,89.23,5.45
80,15.8,109.54,178,712,456,n ext,83.59,7.19
81,16,101.58,174.64,700,468,north,76.28,8.64
82,16.2,94.54,170.96,760,476,north,69.45,7.95
83,16.4,88.22,167.72,768,480,north,63.6,7.1
84,16.6,82.98,164.08,836,516,north,58.09,6.38
85,16.8,77.18,160.95,840,564,north,53.05,6.59
86,17,73.21,156.59,848,600,north,47.69,5.89
87,17.2,70.09,152.49,832,640,north,42.92,5.15
88,17.4,68.11,149.05,872,624,north,39.12,3.97
89,17.6,64.51,147.57,852,628,north,36.91,3.89
90,17.8,61.3,146.12,884,600,north,35.04,3.52
91,18,59.24,144.3,792,580,north,33.08,2.75
92,18.2,55.13,143.97,812,564,north,32.82,4.13
93,18.4,53.05,143.47,808,412,west,32.46,2.14
94,18.6,51.84,142.54,820,476,west,31.69,1.53
95,18.8,48.63,143.98,692,448,west,33.69,3.52
96,19,46.52,142.56,736,588,west,32.87,2.54
97,19.2,45.4,141.36,780,436,west,32.09,1.64
98,19.4,46.56,135.47,760,492,west,26.17,6.01
99,19.6,47.61,130.24,776,376,west,20.9,5.33
100,19.8,47.73,122.78,808,536,west,14.05,7.46
101,20,47.34,117.12,848,512,west,9.82,5.68
102,20.2,45.38,109.76,788,564,west,7.64,7.61
103,20.4,42.96,100.31,844,632,west,8.95,9.75
104,20.6,39.57,92.51,752,532,west,13.68,8.51
105,20.8,36.43,85.65,792,432,west,19.5,7.54
106,21,31.92,76.26,772,500,west,28.43,10.42
107,21.2,27.78,68.05,720,388,west,36.97,9.19
108,21.4,23.14,59.18,724,444,west,46.55,10.01
109,21.6,17.97,49.62,644,344,w ext,57.17,10.87
110,21.8,16.15,45.5,640,364,w ext,61.51,4.51
111,22,12.67,36.43,600,416,w ext,70.83,9.71
112,22.2,9.73,28.37,612,364,w ext,79.09,8.57
113,22.4,5.98,18.49,588,448,w ext,89.4,10.57
114,22.6,3.85,11.65,588,464,w ext,96.32,7.17
115,22.8,0.06,4.12,608,452,w ext,104.72,8.43
116,23,-2.9,-1.45,588,484,w ext,111.02,6.31
117,23.2,-4.76,-4.96,596,544,w ext,114.99,3.97
118,23.4,-6.64,-7.91,508,496,s ext,118.49,3.5
119,23.6,-7.73,-9.52,564,424,s ext,120.42,1.94
120,23.8,-6.73,-9.1,556,496,s ext,119.55,1.08
121,24,-4.79,-7.77,516,448,s ext,117.42,2.35
122,24.2,-4.2,-7.87,536,420,s ext,117.2,0.6
123,24.4,1.24,-3.4,484,460,s ext,110.62,7.04
124,24.6,2.53,-2.83,464,396,s ext,109.49,1.42
125,24.8,7.39,1.03,512,416,s ext,103.76,6.2
126,25,8.84,1.49,468,308,s ext,102.67,1.52
127,25.2,12.09,3.9,472,420,s ext,99.04,4.04
128,25.4,14.49,4.44,476,540,s ext,97.49,2.46
129,25.6,18.79,5.96,468,496,s ext,94.32,4.56
130,25.8,26.45,10.08,544,300,s ext,87.63,8.7
131,26,32.48,12.83,540,340,s ext,83.1,6.63
132,26.2,39.1,16.17,512,260,south,78.16,7.41
133,26.4,44,18.44,544,232,south,74.96,5.4
134,26.6,49.27,21.4,444,260,south,71.31,6.05
135,26.8,52.83,23.55,436,184,south,68.88,4.16
136,27,54.76,25.02,496,204,south,67.33,2.42
137,27.2,57,27.32,532,220,south,65.01,3.2
138,27.4,58.83,28.72,492,168,south,63.64,2.31
139,27.6,60.93,30.94,492,280,south,61.53,3.05
140,27.8,64.36,33.6,504,188,south,59.19,4.34
141,28,64.64,34.42,504,96,south,58.4,0.87
142,28.2,66.28,35.7,492,148,south,57.33,2.09
143,28.4,66.8,37.32,512,148,south,55.8,1.7
144,28.6,67.06,38.13,532,132,south,55.05,0.84
145,28.8,70.59,42.16,664,372,south,51.78,5.36
146,29,73.67,45.28,704,312,south,49.61,4.38
147,29.2,77.7,48.61,764,404,south,47.84,5.23
148,29.4,81.57,52.49,748,416,south,45.92,5.48
149,29.6,85.19,56.88,816,444,south,43.96,5.69
150,29.8,89.37,61.24,888,504,south,42.88,6.05
151,30,93.1,65.33,816,504,south,42.49,5.53
152,30.2,97.24,69.27,844,572,south,43.12,5.72
153,30.4,100.08,73.56,852,504,south,42.9,5.14
154,30.6,102.58,77.68,888,628,south,43.03,4.82
155,30.8,104.22,81.01,856,480,south,43.16,3.72
156,31,105.54,85.55,900,604,south,42.75,4.73
157,31.2,106.97,88.79,948,552,south,43.14,3.54
158,31.4,108.16,93.27,972,608,south,43.37,4.63
159,31.6,109.29,98.37,912,636,east,44,5.23
160,31.8,110.66,102.28,964,572,east,45.25,4.14
161,32,111.47,106.77,908,496,east,46.29,4.56
162,32.2,112.45,111.31,960,668,east,47.84,4.64
163,32.4,113.61,115.91,960,488,north,49.89,4.74
164,32.6,114.3,121.01,944,632,north,52,5.14
165,32.8,115.95,126.39,948,652,north,55.32,5.63
166,33,117.78,130.67,916,544,north,58.69,4.65
167,33.2,120.92,136.69,976,620,north,64.19,6.79
168,33.4,124.34,141.7,892,596,north,69.64,6.07
169,33.6,128.23,146.98,880,596,north,75.72,6.56
170,33.8,135.33,155.06,800,680,north,86.12,10.76
171,34,141.79,161.81,804,580,north,95.29,9.35
172,34.2,150.02,169.11,872,660,north,106.24,11
173,34.4,160.13,177.25,788,636,north,119.19,12.98
174,34.6,171.51,185.73,708,576,north,133.39,14.2
175,34.8,182.9,194.5,680,524,n ext,147.76,14.38
176,35,193.09,202.46,696,528,n ext,160.68,12.93
177,35.2,200.81,208.81,632,544,n ext,170.65,9.99
178,35.4,203.79,210.84,636,484,n ext,174.26,3.6
179,35.6,204.86,211.26,640,460,n ext,175.37,1.15
180,35.8,205.24,211.14,624,328,n ext,175.61,0.4
181,36,204.49,209.61,692,420,e ext,174.1,1.7
182,36.2,201.36,205.01,676,432,e ext,168.87,5.56
183,36.4,198.02,199.97,648,372,e ext,163.23,6.05
184,36.6,194.03,193.39,732,428,e ext,156.21,7.69
185,36.8,185.94,180.04,668,536,east,142.19,15.61
186,37,180.31,169.46,756,496,east,132.02,11.98
187,37.2,175.01,157.58,756,536,east,121.93,13.01
188,37.4,169.52,143.6,760,588,east,111.53,15.02
189,37.6,165.44,129.91,744,600,east,103.57,14.29
190,37.8,163.53,116.84,712,552,east,99.19,13.21
191,38,162.23,101.99,768,600,east,96.82,14.91
192,38.2,163.82,88.81,736,640,east,99.14,13.28
193,38.4,166.73,78.12,780,596,east,103.76,11.08
194,38.6,171.78,64.99,700,536,east,112.08,14.07
195,38.8,175.76,53.24,656,596,east,119.88,12.4
196,39,179.01,43.34,684,452,east,126.79,10.43
197,39.2,181.12,34.54,700,488,east,132.62,9.05
198,39.4,183.68,26.1,716,432,east,139,8.82
199,39.6,184.73,20.47,700,456,east,142.82,5.72
200,39.8,183.98,16.93,724,512,east,144.11,3.62
201,40,183.18,13.31,664,572,south,145.49,3.71
202,40.2,181.11,12.48,708,484,south,144.28,2.23
203,40.4,177.75,13.37,708,504,south,141.03,3.48
204,40.6,177.36,11.24,684,496,south,142,2.17
205,40.8,176.8,9.25,680,428,south,142.75,2.07
206,41,177.27,6.47,708,364,south,144.84,2.82
207,41.2,175.27,6.02,708,440,south,143.56,2.05
208,41.4,172.27,4.72,728,460,south,142.07,3.27
209,41.6,167.62,4.65,724,476,s ext,138.53,4.65
210,41.8,161.4,5.64,660,464,s ext,133.18,6.3
211,42,156.99,4.4,632,412,s ext,130.77,4.58
212,42.2,151.17,4.15,596,412,s ext,126.78,5.83
213,42.4,147.8,5.39,544,348,s ext,123.53,3.59
214,42.6,141.02,7.64,520,384,s ext,117.25,7.14
215,42.8,135.31,10.23,568,368,s ext,111.51,6.28
216,43,129.68,12.59,592,280,s ext,106.06,6.1
