Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00077.trk
Object,0
Samples,450
treatment,2,
cage,37,
mark,2,
id,107,
trial,1,
date,2009-07-26 15:18:12.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,99.30,13.20,528.00,312.00,s ext,88.98,-
2,0.20,90.47,10.02,488.00,504.00,s ext,88.45,9.39
3,0.40,84.66,11.68,508.00,468.00,s ext,84.96,6.04
4,0.60,77.17,11.86,576.00,460.00,s ext,82.78,7.49
5,0.80,66.18,11.88,572.00,540.00,s ext,80.99,10.99
6,1.00,51.43,8.97,516.00,600.00,s ext,83.52,15.04
7,1.20,46.54,9.04,600.00,476.00,s ext,83.90,4.89
8,1.40,38.14,7.42,568.00,528.00,s ext,86.91,8.55
9,1.60,32.40,7.05,628.00,476.00,s ext,88.67,5.75
10,1.80,26.38,5.40,688.00,524.00,s ext,92.06,6.25
11,2.00,19.50,3.36,628.00,596.00,s ext,96.43,7.18
12,2.20,11.24,-0.29,524.00,568.00,s ext,103.16,9.02
13,2.40,6.03,-2.29,556.00,472.00,s ext,107.33,5.58
14,2.60,2.02,-4.34,612.00,520.00,s ext,111.06,4.51
15,2.80,-0.74,-5.51,648.00,540.00,s ext,113.43,2.99
16,3.00,-3.73,-7.11,600.00,624.00,s ext,116.31,3.39
17,3.20,-5.20,-7.63,568.00,688.00,s ext,117.50,1.56
18,3.40,-5.86,-7.72,632.00,552.00,s ext,117.91,0.66
19,3.60,-5.23,-6.41,644.00,612.00,s ext,116.47,1.45
20,3.80,-3.10,-3.30,612.00,616.00,w ext,112.70,3.77
21,4.00,-2.01,-1.15,640.00,620.00,w ext,110.30,2.41
22,4.20,-0.94,1.31,576.00,584.00,w ext,107.64,2.68
23,4.40,1.58,7.09,600.00,648.00,w ext,101.40,6.30
24,4.60,4.34,13.34,596.00,628.00,w ext,94.62,6.84
25,4.80,7.06,22.00,532.00,608.00,w ext,85.88,9.07
26,5.00,9.92,30.49,592.00,588.00,w ext,77.25,8.97
27,5.20,12.18,41.72,572.00,644.00,w ext,66.94,11.45
28,5.40,14.38,54.63,564.00,688.00,w ext,55.93,13.09
29,5.60,15.02,64.53,512.00,540.00,w ext,48.97,9.92
30,5.80,15.90,75.44,564.00,492.00,w ext,42.38,10.95
31,6.00,16.00,88.43,516.00,704.00,w ext,37.53,12.99
32,6.20,16.32,98.20,532.00,624.00,w ext,35.67,9.78
33,6.40,15.51,111.71,536.00,628.00,w ext,37.11,13.53
34,6.60,14.10,123.31,584.00,664.00,w ext,41.68,11.68
35,6.80,9.84,138.94,560.00,656.00,w ext,52.94,16.20
36,7.00,7.52,150.40,488.00,528.00,w ext,61.72,11.70
37,7.20,4.41,160.02,396.00,420.00,w ext,70.50,10.11
38,7.40,3.58,165.13,288.00,332.00,w ext,74.74,5.18
39,7.60,2.63,168.59,248.00,224.00,w ext,77.94,3.60
40,7.80,7.21,164.69,368.00,384.00,w ext,71.98,6.02
41,8.00,6.15,170.58,364.00,436.00,w ext,77.17,5.98
42,8.20,7.84,171.89,316.00,424.00,w ext,77.16,2.13
43,8.40,11.54,168.39,496.00,348.00,w ext,72.14,5.09
44,8.60,15.08,167.20,572.00,348.00,west,69.10,3.74
45,8.80,20.38,164.74,536.00,516.00,west,64.11,5.85
46,9.00,24.77,163.61,600.00,448.00,west,60.89,4.53
47,9.20,30.12,161.70,576.00,552.00,west,56.72,5.68
48,9.40,38.20,157.42,620.00,556.00,west,49.66,9.14
49,9.60,44.72,155.04,688.00,596.00,north,45.37,6.94
50,9.80,52.44,152.42,764.00,660.00,north,41.44,8.15
51,10.00,61.48,149.92,768.00,772.00,north,38.84,9.39
52,10.20,71.57,148.79,772.00,804.00,north,39.75,10.15
53,10.40,81.19,149.72,676.00,784.00,north,44.39,9.67
54,10.60,91.80,152.57,780.00,776.00,north,52.59,10.99
55,10.80,101.44,157.40,796.00,776.00,north,62.24,10.78
56,11.00,114.16,165.26,728.00,844.00,north,76.52,14.96
57,11.20,124.85,173.03,736.00,696.00,north,89.52,13.22
58,11.40,135.85,182.29,708.00,700.00,n ext,103.83,14.37
59,11.60,144.86,191.35,568.00,612.00,n ext,116.62,12.79
60,11.80,149.87,196.17,500.00,284.00,n ext,123.57,6.95
61,12.00,151.93,196.90,340.00,224.00,n ext,125.54,2.18
62,12.20,151.06,194.30,312.00,292.00,n ext,123.10,2.74
63,12.40,154.73,194.96,392.00,264.00,n ext,126.22,3.73
64,12.60,168.79,201.04,408.00,448.00,n ext,140.73,15.32
65,12.80,180.65,204.72,536.00,544.00,n ext,152.17,12.41
66,13.00,189.73,208.14,632.00,552.00,n ext,161.40,9.71
67,13.20,205.81,217.80,620.00,652.00,n ext,180.03,18.76
68,13.40,215.31,224.41,668.00,576.00,n ext,191.60,11.58
69,13.60,223.72,231.21,532.00,728.00,n ext,202.41,10.82
70,13.80,227.50,234.86,560.00,540.00,n ext,207.63,5.25
71,14.00,227.16,234.79,532.00,700.00,n ext,207.31,0.35
72,14.20,224.85,232.61,596.00,608.00,n ext,204.15,3.17
73,14.40,224.69,232.67,608.00,636.00,e ext,204.06,0.18
74,14.60,222.38,229.79,508.00,604.00,e ext,200.48,3.69
75,14.80,217.58,222.92,548.00,576.00,e ext,192.51,8.38
76,15.00,213.17,215.16,496.00,692.00,e ext,184.39,8.92
77,15.20,205.62,202.07,536.00,552.00,e ext,170.67,15.12
78,15.40,196.14,184.54,508.00,524.00,e ext,153.26,19.92
79,15.60,187.36,166.39,540.00,568.00,e ext,136.86,20.17
80,15.80,178.51,147.41,656.00,580.00,east,121.28,20.94
81,16.00,171.85,131.51,668.00,604.00,east,110.18,17.24
82,16.20,165.05,114.72,744.00,716.00,east,100.42,18.12
83,16.40,159.18,101.21,796.00,812.00,east,93.78,14.72
84,16.60,154.86,88.48,792.00,796.00,east,90.28,13.45
85,16.80,150.33,77.95,788.00,932.00,east,87.83,11.46
86,17.00,146.21,70.64,836.00,904.00,east,86.06,8.39
87,17.20,140.70,67.15,768.00,884.00,east,82.17,6.52
88,17.40,133.76,65.66,880.00,920.00,south,76.35,7.10
89,17.60,125.90,65.16,936.00,936.00,south,69.49,7.88
90,17.80,117.05,65.01,868.00,900.00,south,61.84,8.85
91,18.00,105.39,65.44,936.00,956.00,south,51.90,11.66
