Track file,C:\Users\tiago\rat_navigation\data\ethovision\exp nestle 3_0003\data\track_00017.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
treatment,3,,,,,,,
cage,27,,,,,,,
mark,1,,,,,,,
id,91,,,,,,,
trial,1,,,,,,,
date,15:41.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,211.59,218.59,292,672,n ext,185.13,-
2,0.2,214.13,221.09,304,276,n ext,188.66,3.57
3,0.4,208.42,215.11,376,256,n ext,180.51,8.28
4,0.6,202.87,209.38,476,228,n ext,172.66,7.97
5,0.8,194.59,201.13,592,340,n ext,161.11,11.7
6,1,188.86,195.78,712,416,north,153.33,7.84
7,1.2,179.08,187.16,748,524,north,140.37,13.03
8,1.4,172.27,181.58,788,392,north,131.59,8.8
9,1.6,164.86,176.34,800,444,north,122.51,9.07
10,1.8,157.98,172.48,764,428,north,114.66,7.9
11,2,153.16,169.91,804,328,north,109.25,5.46
12,2.2,145.69,166.14,780,440,north,100.98,8.37
13,2.4,138.76,164.42,792,540,north,94.36,7.14
14,2.6,131.46,163.22,832,504,north,87.83,7.39
15,2.8,126.27,162.02,872,352,north,83.05,5.33
16,3,122.42,162.2,852,460,north,80.26,3.85
17,3.2,117.05,161.49,932,504,north,75.84,5.42
18,3.4,113,160.59,896,364,north,72.34,4.14
19,3.6,107.67,159.65,948,476,north,68,5.42
20,3.8,101.09,158.85,936,460,north,63.15,6.63
21,4,93.84,156.96,884,524,north,57.34,7.49
22,4.2,85.82,155.66,860,512,north,51.85,8.12
23,4.4,79.49,154.85,920,556,north,48.23,6.39
24,4.6,74.66,154.22,896,544,north,45.87,4.87
25,4.8,70.09,152.49,916,612,north,42.92,4.89
26,5,67.12,149.34,920,612,north,39.18,4.33
27,5.2,63.78,146.52,964,700,north,35.76,4.37
28,5.4,62.35,142.46,936,740,north,31.53,4.31
29,5.6,61.42,138.74,980,628,north,27.72,3.84
30,5.8,61.31,134.51,992,652,west,23.51,4.23
31,6,62.66,128.06,976,768,west,17.46,6.59
32,6.2,64.22,121.31,1016,672,west,11.38,6.93
33,6.4,65.9,111.89,940,756,west,4.6,9.56
34,6.6,67.05,102.54,992,828,platform larger,1.67,9.42
35,6.8,68.32,94.52,968,760,west,4.88,8.12
36,7,68.56,85.29,992,792,west,11.1,9.23
37,7.2,67.9,77.18,976,816,west,17.71,8.14
38,7.4,68.09,70.13,936,824,south,24.31,7.05
39,7.6,67.74,62.62,916,868,south,31.28,7.51
40,7.8,67.88,56.68,896,764,south,37.04,5.95
41,8,70.42,51.55,896,736,south,42.66,5.72
42,8.2,75.22,47.17,872,712,south,48.33,6.5
43,8.4,80.34,44.15,836,620,south,52.96,5.95
44,8.6,86.28,41.37,756,664,south,57.96,6.55
45,8.8,92.8,39.66,820,528,south,62.62,6.74
46,9,102.22,38.26,804,680,south,68.93,9.52
47,9.2,112.65,37.55,748,576,south,76.04,10.46
48,9.4,122.49,36.72,792,564,south,83.5,9.87
49,9.6,132.63,35.58,808,592,south,91.85,10.2
50,9.8,139.21,35.52,804,588,south,96.97,6.58
51,10,144.12,35.63,760,484,south,100.77,4.91
52,10.2,148.3,37.2,824,584,south,103.22,4.47
53,10.4,151.9,38.8,824,624,south,105.29,3.93
54,10.6,152.49,42.84,776,592,south,103.64,4.08
55,10.8,150.6,49.28,784,528,south,98.77,6.71
56,11,148.65,57.71,892,668,east,93.21,8.65
57,11.2,146.03,67.84,860,696,east,86.88,10.47
58,11.4,145,77.96,864,716,east,82.69,10.18
59,11.6,143.83,90.72,840,792,reveral larger,79.07,12.81
60,11.8,144.35,102.64,836,788,platform reversal,78.94,11.94
61,12,146.45,117,848,852,reveral larger,82.32,14.51
62,12.2,149.11,130.72,860,828,east,88.1,13.97
63,12.4,153.31,143.25,812,840,east,96.28,13.22
64,12.6,159.06,156.84,844,856,east,107.32,14.75
65,12.8,163.14,166.34,840,724,north,115.6,10.35
66,13,167.81,175.3,772,708,north,124.36,10.1
67,13.2,172.15,183.01,732,680,north,132.31,8.84
68,13.4,173.01,186.79,728,604,north,135.23,3.88
69,13.6,173.77,189.84,752,512,north,137.63,3.14
70,13.8,173.2,192.67,744,496,n ext,138.86,2.89
71,14,170.36,193,716,428,n ext,136.81,2.86
72,14.2,170.8,195.41,656,484,n ext,138.66,2.45
73,14.4,166.87,197.55,688,672,n ext,136.99,4.47
74,14.6,155.06,195.82,588,508,n ext,127.05,11.93
75,14.8,139.51,192.04,668,480,n ext,113.39,16.01
76,15,119.69,188.17,644,592,n ext,97.77,20.19
77,15.2,100.5,184.92,628,656,n ext,84.55,19.46
78,15.4,81.32,182.18,688,636,n ext,74.54,19.38
79,15.6,66.2,180.54,732,700,n ext,69.78,15.21
80,15.8,54.34,178.56,756,784,north,67.41,12.03
81,16,48.15,175.64,824,732,north,64.98,6.84
82,16.2,46.33,170.57,860,796,north,60.23,5.39
83,16.4,46.31,164.52,812,784,north,54.28,6.05
84,16.6,48.64,156.75,828,728,north,46.22,8.11
85,16.8,51.78,148.19,940,840,north,37.3,9.11
86,17,53.59,139.56,944,812,west,28.52,8.82
87,17.2,54.73,130.17,924,884,west,19.07,9.46
88,17.4,54.52,120.86,940,840,west,9.85,9.31
89,17.6,52.06,112.59,880,812,platform larger,3.29,8.63
90,17.8,49.28,104.28,888,656,platform larger,2.58,8.76
91,18,47,97.72,880,512,west,5.28,6.94
92,18.2,44.96,93.35,880,512,west,8.33,4.82
93,18.4,43.44,86.58,876,508,west,13.02,6.94
94,18.6,41.34,78.34,880,572,west,20.14,8.5
95,18.8,39.04,72.32,804,420,west,26.29,6.44
96,19,37.55,64.87,752,436,west,33.34,7.6
