Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00085.trk
Object,0
Samples,36
treatment,3,
cage,36,
mark,2,
id,106,
trial,1,
date,2009-07-26 15:43:22.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,112.99,14.41,228.00,100.00,s ext,94.72,-
2,0.20,114.73,14.21,196.00,80.00,s ext,95.84,1.75
3,0.40,114.37,15.25,280.00,84.00,s ext,94.78,1.10
4,0.60,116.85,12.94,328.00,192.00,s ext,98.07,3.38
5,0.80,120.35,12.43,460.00,220.00,s ext,100.49,3.54
6,1.00,122.09,12.15,492.00,112.00,s ext,101.74,1.77
7,1.20,121.65,13.21,488.00,348.00,s ext,100.62,1.15
8,1.40,124.15,14.72,552.00,304.00,s ext,100.93,2.92
9,1.60,126.65,18.97,652.00,548.00,south,99.23,4.93
10,1.80,128.77,23.06,740.00,552.00,south,97.61,4.61
11,2.00,132.45,25.60,720.00,532.00,south,98.38,4.47
12,2.20,133.82,29.44,664.00,504.00,south,96.76,4.08
13,2.40,133.68,33.61,748.00,468.00,south,93.91,4.17
14,2.60,131.78,39.06,696.00,452.00,south,88.98,5.77
15,2.80,128.04,46.53,772.00,580.00,south,81.38,8.35
16,3.00,122.86,54.12,800.00,652.00,south,72.68,9.19
17,3.20,115.53,62.35,808.00,688.00,south,61.97,11.03
18,3.40,110.42,68.72,828.00,644.00,south,54.24,8.17
19,3.60,105.07,75.77,920.00,820.00,south,46.12,8.85
20,3.80,100.77,80.79,964.00,772.00,south,40.06,6.61
21,4.00,96.83,87.19,976.00,956.00,south,34.03,7.52
22,4.20,93.33,92.09,1064.00,856.00,south,29.12,6.02
23,4.40,88.07,96.61,984.00,952.00,west,23.01,6.93
24,4.60,82.80,100.12,1100.00,996.00,west,17.49,6.33
25,4.80,75.58,102.38,972.00,976.00,west,10.17,7.57
26,5.00,68.76,104.49,924.00,824.00,platform larger,3.63,7.14
27,5.20,63.08,106.39,920.00,772.00,platform,0.00,5.98
28,5.40,58.37,105.78,908.00,668.00,platform,0.00,4.75
29,5.60,56.75,102.46,924.00,616.00,platform,0.00,3.70
30,5.80,55.59,100.12,920.00,268.00,platform,0.00,2.61
31,6.00,55.48,101.14,900.00,252.00,platform,0.00,1.03
32,6.20,54.79,100.98,876.00,168.00,platform,0.00,0.72
33,6.40,55.37,102.17,888.00,180.00,platform,0.00,1.32
34,6.60,55.37,102.17,840.00,264.00,platform,0.00,0.00
35,6.80,55.09,104.23,836.00,396.00,platform,0.00,2.08
36,7.00,54.93,105.27,904.00,300.00,platform,0.00,1.05
