Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00141.trk
Object,0
Samples,450
treatment,2,
cage,53,
mark,2,
id,96,
trial,1,
date,2009-07-27 16:03:05.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,104.99,12.01,376.00,180.00,s ext,92.67,-
2,0.20,105.80,8.88,220.00,284.00,s ext,95.80,3.23
3,0.40,111.09,9.53,252.00,248.00,s ext,97.88,5.33
4,0.60,113.34,13.37,380.00,432.00,s ext,95.79,4.45
5,0.80,116.85,12.94,328.00,292.00,s ext,98.07,3.54
6,1.00,119.43,10.57,412.00,228.00,s ext,101.48,3.51
7,1.20,123.00,9.99,336.00,260.00,s ext,104.01,3.61
8,1.40,124.30,10.76,464.00,224.00,s ext,104.17,1.51
9,1.60,127.30,11.16,424.00,248.00,s ext,105.68,3.02
10,1.80,131.30,9.30,396.00,412.00,s ext,109.63,4.41
11,2.00,134.77,8.44,448.00,356.00,s ext,112.52,3.58
12,2.20,139.96,7.01,516.00,316.00,s ext,117.01,5.38
13,2.40,147.56,3.62,476.00,456.00,s ext,124.64,8.32
14,2.60,156.16,0.38,476.00,552.00,s ext,132.98,9.20
15,2.80,162.09,-1.31,456.00,500.00,s ext,138.40,6.16
16,3.00,166.18,-2.40,504.00,368.00,s ext,142.13,4.23
17,3.20,173.40,-5.36,424.00,480.00,s ext,149.46,7.80
18,3.40,177.19,-6.77,520.00,432.00,s ext,153.23,4.04
19,3.60,182.44,-9.26,528.00,472.00,s ext,158.83,5.81
20,3.80,189.07,-12.99,504.00,448.00,s ext,166.30,7.61
21,4.00,192.74,-14.40,516.00,492.00,s ext,170.02,3.93
22,4.20,198.93,-18.57,496.00,516.00,s ext,177.45,7.47
23,4.40,206.47,-23.85,336.00,488.00,s ext,186.62,9.19
24,4.60,203.77,-20.17,448.00,408.00,s ext,182.21,4.56
25,4.80,205.16,-20.10,476.00,444.00,s ext,183.24,1.39
26,5.00,209.04,-22.87,548.00,384.00,s ext,187.99,4.77
27,5.20,211.40,-24.38,496.00,452.00,s ext,190.78,2.81
28,5.40,212.19,-24.01,528.00,536.00,s ext,191.15,0.87
29,5.60,216.20,-26.55,288.00,616.00,s ext,195.87,4.75
30,5.80,209.60,-18.41,456.00,552.00,s ext,185.63,10.48
31,6.00,211.45,-19.34,460.00,404.00,s ext,187.66,2.07
32,6.20,210.73,-17.00,484.00,496.00,e ext,185.65,2.45
33,6.40,214.36,-18.92,228.00,520.00,e ext,189.70,4.11
34,6.60,211.15,-12.83,228.00,296.00,e ext,183.47,6.88
35,6.80,210.43,-9.66,264.00,268.00,e ext,181.01,3.25
36,7.00,209.75,-6.24,280.00,344.00,e ext,178.47,3.49
37,7.20,203.17,2.80,432.00,544.00,e ext,167.93,11.18
38,7.40,199.60,11.37,368.00,560.00,e ext,160.26,9.28
39,7.60,195.48,20.79,392.00,408.00,e ext,151.87,10.28
40,7.80,190.07,32.73,484.00,388.00,e ext,141.39,13.11
41,8.00,185.25,42.88,524.00,416.00,e ext,132.65,11.23
42,8.20,182.01,53.81,624.00,388.00,e ext,125.51,11.40
43,8.40,178.61,64.88,696.00,496.00,east,118.62,11.58
44,8.60,177.15,77.36,632.00,456.00,east,114.11,12.56
45,8.80,176.60,84.58,744.00,456.00,east,112.35,7.24
46,9.00,175.53,91.72,692.00,444.00,east,110.52,7.22
47,9.20,177.26,99.40,660.00,416.00,e ext,111.88,7.87
